x,y,cluster,term,genes,cluster_label
6.8461833,2.063743,Cluster 0,Breast carcinoma (HP:0003002),TSG101 PARK2 MLH1 CTNNB1 RB1CC1 PTEN TWIST1 MSH2 SDHB ABCC11 STK11 BRIP1 PPM1D PIK3CA SLC22A18 CDH1 CHEK2 AKT1 KRAS ATR TP53 FGFR2 ,Unresolved
3.6886892,2.666853,Cluster 0,Orthostatic hypotension (HP:0001278),TTR NTRK1 GMPPA CYP11B2 CAV1 HEXB DBH IKBKAP LMNB1 ATP7A SNCA AAAS ,Unresolved
7.2052774,1.344825,Cluster 0,Arteriovenous malformation (HP:0100026),FANCI FANCL CCBE1 SMAD4 FANCM WNT5A FANCB FANCA GDF2 FANCC FANCF PALB2 FANCE FANCG RAD51C ASXL1 RASA1 COL3A1 ERCC4 PIK3CA FANCD2 GNAQ TEK FAT4 ROR2 ENG AGGF1 ACVRL1 RBM8A PTEN BRCA2 BRIP1 CBS SLX4 NSDHL AKT1 VHL RBM10 MNX1 GUSB ,Unresolved
5.1496387,1.5163976,Cluster 0,Hypotelorism (HP:0000601),CDON NSUN2 TGIF1 WDR19 PYCR1 KCTD1 PTCH1 IFT122 TRAPPC9 WDR35 DPM2 EVC IFT43 FAM111A STIM1 NIN QARS FGFR1 ALDH18A1 FREM1 RAB3GAP2 RAB3GAP1 MKS1 KANSL1 GLI2 GATA2 SEPT9 PROKR2 RECQL4 SHH GJA1 SIX3 OPHN1 GSC ZIC2 NDP EPG5 ,Unresolved
3.98103,2.7181122,Cluster 0,Abnormality of the fetal cardiovascular system (HP:0010948),VANGL1 FOXF1 FANCB GATA6 CCDC22 HOXD13 WNT3 SCARF2 MKS1 KIAA0196 ,Unresolved
5.5466185,1.8436289,Cluster 0,11 pairs of ribs (HP:0000878),HDAC6 RNU4ATAC RPS19 FLNB LBR SOX9 B3GALT6 ATR ,Unresolved
7.833913,1.0902591,Cluster 0,Abnormality of chromosome stability (HP:0003220),FANCI FANCL FANCM FANCB FANCA LIG4 FANCC FANCF PALB2 RAD50 FANCE FANCG POLA1 RAD51C ERCC4 TCN2 FANCD2 ATM BLM FMR1 BRCA2 BRIP1 SLX4 NBN RMRP ,Unresolved
3.87677,3.126079,Cluster 0,Hypokinesia (HP:0002375),GLRA1 MRPS16 GFM1 TH GBA LAMP2 ATP13A2 AIFM1 SLC52A2 PDE8B MTM1 ,Unresolved
7.370562,1.8084259,Cluster 0,Carpal bone hypoplasia (HP:0001498),COMP GNPTAB KIF22 SALL4 DYM RBM8A TRPV4 EIF2AK3 ,Unresolved
6.18161,2.3688538,Cluster 0,Sensory axonal neuropathy (HP:0003390),GJC2 HINT1 GAN ATL3 C10ORF2 PRICKLE1 POLG FGF14 ,Unresolved
3.9935012,3.119321,Cluster 0,Death in infancy (HP:0001522),TUFM LAMB3 COG6 CRTAP VPS33B AMT DOLK MRPS22 MYO5B GDF5 PEX3 ALG1 SUOX DNM2 PEX16 DPM2 GLB1 AIMP1 SCO2 BOLA3 PIGA PEX6 ALPL RMND1 DCX ITGA6 CNTN1 AARS2 GLDC LAMA3 PRPS1 ITGB4 RBM8A LAMC2 FARS2 PEX26 DLL3 LIPA LTC4S TSEN54 NRAS GCSH PSAP GLUL DNM1L ,Unresolved
7.5257807,1.3375553,Cluster 0,Aplasia involving forearm bones (HP:0009822),SF3B4 ESCO2 SEMA3E RBM8A CHD7 WNT7A FANCB FANCA HOXD13 FANCC LMBR1 FANCE TBX3 MIPOL1 RECQL4 ZIC3 SALL4 FANCD2 FGF10 FLNB FGFR3 FGFR2 ,Unresolved
7.779679,1.137661,Cluster 0,Clubbing of toes (HP:0100760),RHBDF2 FANCI FANCL FANCM FANCB FANCA FANCC FANCF PALB2 ARID1B SMARCA2 FANCE FANCG RAD51C ERCC4 FANCD2 SLCO2A1 GJB6 PIGL NOTCH2 HPGD BRCA2 BRIP1 PSMB8 SLX4 ,Unresolved
5.186696,1.0935549,Cluster 0,Short middle phalanx of finger (HP:0005819),PHF6 SLC26A2 KMT2A WNT5A IHH TRPV4 EIF2AK3 GDF5 HOXD13 HOXA13 H19 GATA1 RUNX2 COL2A1 BMP4 GJA1 MIR17HG FGFR1 COL10A1 ROR2 RBBP8 PCNT FGFR3 FGFR2 ,Unresolved
3.9349124,3.1575325,Cluster 0,Cortical visual impairment (HP:0100704),DOCK7 SLC25A1 TIMM8A ASNS NAGA AMPD2 CACNA1D DPM1 PIGA ST3GAL5 CHMP1A PDSS2 POLG2 POLG SCN1A SHANK3 ,Unresolved
6.3047814,2.3920758,Cluster 0,Prominent metopic ridge (HP:0005487),KCNJ11 ABCC8 ADSL FOXG1 ACTG1 KANSL1 CDC6 INS GCK ERCC1 ASXL1 ACTB ERCC5 ERCC2 SC5D ERCC6 ,Unresolved
6.5220304,2.2994514,Cluster 0,Postnatal microcephaly (HP:0005484),EIF2B5 EIF2B4 CDKL5 EIF2B3 DOLK TRAPPC9 COQ9 DHFR DPM1 DPM2 PSAT1 TBC1D20 PIGA PAFAH1B1 PPT1 RAB18 RAB3GAP2 SLC2A1 ACTG1 UBE3A HSPD1 TMEM165 MECP2 CHMP1A SCN1A EIF2B2 EIF2B1 JAM3 ,Unresolved
7.4539466,1.9876201,Cluster 0,Cellular immunodeficiency (HP:0005374),CTC1 SH2D1A TINF2 DNMT3B TBCE USB1 FOXN1 WRAP53 FRAS1 DKC1 XIAP ATM LAMTOR2 NOP10 FREM2 NHP2 SMARCAL1 SEMA3E TERC AK2 DOCK8 CHD7 ZBTB24 RTEL1 GRIP1 TERT ACP5 EPG5 NHEJ1 RAG1 RMRP ,Unresolved
7.1976657,1.7980844,Cluster 0,Neoplasm of the colon (HP:0100273),PDGFRA MLH1 SMAD4 AXIN2 MSH2 SDHB SDHC MLH3 TGFBR2 SDHA GREM1 APC KIT PIK3CA AAGAB BUB1B MSH6 KRAS DNASE1L3 BMPR1A TP53 MDM2 COL14A1 STK11 EPCAM RPS19 CHEK2 LRRFIP2 BUB3 BUB1 MUTYH PMS2 PMS1 CEP57 ,Unresolved
5.9266605,1.9978265,Cluster 0,Angiofibromas (HP:0010615),KLLN MLH1 PTEN SDHD TSC2 TSC1 MSH2 SDHB SDHC PIK3CA KRT17 MSH6 AKT1 PLCD1 HRAS KRAS MEN1 ,Unresolved
6.247828,2.3072612,Cluster 0,Microvesicular hepatic steatosis (HP:0001414),ACAD9 TRMU MPV17 POLG BCS1L MRPL44 DNAJC19 LRPPRC ,Unresolved
7.949054,2.184908,Cluster 0,Aplasia/Hypoplasia of the sacrum (HP:0008517),VANGL1 FUCA1 RPS19 FANCB ROR2 FUZ MNX1 POC1A ,Unresolved
6.669068,2.4833417,Cluster 0,Neoplasm of the adrenal gland (HP:0100631),IDH1 CDKN1C IDH2 PTEN SDHD SDHB SDHC H19 APC KCNQ1OT1 NSD1 PRKAR1A CHEK2 MEN1 TP53 MDM2 ,Unresolved
5.556074,1.018779,Cluster 0,Short middle phalanx of the 5th finger (HP:0004220),GJA1 WNT5A ROR2 HOXD13 RBBP8 H19 GATA1 RUNX2 ,Unresolved
6.692082,2.1380088,Cluster 0,Abnormality of homocysteine metabolism (HP:0010919),LMBRD1 MTRR CBS ABCD4 MTHFR MTR MMACHC MMADHC HCFC1 ,Unresolved
7.553417,1.3826373,Cluster 0,Horseshoe kidney (HP:0000085),CCBE1 RPL11 ESCO2 SEMA3E RBM8A CHD7 FANCA FANCC THOC6 FANCE PAX2 PORCN SLX4 POR DKC1 SALL4 FANCD2 TCTN3 SC5D RBM10 HRAS KRAS STRA6 MNX1 ,Unresolved
7.550038,1.3726777,Cluster 0,Ectopic kidney (HP:0000086),CCBE1 KMT2D FANCA HOXD13 FANCC FANCE GLI3 SLX4 NIPBL SALL4 FANCD2 DNA2 RBBP8 STRA6 JAM3 ,Unresolved
5.9445643,2.5195122,Cluster 0,Squamous cell carcinoma (HP:0002860),WNT10A BLM CDKN2A TERC PTEN TNFRSF10B XPC ING1 DDB2 WRAP53 RECQL4 SLX4 GJB2 DKC1 COL7A1 ERCC3 POLH ,Unresolved
7.5418587,1.5289749,Cluster 0,Duplicated collecting system (HP:0000081),TNXB FANCD2 PIGA PIGL FANCA FANCC FANCE TP63 ,Unresolved
6.880706,2.1900446,Cluster 0,Hypoplastic pelvis (HP:0008839),COL2A1 NSDHL CUL7 WNT7A ERCC8 ERCC6 WNT3 POC1A ,Unresolved
7.1155124,2.1345284,Cluster 0,Abnormality of the clitoris (HP:0000056),INSR SNRPN MAP3K1 CD96 ESCO2 WNT5A PEX1 TALDO1 B3GALTL FRAS1 POR PEX5 KAT6B CYP11B1 ROR2 FREM2 ATR FGFR2 BSCL2 ABCD3 HBB HCCS UBR1 AGPAT2 GRIP1 ORC6 PORCN ATIC ORC1 NDN ORC4 POC1A ,Unresolved
5.869864,2.3618295,Cluster 0,Melanoma (HP:0002861),MBTPS2 CDKN2D CDKN2A CDKN2B TRPV3 PTPN11 MITF SDHD BRAF SDHB SDHC DDB2 MC1R PIK3CA CDK4 ERCC3 TP53 POT1 RAF1 MDM2 OCA2 BAP1 KLLN PTEN XPC NRAS TERT CHEK2 AKT1 CTSC POLH ,Unresolved
6.038392,2.26342,Cluster 0,Premature ovarian failure (HP:0008209),GALT EIF2B5 EIF2B4 AARS2 EIF2B3 FIGLA FMR1 FOXL2 NR5A1 DIAPH2 LARS2 C10ORF2 NOBOX POF1B POLG EIF2B2 EIF2B1 ,Unresolved
7.702378,1.2048331,Cluster 0,Myelodysplasia (HP:0002863),FANCI FANCL FANCM ATRX FANCB RUNX1 TET2 PTPN11 FANCA NBEAL2 BRAF FANCC FANCF PALB2 FANCE FANCG HAX1 RAD51C ASXL1 GFI1B DKC1 ERCC4 BUB1B FANCD2 SBDS CALR TP53 RAF1 CSF3R TERC MPL BRCA2 GATA2 BRIP1 RECQL4 SLX4 SRP72 RPS19 THPO SF3B1 BUB3 SH2B3 BUB1 RPS14 CEP57 JAK2 ,Unresolved
7.455223,1.4303234,Cluster 0,Tracheoesophageal fistula (HP:0002575),PDGFRB CTC1 LIMK1 RFC2 MMP1 PALB2 WRAP53 RAD51C MYCN DKC1 FANCD2 COL7A1 ITGA8 GTF2IRD1 NCF1 NHP2 GTF2I RET TERC ELN CHD7 BRCA2 RTEL1 PROKR2 SLX4 TERT TCOF1 FGF20 OTX2 FANCI FANCL FANCM TINF2 FOXF1 WNT7A FANCB FANCA CYBB CYBA BAZ1B FANCC USB1 FANCF FANCE FANCG FERMT1 CLIP2 TBL2 ERCC4 POLR1C POLR1D FGFR1 NOP10 FBN2 NOTCH3 NCF2 LAMA3 SEMA3E NCF4 HOXD13 GLI3 SOX3 BRIP1 SOX2 ZIC3 HESX1 ,Unresolved
7.028735,1.3741668,Cluster 0,Choanal atresia (HP:0000453),OFD1 PTPN14 PALB2 SMC1A RAD51C SPINT2 FANCD2 FAM20C IRF6 DHCR7 NFIX CHD7 PTH1R BRCA2 ZMPSTE24 EFTUD2 LMNA CRKL MED12 RAD21 ANTXR1 SLX4 SHH TCOF1 NBN WNT3 FANCI MBTPS2 IGBP1 FANCL FANCM FANCB FANCA FANCC FANCF FANCE DHODH FANCG BCR POR ERCC4 SETBP1 POLR1C POLR1D FGFR1 FGF10 ERF ZNF335 FGFR3 FGFR2 FOXE1 SEMA3E HOXD13 HDAC8 SMC3 BRIP1 PTDSS1 NIPBL SALL4 TCTN3 MAPK1 TP63 ,Unresolved
7.1284556,1.8387935,Cluster 0,Ependymoma (HP:0002888),MLH1 ERBB2 MSH6 NF2 TSC2 TSC1 MSH2 PMS2 ,Unresolved
6.603923,1.9207641,Cluster 0,Uterine neoplasm (HP:0010784),DCC MLH1 HMGA2 AXIN2 PTPN12 SDHD MSH2 SDHB SDHC MLH3 MCC TGFBR2 PDGFRL APC PIK3CA BUB1B MSH6 BAX KRAS FGFR3 BMPR1A TP53 FH KLLN CTNNB1 PTEN RAD54B PTPRJ FLCN NRAS STK11 EPCAM CDH1 EP300 AKT1 LRRFIP2 PMS2 PMS1 ,Unresolved
7.096326,1.7876567,Cluster 0,Medulloblastoma (HP:0002885),SMARCB1 MLH1 APC PTCH2 MSH6 SUFU NBN DICER1 PTCH1 MSH2 PALB2 PMS2 ,Unresolved
5.3888817,1.4522241,Cluster 0,Microtia (HP:0008551),TTC37 MBD5 CDT1 EYA1 SMAD4 ATRX B3GAT3 KCTD1 CDC6 LMBRD1 B3GALTL TBX15 NIN FAT4 DCHS1 PLEC CHST3 FGFR2 ISPD TFAP2A RNU4ATAC GBA ABHD5 SEMA3E POMT1 CHD7 TWIST1 FGF3 GATA1 EFTUD2 GLI3 AMER1 ORC6 MED12 SALL1 ORC1 ORC4 RBM10 HOXA2 PCNT POC1A TP63 ,Unresolved
5.721713,1.8268117,Cluster 0,Proximal placement of thumb (HP:0009623),EIF4A3 SLC26A2 NOG ZC4H2 GATA4 SMC1A HOXA13 HDAC8 EFTUD2 SMC3 B3GALTL BMP4 RAD21 NIPBL ZIC3 FLNA ANKRD11 MGAT2 UBA1 DHCR7 TFAP2A TP63 ,Unresolved
6.3548803,1.6355418,Cluster 0,Tetralogy of Fallot (HP:0001636),MKKS LIMK1 RFC2 PALB2 RAD51C SKI WT1 ARHGAP31 FANCD2 EOGT PIGL ROR2 GTF2IRD1 GTF2I CHRM3 FOXC2 RNU4ATAC SF3B4 COX7B UFD1L RPL11 CITED2 RBM8A ELN CHD7 PRDM16 BRCA2 PQBP1 COMT HIRA RAB23 SLX4 SHH RBM10 STRA6 HIBCH ARVCF NKX2-5 TTC37 FANCI TBX1 JAG1 FANCL FANCM GDF1 FOXF1 NR2F2 FANCB FANCA DDX11 KCNAB2 GP1BB BAZ1B FANCC FANCF FANCE FANCG FIG4 KIAA0196 COL2A1 CLIP2 TBL2 ERCC4 CCDC22 ZFPM2 DOCK6 NOTCH1 SEMA3E EHMT1 GATA6 GATA5 HOXD13 GATA4 RBPJ BRIP1 SALL1 SALL4 GJA5 ALX3 GABRD ,Unresolved
6.9324956,2.109603,Cluster 0,Clitoromegaly (HP:0000057),INSR ABCD3 MAP3K1 CD96 ESCO2 PEX1 TALDO1 UBR1 AGPAT2 GRIP1 ATIC FRAS1 POR PEX5 ORC1 ORC4 CYP11B1 FREM2 ATR FGFR2 BSCL2 ,Unresolved
7.6784716,1.2364191,Cluster 0,Bone marrow hypocellularity (HP:0005528),TGFB1 FANCI CTC1 FANCL ERCC6L2 FANCM WDR19 TINF2 RAB27A FANCB FANCA LIG4 BRAF FANCC USB1 FANCF PALB2 FANCE FANCG WRAP53 RAD51C CLCN7 DKC1 ERCC4 TBXAS1 FANCD2 IVD SBDS NOP10 RAB40AL NHP2 SCARB2 GBA IGHV4-34 SLC46A1 TERC HBB BRCA2 RTEL1 GATA2 HOXA11 BRIP1 SLX4 PSTPIP1 TERT LBR ,Unresolved
4.4247875,1.9384891,Cluster 0,Abnormally folded helix (HP:0008544),TBX1 BHLHA9 NAA10 GP1BB PLCB4 HSPG2 SLC6A8 PIGA PIGL FGF10 PIGN FGFR3 FGFR2 TFAP2A NFIX UFD1L SLC26A2 SEMA3E CHD7 KANSL1 COMT HIRA GNAI3 EFTUD2 AMER1 ACTB MED12 SALL1 CPT2 ARVCF ,Unresolved
7.020491,1.3944733,Cluster 0,Recurrent urinary tract infections (HP:0000010),LIMK1 RFC2 CARD9 MSH2 PALB2 TGFBR2 RAD51C COL1A1 COL5A2 SLC7A9 CLDN16 COL5A1 PIK3CA RFX5 FANCD2 MSH6 CLDN19 GTF2IRD1 BMPR1A GTF2I CHRM3 FOXC2 TNXB SLC46A1 ELN CISD2 SLC3A1 TRPS1 BRCA2 HPSE2 HOXA13 FBLN5 PNP CRKL EPCAM SLX4 CLEC7A NBN FLVCR1 CIITA PMS2 PMS1 IL17RA FANCI FANCL MLH1 STAT1 WFS1 FANCM ATRX FANCB KCTD1 FANCA RFXANK BAZ1B FANCC FANCF THOC6 MLH3 FANCE APRT FANCG EXT1 BCR CLIP2 TBL2 ERCC4 RFXAP BTK IL17F KRAS CFI TRAF3IP2 BRIP1 EFEMP2 LRIG2 MAPK1 LRRFIP2 MNX1 ATP7A TP63 ,Unresolved
6.7179995,1.9755968,Cluster 0,Neoplasm of the small intestine (HP:0100833),PDGFRA MLH1 SMAD4 MSH2 SDHB SDHC MLH3 TGFBR2 SDHA STK11 EPCAM WRN APC KIT PIK3CA MSH6 KRAS LRRFIP2 PMS2 BMPR1A PMS1 ,Unresolved
4.3475766,2.1627831,Cluster 0,Broad distal phalanx of finger (HP:0009836),KIF22 WDR19 B3GAT3 FLNA IFT122 HOXD13 B3GALT6 FGFR2 ,Unresolved
7.804775,1.1175227,Cluster 0,Abnormality of the ileum (HP:0001549),FANCI FANCL FANCM FOXF1 RBM8A FANCB FANCA BRCA2 FANCC FANCF PALB2 FANCE FANCG RAD51C BRIP1 SLX4 ERCC4 FANCD2 FGFR1 GPC3 DIS3L2 ,Unresolved
5.343881,1.9965992,Cluster 0,Diastasis recti (HP:0001540),B3GALTL PORCN COLEC11 CDKN1C GNPTAB KCNQ1OT1 NSD1 GPC3 CHST14 EZH2 H19 ,Unresolved
6.6826396,1.4718595,Cluster 0,Malignant neoplasm of the central nervous system (HP:0100836),EDN3 MLH1 CDKN2A BDNF PTCH2 DICER1 RUNX1 PTPN11 PTCH1 KCNAB2 TSC2 TSC1 BRAF MSH2 SDHB PALB2 NME1 PHOX2B SKI APC GDNF MSH6 NF2 NF1 RAF1 RET SMARCB1 PRDM16 ASCL1 ERBB2 CHEK2 SUFU NBN GPC4 GPC3 GABRD PMS2 ,Unresolved
5.223182,1.0330342,Cluster 0,Benign neoplasm of the central nervous system (HP:0100835),PDGFRB CCBE1 MLH1 OFD1 OCRL PTCH1 SDHD TSC2 TSC1 MSH2 SDHB SDHC MN1 PIK3CA ARMC5 MSH6 NF2 NF1 FAT4 TP53 NOTCH3 BAP1 KLLN FOXC2 PDGFB PTEN GLI3 NRAS SOX2 WRN CHEK2 AKT1 VHL ALX3 PMS2 ,Unresolved
6.6674232,1.4325002,Cluster 0,Postnatal growth retardation (HP:0008897),NSUN2 CTC1 ESCO2 TMCO1 PTPN11 PALB2 KIF7 CDAN1 MYH3 BUB1B TBC1D20 MCM4 TFAP2A NBAS MASP1 CHD7 PLOD3 NALCN RTEL1 LMNA ACTB GNPTAB FLNA PCNT PCYT1A CREBBP MBD5 INSR POU1F1 CCBE1 ARG1 NAA10 ATRX TBCE CASK COG1 DHODH DNAJC19 B3GALTL LHX4 SETBP1 PRKAR1A SMOC1 ERCC8 DCX ERCC6 RAB18 RAB3GAP2 COLEC11 BLM CDKN1C CUL7 SEMA3E KMT2D PYGL SLC4A1 PTEN HOXD13 HDAC8 BRIP1 SOX2 EBP DYM PIEZO2 MGAT2 GUSB TSHB PSPH ,Unresolved
6.0100126,1.7240013,Cluster 0,Atresia of the external auditory canal (HP:0000413),CDT1 EYA1 PAX1 CDC6 SMC1A BMP4 FRAS1 POLR1C POLR1D COL7A1 RPL26 ERF TSHZ1 FAT4 DCHS1 FREM2 FGFR3 FGFR2 SF3B4 POMT1 SIX1 PTEN TWIST1 HDAC8 EFTUD2 GLI3 SMC3 GRIP1 ORC6 RAD21 NIPBL SIX5 SIX6 TCOF1 ORC1 ORC4 GSC AKT1 SOST TP63 ,Unresolved
5.425906,1.9290997,Cluster 0,Capillary hemangiomas (HP:0005306),CREBBP SEC23A SRD5A3 ESCO2 FLT4 OFD1 EIF2AK4 GLI3 RASA1 RECQL4 VHL KDR MGAT2 DHCR7 ,Unresolved
4.811932,1.928761,Cluster 0,Glossoptosis (HP:0000162),EIF4A3 EDN1 NFIX COL11A2 GNAI3 FIG4 COL2A1 PLCB4 IMPAD1 TCOF1 POLR1C POLR1D FLNA RBM10 SOX9 ,Unresolved
5.701479,1.9716676,Cluster 0,Hypoplasia of the capital femoral epiphysis (HP:0003090),ADAMTSL2 SMARCAL1 TRAPPC2 KIF22 IFT140 PLOD3 CDC6 CHST3 MATN3 ,Unresolved
7.4374614,1.5404564,Cluster 0,Abnormality of DNA repair (HP:0003254),DDB2 ERCC4 ERCC5 FANCD2 ERCC2 XPA FANCA ERCC6 XPC FANCC FANCE ,Unresolved
3.6529262,3.0381653,Cluster 0,Fasciculations (HP:0002380),FUS TSPYL1 SLC52A3 ELOVL4 VRK1 FBXO38 SLC52A2 SOD1 AR VAPB RMND1 CHMP2B GLA UBA1 PFN1 PNPLA2 OPTN NOP56 VCP HEXB LRSAM1 ASAH1 BICD2 HSPB1 HINT1 ATXN3 ATXN2 PSAP TFG SH3TC2 AIFM1 ANO10 KIF1C SMN1 ,Unresolved
7.5343504,1.3563087,Cluster 0,Absent forearm bone (HP:0003953),SF3B4 ESCO2 SEMA3E RBM8A CHD7 WNT7A FANCB FANCA HOXD13 FANCC LMBR1 FANCE TBX3 MIPOL1 RECQL4 ZIC3 SALL4 FANCD2 FGF10 FLNB FGFR3 FGFR2 ,Unresolved
