x,y,cluster,term,genes,cluster_label
-0.9945498,7.973718,Cluster 0,R01HL073328,F2R AP2B1 F2 EPN1 VPS26A EGFR PICALM PROC SNX2 ARRB1 SNX1 ERBB2 DVL2 F2RL1 RHO ,Unresolved
-1.009821,8.654562,Cluster 0,R01AI097318,AKT1 SDC1 APOE TSC1 MTOR ,Unresolved
0.16701916,9.756432,Cluster 0,R01CA081269,AFF1 HDAC1 CBX4 HDAC2 KMT2A CTBP1 BMI1 PPIE ,Unresolved
-0.35932958,8.269057,Cluster 0,R21AG028785,MAPK11 MAPK12 MAPK14 ,Unresolved
0.45168373,8.1919985,Cluster 0,R01AI063348,MAP3K3 RPTOR CRTC2 MAPKAP1 AKT1 HSPA4 RICTOR MTOR ,Unresolved
0.17366014,8.1822605,Cluster 0,R00NS064097,UBE2W USP25 ATXN3 VCP UBC UBE2D3 SYVN1 STUB1 JOSD2 JOSD1 ,Unresolved
-1.0678815,7.6907196,Cluster 0,U54NS041071,USP14 CD63 VDR APOBEC3G AHSG NPC1 BRCA2 HLA-B MTOR KPNB1 LASP1 CXCR2 LAMP2 CCND1 CXCR4 ZAR1L IRF3 SNAI2 SNAI1P1 B2M PLEC NFE2L2 KPNA1 ,Unresolved
-1.3814343,7.650985,Cluster 0,P01CA082533,ERBB4 STAT3 ERBB2 ARNT FADD HIF1A EGFR VEGFA ,Unresolved
-0.6069911,9.004355,Cluster 0,R01CA088815,HSP90AA1 STAT1 HSF1 HSP90AB1 CDKN1A PRKCE PRKCA SMARCA4 JAK2 ,Unresolved
-0.5268512,10.4646435,Cluster 0,R01HL091929,BPTF NFE2 SMARCA1 SETD1A H3F3A TCF12 RUNX1 PRMT1 CBFA2T3 USF2 SMARCA4 HCFC1 USF1 KAT2B TAL1 TAF6 SSBP2 SSBP3 TCF3 RCOR1 GTF2I HDAC6 RB1 MAX KDM1A HDAC1 TRRAP HDAC2 LDB1 HBB WDR5 CHD8 CHD4 CHD3 GTF3C1 LYL1 RBBP5 ASH2L EP300 RBBP4 RBBP7 KPNA1 ,Unresolved
-1.3779128,8.471075,Cluster 0,R01HL087823,CTNND1 PXN HSPA5 CTNNB1 MLLT4 ARHGAP5 TJP1 RAP1A CDH5 PAK1 AKT1 KDR GIT2 ,Unresolved
-0.10975305,9.145219,Cluster 0,R01AG027463,SH3BP1 CSTF2 RAC1 PDXP CSTF2T ,Unresolved
-0.74894494,10.774161,Cluster 0,R01GM063716,DOT1L C11ORF30 CBX1 ,Unresolved
-1.3434436,7.6757483,Cluster 0,R01HL070567,RHOA PDGFRB PRKCD PTPN11 MIR15A TGFBR1 DNM2 TGFBR2 VEGFA KLF2 GIPC1 PRKCZ ID1 GNAQ PLCB3 NRP1 FLT1 RTKN GSK3B IRS1 SH2D2A SMG1 IRS2 PDGFB ELAVL1 HIF1A BMI1 IGF1R CYR61 SLC9A3R2 SHH ADAMTS1 GNA11 CUX1 AKT1 VHL KDR STX6 SOST HIF1AN ,Unresolved
-0.1820287,9.334743,Cluster 0,R01CA096854,NCOA2 AR NCOR1 NCOR2 CTNNB1 NKX3-1 ,Unresolved
-0.11230135,9.402633,Cluster 0,T32CA009207,BAP1 ERBB2 TSC1 MTOR SETD2 EGFR FGFR3 PML ,Unresolved
-0.50542533,8.925016,Cluster 0,R29CA056803,CRKL SIPA1L1 RCN2 SHC1 PIK3R1 UBE3A CRK PIK3R2 FYN GRB2 CBL EGFR ,Unresolved
-0.94464535,8.633279,Cluster 0,R01HL054044,PTPRF FRS2 GRB2 BCAR1 ,Unresolved
-1.20344,7.2135124,Cluster 0,R01HL080404,AKT1 S1PR1 FBLN1 ,Unresolved
-1.0473588,9.591398,Cluster 0,R01GM078266,NOTCH1 ICMT HRAS KRAS SOS1 ,Unresolved
0.24305847,9.476428,Cluster 0,R01CA140522,RAB3A SETD1A KMT2B KMT2A KMT2D WDR5 SETD1B KMT2C MYO5A HIST3H3 HIST1H3A RBBP5 ASH2L ,Unresolved
-0.09049765,8.469924,Cluster 0,R01CA136658,MED1 ERBB2 NR1D1 PPARG BTK ,Unresolved
-0.8047306,7.118436,Cluster 0,R03DK064644,ADORA2B ADAM15 IFNG ADAM12 TNF ADAMTS10 ,Unresolved
-0.5062828,7.950311,Cluster 0,R01HL063901,SRC SLC25A4 MAPKAPK2 PRKCE AKT1 GNB2L1 VDAC1 HSPB1 HK2 MAPK14 ,Unresolved
-0.7644964,10.3026085,Cluster 0,T35HL007769,SMARCC1 ACTA1 SMARCC2 SMARCB1 AKT1 ,Unresolved
-0.51754564,10.394252,Cluster 0,R01DE018237,SH3BP2 PARP1 PLCG1 ,Unresolved
-0.67615163,7.4501824,Cluster 0,R01NS043994,CAPN3 MAPK3 HMOX1 MAPK1 CAPN1 CAPN2 ,Unresolved
-4.260286,8.752258,Cluster 0,R43HD018568,COL19A1 DLG1 DMTN COL12A1 PTOS1 MAFG PRKACA ,Unresolved
0.08382647,8.910991,Cluster 0,R01DK047636,TGFB1 RHOA CTNNB1 ZBTB16 SMARCE1 RHOH ARHGDIG POU5F1 SMARCA4 CDC42 AR RAB11FIP1 ZMIZ1 ZMIZ2 ARHGDIB KAT7 TEAD1 PAK6 TP53 TEAD4 ,Unresolved
-1.1768706,7.740675,Cluster 0,R01EY012695,GIPC1 DAB2 LRP2 MYO6 KEAP1 MYO7A CFTR ,Unresolved
-0.7204109,8.754912,Cluster 0,R01NS076465,CELSR1 GCH1 SCRIB ,Unresolved
-1.3929924,7.3955936,Cluster 0,U54RR019192,SREBF2 VDR APOBEC3F APOBEC3G STX8 AP3D1 NPC1 AP3B1 KPNB1 SNAI2 PLEC KCNK3 NFE2L2 GTF2I RELA CD63 KCNK9 CUL5 CD81 LGALS3 LAMP2 CXCR4 FLNA VTI1B AP3S1 SNAI1P1 AP3M1 KPNA1 ,Unresolved
-1.102398,10.551977,Cluster 0,S10RR015942,BRD2 CFH PARP1 P2RY2 TXNRD1 EGFR ,Unresolved
-0.62515986,8.519726,Cluster 0,P07RR000241,PACS2 GNB3 FGF19 AKT1 TNFSF10 FGFR4 SLC6A4 ADRA2A ,Unresolved
-1.5440006,7.321828,Cluster 0,R01HL064641,DUX4L1 LAMA2 XRCC6 TNFRSF12A BAX TNFSF12 ,Unresolved
-0.97622633,8.470365,Cluster 0,R01HL071106,SRC TSC2 TSC1 ESR1 MTOR VEGFA CALM1 ,Unresolved
-1.408975,7.547056,Cluster 0,F31GM068985,SRC CTNNB1 CTNNA1 ,Unresolved
0.24196701,8.296033,Cluster 0,R01DK053832,SRF PLCG1 NFATC2 TRPM4 ,Unresolved
0.17172693,8.463597,Cluster 0,R37NS040929,BRSK2 STK38 RAB8A TRPV1 TSC2 TSC1 MTOR ,Unresolved
-1.0976433,7.800955,Cluster 0,R01DK062985,MEF2A UBE2I YWHAE MEF2C ACTN4 UHRF1 HDAC9 HDAC7 MMP10 PML NCOR2 MMP14 YWHAQ CAMK1 SFN ,Unresolved
-0.20952839,8.606991,Cluster 0,R01DK063363,BTC AKT1 BCL2 ADAM10 EGFR ,Unresolved
0.13467155,8.498771,Cluster 0,R21CA087093,COL18A1 PRL BCL2 BAX ,Unresolved
-0.273651,8.613517,Cluster 0,R01CA067888,ATF2 EGR1 CREBBP TOE1 JUN SERPINE1 EP300 AKT1 FN1 PTEN TP53 MDM2 ,Unresolved
-4.1036487,8.871569,Cluster 0,R01AR048120,GSN APP DCC CAPZB PITPNA PTK2B MUSK NEO1 AGER ,Unresolved
-0.15546523,9.549785,Cluster 0,ZIAAI000860,CTCFL POLR2A CTAG1B KCNQ1 TERT SIN3A XIST BAX CTCF H19 ,Unresolved
-0.878214,8.087319,Cluster 0,R01HL075349,PAK1 PXN CTNNB1 AKT1 RAPGEF3 RAC1 RHOD TIAM1 PRKACA CDC42 ARHGEF7 ,Unresolved
-1.4380864,8.0200615,Cluster 0,R01CA082863,ACTA1 MAP3K1 CDH1 CTNNB1 CAV1 MAPK3 CASP3 ABL1 MAP3K14 ,Unresolved
-0.9451864,7.6209316,Cluster 0,T32HD007009,MYOCD MAPK3 MAPK1 LTBP4 ,Unresolved
-1.282784,8.202738,Cluster 0,R01AG017593,APP APH1A PSENEN APBB1 PSEN1 PSEN2 NCSTN ,Unresolved
-0.18997358,9.514983,Cluster 0,R01AR059379,MITF BIRC7 SMARCA2 SMARCA4 ,Unresolved
-0.61842924,9.175379,Cluster 0,R01HL091456,AKT1 MTOR EGFR ,Unresolved
-0.406099,8.6482725,Cluster 0,R37CA084198,YAP1 MECP2 MEF2C TPP1 POU5F1 ,Unresolved
-1.1620222,8.468642,Cluster 0,R01AG020729,APP CFL1 MIR103A1 NOS2 MIR107 ,Unresolved
0.23183951,8.249064,Cluster 0,K99AA018387,MECP2 HSF1 MIR483 ,Unresolved
-0.18368651,7.9511924,Cluster 0,R01GM086435,PLEKHG5 PKD1 PRKD1 NRG1 RAC1 PRKD3 SNAI1 PRKD2 PAK4 FBXO11 VASP ,Unresolved
-0.2230429,7.7617183,Cluster 0,P30DK090969,NFE2 TRIM63 HBG2 UBE2D3 NFATC1 LMNA DYNC1LI2 MIR105-2 MIR105-1 MAFG DYNC2LI1 TRIM58 MYH9 MAFK DYNC1H1 DYNC1I1 ,Unresolved
-0.9065417,8.752567,Cluster 0,R29CA070958,EPHB6 ZBTB17 EPHA2 EPHB4 ,Unresolved
-0.93424284,9.113772,Cluster 0,ZIAHL004601,RPTOR SHC1 MTOR ,Unresolved
0.018891564,9.488968,Cluster 0,P30DK090948,PTGER1 CDKN1A NCF4 STAT3 PTGER3 H2AFX PTPN11 TWIST1 SIRT1 POU5F1 DPP4 SART3 FLT3LG MYC BIRC5 IL6R TP53 ,Unresolved
-0.8395595,9.687714,Cluster 0,R01CA090385,MED1 GSK3B ERBB2 SDF4 COX2 RPL7A ,Unresolved
0.24270096,8.39793,Cluster 0,R01AG016629,SMG5 PARP4 TERT TEP1 SMG6 SMG7 ,Unresolved
-0.105403766,9.435334,Cluster 0,R01HL060746,RHEB TSC2 BRAF MTOR RAF1 ,Unresolved
-0.468983,8.884674,Cluster 0,R01CA137008,HGF BRAF EGFR BCL2L11 CDK6 PIK3CA CDK4 ERBB2 ERBB3 BCL2L1 AKT1 MET KRAS MCL1 ,Unresolved
0.1617066,8.602108,Cluster 0,R01CA167637,CUL1 ANAPC2 MDM2 ,Unresolved
-0.28426418,8.266457,Cluster 0,R21ES017829,SREBF1 TRAF6 INSIG1 ERLIN2 SCAP ERLIN1 ERN1 ,Unresolved
-0.02321762,8.954776,Cluster 0,F32CA073185,PAK2 CD19 ABL1 ,Unresolved
0.3902733,10.176016,Cluster 0,K08HD001149,RAI1 SRP68P1 MYO15A COTL1P1 ,Unresolved
-1.2034447,7.801772,Cluster 0,P50MH058911,RASA1 SHC1 GRB2 ARHGAP35 ,Unresolved
-1.1330901,8.136585,Cluster 0,R01AR047074,MMP14 MAZ ADAMTS20 ADAMTS9 ,Unresolved
0.14137717,9.522906,Cluster 0,R01DA030216,CREBBP CDK9 NELFA PBRM1 CCNT1 EP300 NELFE NELFCD NELFB AFF4 CHD3 ARID2 ,Unresolved
0.16025208,8.632848,Cluster 0,R37HL065449,CDKN1C CDKN1A IGFBP3 ALOX15 HBA1 PCBP1 HMGA1 HBA2 HIF1A VEGFA SPTA1 HMGA1P8 PCBP2 PABPC1 ,Unresolved
-0.9420015,9.899395,Cluster 0,R01AR037399,MIR1228 VDR BAG1 DDIT4 HNRNPC ESR1 MIR637 MTOR HSPB1 SAFB ,Unresolved
-0.9231477,7.1318774,Cluster 0,R01CA094964,IKBKB RELA CCND1 NFATC4 AKT1 TNF PIK3C2A PTGS2 ,Unresolved
-0.70263535,10.05118,Cluster 0,R01NS052767,HINT1 MARS MFN2 MYH14 HARS AARS DNM2 ,Unresolved
0.048351828,8.767794,Cluster 0,ZIABC010025,PRDX4 RELA HDAC3 SRXN1 HDAC1 MKNK1 EP300 AKT1 MAPK1 TNF VEGFA TP53 ,Unresolved
-0.5891173,8.553615,Cluster 0,P50NS038370,PARK2 FUS HSPA8 LRRK2 CBLB GFRA1 ESR1 NGF CBL CYP19A1 UBE2L3 SOD1 PINK1 SNCAIP RHEB MAPT DDIT4 AKT1 PI4KB MAP3K11 SNCA ATF4 ,Unresolved
0.24036191,11.031284,Cluster 0,R01CA143107,RASSF1 MYCN DAXX XIAP TRAF1 DNMT1 TP53 MDM2 ,Unresolved
-1.1374844,8.886445,Cluster 0,R01CA113962,SUZ12 ITGB3 PTN RAC1 IQGAP1 ITGAV MIRLET7A1 MEN1 ,Unresolved
-0.15440153,9.213681,Cluster 0,ZIAHG000029,RBBP5 TNXB KMT2A MTG2 FOXF1 ZIC2 AKT1 RPA2 PSEN1 TRMT12 MEN1 TSG1 ,Unresolved
0.11188047,9.392005,Cluster 0,R01CA042486,RB1 GSK3B CSNK2A1 SRF POLR2A WNK1 MAPT E2F1 MYC CASP3 REL CAMK4 OGT CRYAB ENGASE CRYAA ,Unresolved
-0.34908333,9.048682,Cluster 0,R01HD048895,ECEL1 DNAH5 SF3B4 KMT2D KCTD1 PIEZO2 INPPL1 FGFR3 DHODH MYH8 ,Unresolved
-0.14233756,8.583075,Cluster 0,R01GM075401,HSP90AA1 PI4KB PI4KA PI4K2B PI4K2A ,Unresolved
-3.9977534,8.8425255,Cluster 0,R01AG032180,APP PSEN1 PSEN2 ,Unresolved
-1.4120011,7.403375,Cluster 0,T32HL007698,IL4R TMPRSS11A IRS2 ST14 LRP1 TNFRSF12A IL13 LDLRAD3 PTPN11 PTEN SLC8A1 SERPINA5 PRSS21 TMPRSS11E IL4 TMPRSS11CP PIK3CA CFL1 IL13RA1 ,Unresolved
-0.8416798,9.814851,Cluster 0,P50GM103297,TSG101 DDX3X VPS4A CCNT1 ATP1A1 PDCD6IP XPO1 MAP1LC3A CDK9 MAP1LC3B TGS1 CHMP4C CHMP4B HNRNPA1 ,Unresolved
-1.3163499,7.800179,Cluster 0,R01HL079320,RHOA SRF CTNNA1 HSPB1 ,Unresolved
-0.95058465,11.187442,Cluster 0,T32CA009569,AR GRIP1 MYBBP1A ,Unresolved
-1.1330887,8.8797,Cluster 0,R01HL066333,EDN1 VHL VEGFA ,Unresolved
0.3686946,7.874755,Cluster 0,R01CA109618,UVRAG BECN1 SRC AMBRA1 EGFR ATG14 BECN1P1 MAPK8 AKT1 BCL2 MET GPRASP1 PIK3C3 ,Unresolved
-0.20852286,8.618937,Cluster 0,Z01HL000993,FCER1A PLCG1 PLD2 ABCC1 ,Unresolved
-0.16816376,8.913742,Cluster 0,R01CA106768,ATF2 CDKN2A CRTC1 MTOR HSPB1 MAPK13 MAPK14 MAPK11 MAPK12 RHEB MAPKAPK5 KAT5 KRAS TP53 ,Unresolved
0.16888782,8.501388,Cluster 0,R01CA134502,GIPC1 STK11 PIK3CA BRAF SIK1 MAP3K8 TP53 ,Unresolved
-0.811124,11.209211,Cluster 0,P01CA052009,EGR1 CBX5 CBX3 ZBTB16 CBX1 ZNF10 CHD3 PAX3 FOXO1 WT1 MZF1 TRIM28 TP53 ,Unresolved
-0.47792882,9.057162,Cluster 0,R01CA172511,PIK3CA AKT1 MTOR ,Unresolved
-1.0335442,8.210278,Cluster 0,T32HL066988,TGFB1 EDN1 CDKN1A HSPA5 SMG1 GPR32 GATA3 F3 NR2C2 TGM2 LDHA CDH2 AKT1 PRKD1 PPARG ATM ATR ,Unresolved
0.13635392,8.377999,Cluster 0,R01DK065961,NCOR1 NCOR2 HDAC1 BCL6 MBD3 SNAI2 SNAI1 CHD3 MTA3 ,Unresolved
-1.1035807,8.622874,Cluster 0,R29NS032874,SPTA1 ABI1 ABL1 SPTAN1 ,Unresolved
-0.46894687,8.995813,Cluster 0,P30CA014236,CREBBP IDH1 RHOA CDKN2A IDH2 ESR1 MTOR IRF1 PIK3CA SCGB3A1 NCL GNAQ RARB MAP3K11 MIR182 PGR GSK3B ARHGEF25 GSK3A LAMA3 CDKN1A GSTP1 BRCA1 BRCA2 GLI1 EGFR PPIP5K1 PPIP5K2 ERBB2 AKT1 OTX2 ,Unresolved
-0.31549948,10.11909,Cluster 0,S10RR017970,MECP2 BAP1 EIF4A2 HTT AGO2 CTNND2 EIF4G1 PABPC1 EIF4E HCFC1 ,Unresolved
-1.1636895,7.584522,Cluster 0,K02HL084384,RASA1 SMARCAL1 PLXNC1 RRAS RAC1 PLXNB1 RHOD RND1 ,Unresolved
-0.14655009,10.234684,Cluster 0,R37CA039612,SMARCC1 SMARCC2 SMARCB1 PBRM1 ACTL6B NFATC4 FOXK2 NFATC1 ARID1A SMARCA4 IL2 HNF1A ALB CD28 SRGAP3 ,Unresolved
-0.49383187,10.058342,Cluster 0,R37DK039773,PKD1 PLA2G1B PLA2G4A PKD2 PAX2 TFDP1 SERTAD2 PAX8 SERTAD3 KAT5 ZNF2 FDX1 E2F1 SERTAD1 SP140 TRIM28 HAVCR1 ZNF354A TP53 ,Unresolved
-0.8767855,9.722672,Cluster 0,R24CA083060,NAB2 EGFR GPI ,Unresolved
-0.9965057,11.678201,Cluster 0,ZIAAI005014,CXCR4 H2AFX PRKDC CCR5 TP53 ,Unresolved
-0.8074869,10.589339,Cluster 0,R01HL106184,GTF2I BPTF MAX SMARCA1 TRRAP SETD1A WDR5 CHD8 PRMT1 USF2 HCFC1 USF1 GTF3C1 RBBP5 ASH2L RBBP4 TAF6 ,Unresolved
-0.040387243,9.314956,Cluster 0,R01NS039504,NCOR1 NCOR2 SIRT1 ,Unresolved
-0.86619985,8.73167,Cluster 0,R01CA131664,PPP2R4 YWHAQ AKT1 FOXO3 ,Unresolved
0.16717133,8.099413,Cluster 0,P42ES010344,SLBP EGLN2 SLC4A1 HIF1A NDRG1 ARHGDIA MAPK9 PIK3R1 XIAP EP300 NBR2 FAU RAC1 GGT2 NFKBIE PPFIA4 TP53 ,Unresolved
-0.76542145,8.645436,Cluster 0,ZICBC011048,IGFBP2 BCL2L1 AKT1 IGF1R ,Unresolved
-0.8877732,11.102129,Cluster 0,R01CA080854,BECN1 HSPA9 CDKN2A HDAC1 SIN3A EP300 C1QBP BCL2L1 BAX BAK1 MCL1 TP53 MDM2 ,Unresolved
-1.1439279,8.898874,Cluster 0,R01CA085420,LRP6 AXIN1 LRP5 WNT1 DKK1 DKK2 ,Unresolved
-0.40567574,10.135374,Cluster 0,R01AI050237,EIF5B IFIH1 MAVS PABPC1 ,Unresolved
-0.039872043,8.783177,Cluster 0,P01CA078039,PTP4A2 RHBDF1 MAPK3 CDK2 CDC25A MAPK1 EGFR HCK CDC25B ,Unresolved
-0.5785679,9.211507,Cluster 0,R01CA138998,STK11 ODC1 CDH1 AKT1 MTOR MAPK14 ,Unresolved
-0.5354062,10.985086,Cluster 0,R37CA025417,SREBF1 TBP CREBBP JUN CETN2 ZBTB17 GTF2B RAD23B XPC CTCF POU5F1 SOX2 BIN1 TBPL1 TAF4B TAF4 TAF3 ,Unresolved
-0.29545385,10.734021,Cluster 0,R01GM044088,TBP CREBBP CDK19 CDK11B CSNK1A1 CDK11A CSNK2A1 CSNK2A3 MMP23A DDX11 GTF2F2 CDC42BPA MMP23B TCEA2 RNPS1 ETF1 ACIN1 SRSF7 TRAM2 ETF1P3 ETF1P1 ETF1P2 DDX12P GTF2B CASP8 POLR2A GPBP1 EP300 SAP18 CASP3 FADD CASP1 CCNL2 CCNL1 ,Unresolved
-0.65127635,9.255979,Cluster 0,P01CA073992,SIAH1 CSNK1A1 TCF7L2 HSP90AA2 TIA1 HSP90AA1 STAT1 DDX58 RARRES3 AXIN2 AXIN1 CSNK1E ACSL4 PPP2R5D PPP1CA CDC25C IFNE APC CDK1 MET TP53 GSK3B GSK3A DGKD CTBP1 CTNNB1 LRP6 LRP5 PTEN PLA2G7 EGFR PTGS2 RUVBL1 STK11 IPO9 CSNK1D AKT1 PRKACA ,Unresolved
-0.4385668,8.872734,Cluster 0,R01HD057013,C5 SP1 AKT1 ELAVL1 CD55 ,Unresolved
-1.2858144,7.8239784,Cluster 0,R01AG021495,APP APH1A PSENEN TMED10 BSG PSEN1 NPC1 NCSTN RAB11A BACE1 ,Unresolved
0.2278362,7.8860035,Cluster 0,R01AI103106,RXRA NCOR1 NCOR2 MIR122 PPARG ,Unresolved
-0.9999458,11.484404,Cluster 0,R01CA125562,BBC3 BCL2L11 KMT2A PAX5 BAX CDC20 SKP2 ,Unresolved
0.11701075,8.867689,Cluster 0,R01CA082845,CREBBP NCOA3 RHOA SMAD2 FBXW7 ARHGEF25 GPHN PML NCOR2 CCNE1 EP300 MYC GNAQ CDK2 MYH9 MAP3K11 MYH10 PIN1 TP53 TP63 ,Unresolved
-0.9058274,11.165085,Cluster 0,R01AI087508,VPRBP CCNT1 RAD23A UNG CDK9 WEE1 CUL4A BST2 DDB1 KLRK1 PPIA TGOLN2 ATM CDK1 PIM1 ULBP1 SLAMF6 CCR7 CCL19 ULBP3 ULBP2 ATR ,Unresolved
-0.18364117,10.455577,Cluster 0,ZIADK060103,YES1 MGEA5 POLR2A MAPT CSNK2A1 NUP62 HAS2-AS1 OGT ,Unresolved
-0.7024288,9.081932,Cluster 0,K08NS001533,HTT ATN1 GAPDH ,Unresolved
-1.3769977,7.5891714,Cluster 0,R01HL095723,ITGB4 HGF CAV1 DNM2 MYLK CTTN AKT1 S1PR1 MET ABL1 NCF1 S1PR3 EPHA2 HABP2 ,Unresolved
-0.4569605,9.757656,Cluster 0,R01GM040654,UPF2 EIF5A NCBP2 NCBP1 TNK2 NRG1 UPF3B SRRM1 CDC42 RPS6KB1 RNPS1 EZR ARHGEF6 RAN ARHGEF7 DOCK7 ARHGEF1 RBM8A CLTC CBLB GLS CBL EGFR TGM2 NXF1 ERBB2 ERBB3 RAC1 SNX9 PAK3 GIT2 GIT1 ,Unresolved
-0.120537125,9.378269,Cluster 0,R01GM038526,RBM39 DDX17 U2AF2 TFF1 PGR ESR1 RBM14 RBM23 ,Unresolved
0.094785325,8.9541445,Cluster 0,R01HL102746,PIAS4 PRKCZ UBE2I NOS3 MAPKAPK2 BCL2 STUB1 PIAS1 MAPK7 TP53 PIAS2 ,Unresolved
0.24453802,8.298795,Cluster 0,R37DK053832,SRF PLCG1 NFATC2 TRPM4 ,Unresolved
0.038380973,8.907208,Cluster 0,F30DK085853,NCOR1 CORO2A NR1H2 SENP3 ,Unresolved
-0.25387213,7.7906723,Cluster 0,R01DK059997,MCM10 PREP WTIP ATP1A1 OR52I1 SLC9A1 COMMD5 ZNF7 ZMIZ1 LCP1 DLC1 MYH9 HLA-DPA1 TRIM68 ,Unresolved
-0.7012608,8.274743,Cluster 0,R01DK058546,SFRP4 CALB1 SP1 CETN2 XPC TGFBR1 TGFBR2 RANBP9 IER3 TP53 ,Unresolved
-1.3341829,8.865583,Cluster 0,P01CA043720,EGF PDGFRA ERBB2 CSNK2B GNB2L1 PLCG1 EGFR ,Unresolved
-1.0216732,9.298121,Cluster 0,U24CA160035,TUFM CUL9 NLRX1 YWHAE CUL7 FBXW8 MVP RBX1 BCLAF1 CCDC8 YWHAQ OBSL1 MAP3K7 ,Unresolved
-0.45398295,9.767373,Cluster 0,Z01ES101965,HDAC1 CBX3 MBD3 CHD4 CTCF ESR1 CHD3 OCLN NCOR1 HIST1H3A NCOR2 BCL6 SNAI2 SNAI1 MTA3 RAF1 ,Unresolved
-1.41961,9.76575,Cluster 0,P01AG022064,XRCC6 LEP IGFBP3 APOE HRAS SIRT1 CERS1 ,Unresolved
-1.2624689,7.839488,Cluster 0,R01DK054931,ANLN ENPEP TLE4 INF2 TRPC6 PODXL ACTN4 MYH9 ADCK4 APOL1 PAX2 ,Unresolved
-0.5063438,8.554702,Cluster 0,R01DK080236,DOT1L RELA VCP UFD1L FBXW11 SCNN1A AQP5 MLLT3 MLLT6 AQP2 NPLOC4 NT5E NFKBIA ADORA2B BTRC ,Unresolved
0.06134597,8.037354,Cluster 0,ZIADK036130,SNAPIN HPS1 SGIP1 AP2B1 HLA-C HPS4 AP1B1 DTNBP1 HLA-A HLA-B CD4 RAB9A APP ARF1 CLTC AP2A2 AP2A1 BLOC1S5 AP4M1 BLOC1S6 BLOC1S1 FCHO1 BLOC1S2 BLOC1S3 BLOC1S4 AP1M1 AP3M1 AP2M1 ,Unresolved
-1.4977403,8.996303,Cluster 0,F32CA075748,EPHB6 EPHB2 EPHB4 ,Unresolved
-0.8132121,7.84708,Cluster 0,R01AI067949,RAVER1 STAT3 MAPK3 MAPK1 IL6ST VCL ,Unresolved
0.028991422,7.8416605,Cluster 0,R01HL054150,STIM1 ORAI1 ATP2A2 PLA2G6 VEGFA ,Unresolved
-0.9754059,9.513928,Cluster 0,T32HD007165,NCOA2 CREBBP NCOA3 VDR NCOA1 NR2F2 TEX14 NR0B1 PDCD6IP ESR1 ESR2 NR5A2 AR CCNA2 CCNA1 NCOR2 PPM1D CYP24A1 CDK2 ERG PGR TP53 TSG101 CXCL8 SRC TMPRSS2 SRA1 EGFR BMP15 MYC CEP55 ,Unresolved
-0.24144703,7.6730833,Cluster 0,R01CA096996,GSK3B CDKN1A AKT1 MAP3K5 ,Unresolved
-1.0872865,9.466982,Cluster 0,ZIAMH000279,NDUFB6 IQSEC2 HTT AGO2 UQCRC2 CLTC AP1B1 VDAC2 VDAC1 SPTBN1 SNCA ,Unresolved
0.1263622,8.392055,Cluster 0,R01DK056178,SH3BP2 GNAS PLCG1 ,Unresolved
-0.9127516,9.65821,Cluster 0,R01DK067569,UBE2H GSK3B MEAF6 KAT5 HIST4H4 CTNNB1 AKT1 VHL JADE1 UBE2E1 KAT7 ,Unresolved
