x,y,cluster,term,genes,cluster_label
9.465781,8.868402,Cluster 0,"Tubulin/FtsZ, 2-layer sandwich domain",TUBAL3 TUBB TUBB1 TUBE1 TUBG2 TUBB2A TUBA1A TUBA3C TUBG1 TUBB4B TUBB4A TUBA4A TUBA8 TUBB8 TUBA1C TUBA3E TUBB2B TUBA1B TUBB6 TUBA3D TUBB3 ,Unresolved
10.828663,9.727456,Cluster 0,SKI/SNO/DAC domain,SKI SKOR1 DACH1 SKOR2 DACH2 SKIDA1 SKIL ,Unresolved
10.086545,10.439377,Cluster 0,"Growth hormone/erythropoietin receptor, ligand binding",CRLF1 GHR PRLR MPL EPOR ,Unresolved
10.987194,7.686959,Cluster 0,Potentiating neddylation domain,DCUN1D4 DCUN1D5 DCUN1D2 DCUN1D3 DCUN1D1 ,Unresolved
10.742312,9.967954,Cluster 0,"B-box, C-terminal",TRIM2 MID1 MID2 FSD1L TRIM9 TRIM3 FSD1 TRIM37 TRIM28 TRIM33 TRIM66 TRIM23 TRIM45 TRIM67 TRIM24 ,Unresolved
9.362332,8.755347,Cluster 0,B-box-type zinc finger,TRIM61 TRIM62 TRIM63 TRIM64 TRIM60 BSPRY MID1 MID2 PML TRIM14 TRIM58 TRIM59 TRIM15 TRIM16 TRIM17 TRIM54 TRIM10 TRIM55 TRIM11 TRIM56 TRIM13 TRIM50 TRIM64B TRIM51 TRIM52 MEFV TRIM64C TRIM2 TRIM9 TRIM7 TRIM8 ZBBX TRIM5 TRIM6 TRIM3 TRIM4 TRIM47 TRIM48 TRIM49 TRIM49C TRIM49B TRIM43 TRIM44 TRIM45 TRIM46 TRIM43B TRIM40 TRIM41 TRIM42 TRIM75P RNF207 TRIM36 TRIM37 TRIM38 TRIM39 TRIM32 TRIM33 TRIM77 TRIM34 TRIM35 TRIM72 TRIM73 TRIM74 TRIM31 TRIM71 TRIM29 TRIM25 TRIM26 TRIM27 TRIM49D1 TRIM28 TRIM21 TRIM65 TRIM66 TRIM22 TRIM49D2 TRIM23 TRIM67 TRIM24 TRIM68 ,Unresolved
9.285408,8.806367,Cluster 0,B30.2/SPRY domain,TRIM62 BTNL9 TRIM64 RFPL1 BTN3A1 RFPL2 RFPL3 TRIM60 BTN1A1 BTN3A3 BTNL3 BSPRY MID1 MID2 BTNL8 TRIM14 TRIM58 TRIM15 TRIM16 TRIM17 TRIM10 TRIM11 RANBP10 TRIM50 TRIM64B TRIM51 MEFV TRIM64C TRIM16L RNF39 HNRNPU FBXO45 FSD1L TRIM9 RFPL4B RFPL4A TRIM7 TRIM5 TRIM6 HERC1 TRIM4 TRIM47 FSD1 TRIM49 TRIM49C FSD2 TRIM49B TRIM43 TRIM46 TRIM43B TRIM41 SPRYD3 SPRYD4 BTN2A2 SPRYD7 BTN2A1 RANBP9 TRIM75P SPSB4 SPSB3 SPSB2 HNRNPUL1 SPSB1 HNRNPUL2 TRIM36 TRIML1 TRIM38 TRIML2 TRIM39 TRIM77 TRIM34 RNF123 RFPL4AL1 TRIM35 TRIM72 RYR2 RYR3 RYR1 DDX1 RNF135 BTN2A3P ASH2L CMYA5 TRIM69 TRIM25 TRIM26 TRIM27 TRIM49D1 ERMAP TRIM21 TRIM65 TRIM22 TRIM49D2 RSPRY1 TRIM67 TRIM68 ,Unresolved
10.118831,10.470254,Cluster 0,Fatty acid hydroxylase,FA2H FAXDC2 SC5D AGMO MSMO1 CH25H ,Unresolved
10.882297,7.5474057,Cluster 0,BAG domain,BAG5 BAG3 BAG4 BAG1 BAG2 ,Unresolved
9.188986,8.717379,Cluster 0,Disintegrin domain,ADAMDEC1 ADAM23 ADAM12 ADAM11 ADAM33 ADAM22 ADAM32 ADAM10 ADAM21 ADAM20 ADAM30 ADAM19 ADAM2 ADAM18 ADAM29 ADAM17 ADAM28 ADAM7 ADAM15 ADAM5 ADAM9 ADAM8 ,Unresolved
10.589279,8.398864,Cluster 0,"Dipeptidylpeptidase IV, N-terminal domain",DPP10 DPP6 DPP8 DPP9 FAP DPP4 ,Unresolved
9.45256,9.632563,Cluster 0,"Sorting nexin Vps5-like, C-terminal",SNX5 SNX2 SNX1 SNX32 SNX6 ,Unresolved
10.436761,9.804608,Cluster 0,GDNF/GAS1,GFRAL GAS1 GFRA2 GFRA1 GFRA4 GFRA3 ,Unresolved
10.1827965,8.502023,Cluster 0,"Heat shock protein Hsp90, N-terminal",HSP90AB2P HSP90AB4P HSP90AA1 HSP90AB3P HSP90AA2P HSP90AB1 TRAP1 HSP90AA4P HSP90B1 ,Unresolved
10.483722,9.266021,Cluster 0,Haem NO binding associated,GUCY2D GUCY1A2 GUCY2F GUCY1B2 GUCY1A1 GUCY1B1 ,Unresolved
9.792783,9.23945,Cluster 0,HTH CenpB-type DNA-binding domain,TIGD4 TIGD3 TIGD6 JRK TIGD5 TIGD7 POGK JRKL CENPB POGZ CENPBD1 TIGD2 TIGD1 ,Unresolved
9.702828,9.078307,Cluster 0,SLED domain,SCML2 SCMH1 SFMBT1 SFMBT2 SCML4 ,Unresolved
11.056816,9.474336,Cluster 0,Sterol-sensing domain,PTCH2 PTCH1 ZDHHC22 HMGCR NPC1 DISP1 DISP2 DISP3 NPC1L1 PTCHD3 PTCHD1 SCAP PTCHD4 ,Unresolved
10.768498,9.348173,Cluster 0,L27 domain,MPP2 MPP3 MPP4 MPP5 PATJ LIN7B CASK LIN7A MPP6 MPP7 LIN7C DLG1 MPDZ ,Unresolved
10.375395,8.533558,Cluster 0,Beta/gamma crystallin,CRYBG1 CRYBG3 CRYGS CRYBG2 CRYGN CRYBB2 CRYBA1 CRYBB1 CRYBA2 CRYBB3 CRYBA4 CRYGD CRYGB CRYGC CRYGA ,Unresolved
10.8904085,9.516439,Cluster 0,"L27 domain, C-terminal",MPP2 MPP3 MPP4 MPP5 LIN7B CASK LIN7A MPP6 MPP7 LIN7C ,Unresolved
10.217757,9.538898,Cluster 0,OAR domain,SHOX2 PRRX2 PRRX1 ARX RAX PAX7 OTP DMBX1 ALX4 PITX1 SHOX PITX3 PITX2 ALX1 VSX2 DRGX ,Unresolved
9.6423855,8.329182,Cluster 0,"Ataxin-2, C-terminal",ATXN2L ATXN2 USP10 PAIP2B TOB2 PAIP1 GSPT2 PAIP2 ,Unresolved
10.941653,9.647902,Cluster 0,Protocadherin,PCDH11X PCDH9 PCDH11Y PCDH7 PCDH1 ,Unresolved
8.993183,9.0545,Cluster 0,Glycerophosphodiester phosphodiesterase domain,GDPD1 GDPD2 GDE1 GDPD3 GDPD4 GDPD5 GPCPD1 ,Unresolved
9.782081,8.519579,Cluster 0,"DAZ, RNA recognition motif, vertebrates",DAZL DAZ4 DAZ3 DAZ2 DAZ1 ,Unresolved
9.885029,9.186143,Cluster 0,Protein kinase domain,CDK18 CDK19 PASK TEC TEK CDK10 CDK12 ANKK1 CDK13 CDK14 CDK15 CDK16 CDK17 PRKAA2 TESK1 TESK2 ARAF PRKAA1 AKT3 CDK20 AKT1 AKT2 PLK5 PRKCH PLK4 PRKCG SRMS PRKCI DMPK PRKCD PLK1 PLK3 PLK2 PRKCE TEX14 PRKCB PRKCA MASTL LATS2 LATS1 PRKCZ PRKD1 PRKD3 PRKCQ PRKD2 TRIO MYLK PRKACG DSTYK TBK1 PRKACB PRKACA LYN CSNK1A1 RPS6KL1 RIPK4 RIPK3 CDC7 BRAF ITK RET PBK RIPK2 RIPK1 CDKL3 CDKL4 CDKL5 CSNK2A2 CSNK2A1 CSNK2A3 TNNI3K CIT TAOK2 TAOK3 PKN1 TAOK1 PKN3 PKN2 CDKL1 CDKL2 RNASEL IKBKB JAK3 IKBKE JAK1 JAK2 MAP3K3 MAP3K4 MAP3K1 MAP3K2 VRK1 PRPF4B VRK2 VRK3 HIPK2 HIPK1 HIPK4 NRBP2 HIPK3 NRBP1 MELK OBSCN PINK1 MAPKAPK5 MAPKAPK2 MAPKAPK3 ROR2 TNIK ROR1 FRK ROCK1 ROCK2 EGFR SLK MAP3K9 MAP3K7 MAP3K8 MAP3K5 PSKH1 MAP3K6 PSKH2 MAP2K4 NEK9 MAP2K5 MAP2K2 MAP2K3 NEK5 NEK6 MAP2K1 NEK7 NEK8 TNK2 DYRK1B DYRK1A MAP3K19 STK24 STK25 STK26 MAK MAP3K10 MAP3K11 BMP2K MAP3K14 MAP3K15 MAP3K12 MAP3K13 CSF1R BRSK1 BLK BRSK2 PKMYT1 STK10 STK11 STK16 SIK1B ABL2 NEK1 PIM2 TNK1 NEK2 PIM1 NEK3 PIM3 ABL1 NEK4 ROS1 MAP2K6 MAP2K7 KSR2 KSR1 EIF2AK2 CDC42BPG EIF2AK1 EIF2AK4 EIF2AK3 CDC42BPB CDC42BPA MERTK BMX CDK9 CDK8 CDK7 CDK6 CDK5 MYO3A CDK4 MYO3B CDK3 CDK2 CDK1 AAK1 ALK BMPR2 LRRK1 LRRK2 TSSK1B PRKG2 PRKG1 NTRK2 NTRK3 NTRK1 STYK1 CHUK TIE1 PDPK2P LCK SNRK TYRO3 MET CSNK1G1 CSNK1G3 CSNK1G2 MYLK2 EPHB6 MYLK3 SRC FLT1 FLT3 FLT4 TTK STKLD1 TTN MYLK4 STK32A PHKG2 PHKG1 TLK2 TLK1 EPHB1 CSK FYN STK32B EPHB3 EPHB2 STK32C EPHB4 EPHA6 ACVR1 EPHA5 EPHA8 EPHA7 DCLK3 MAPK15 DCLK2 MAPK13 DCLK1 MAPK14 MAPK11 MAPK12 MAPK10 ULK4 ULK3 SIK2 ULK2 ULK1 SIK3 EPHA2 SIK1 EPHA1 EPHA4 EPHA3 TP53RK MST1R UHMK1 NUAK2 CHEK1 CSNK1D CHEK2 STK38L KDR MUSK YES1 SRPK3 INSR CSNK1E PTK7 PTK6 NUAK1 HASPIN SRPK1 SRPK2 PTK2 WNK1 WNK2 WNK3 WNK4 BTK TTBK1 EPHA10 TXK NLK TTBK2 INSRR STRADA STRADB TYK2 ICK PDIK1L CAMK4 CAMK1 SGK2 SGK3 STK40 SGK1 GUCY2D DDR2 GUCY2C ACVRL1 DDR1 GUCY2F AATK KALRN STK33 STK35 STK36 STK38 CAMKV STK39 MAP3K21 MAP3K20 STK31 MAP4K2 MAP4K3 MAP4K1 SYK HCK GAK KIT STK17A STK17B TSSK6 NEK11 NEK10 TSSK4 TSSK2 TSSK3 CAMKK1 CAMKK2 MAP4K4 MAP4K5 PDGFRB PDGFRA RYK MATK MOK ERN1 ERN2 MOS AXL RAF1 PNCK PRAG1 NRK AURKA PRKY PRKX AURKC AURKB PAK2 PAK1 PAK4 PAK3 PAK6 PAK5 MINK1 CASK PAN3 TBCK FGFR1 FGFR4 FGFR3 FGFR2 DYRK4 PKDCC DYRK3 PXK AMHR2 DYRK2 IGF1R MARK1 MLKL MARK4 MARK3 MARK2 LIMK1 LIMK2 IRAK4 HUNK TGFBR1 TGFBR2 ACVR2B CLK4 ACVR2A CLK3 CLK2 CLK1 FES FER BMPR1A BMPR1B MAST1 RSKR GSK3B GSK3A NPR1 NPR2 MAST4 ILK MAST3 NIM1K MAST2 PIK3R4 STK3 STK4 GRK2 GRK1 GRK4 GRK3 GRK6 ERBB4 IRAK2 MKNK1 IRAK3 GRK5 MKNK2 ERBB2 IRAK1 ERBB3 GRK7 RPS6KC1 CAMK1D CDK11B CDK11A DAPK2 DAPK1 PDPK1 DAPK3 LMTK3 LMTK2 OXSR1 SBK3 FGR WEE1 CSNK1A1L SBK1 ZAP70 WEE2 SBK2 RPS6KB2 RPS6KB1 PEAK1 POMK TRIB2 CAMK1G TRIB3 TRIB1 CAMK2D LTK CAMK2A CAMK2B ACVR1C ACVR1B RPS6KA5 RPS6KA4 MAPK9 RPS6KA6 MAPK8 RPS6KA1 RPS6KA3 RPS6KA2 SPEG MAPK3 PTK2B MAPK1 SCYL1 MAPK7 CAMK2G MAPK6 SCYL3 BUB1 SCYL2 MAPK4 ,Unresolved
10.823627,9.897131,Cluster 0,D-galactoside/L-rhamnose binding SUEL lectin domain,EVA1C ADGRL1 PKD1L2 ADGRL2 ADGRL3 ,Unresolved
9.426763,9.047469,Cluster 0,"Gamma tubulin complex component, C-terminal",TUBGCP2 TUBGCP3 TUBGCP6 TUBGCP4 TUBGCP5 ,Unresolved
9.836184,9.312599,Cluster 0,Fork head domain,FOXD4 FOXD3 FOXD2 FOXD1 FOXH1 FOXL2 FOXL1 FOXP4 FOXP3 FOXP2 FOXP1 FOXD4L6 FOXD4L1 FOXD4L4 FOXD4L5 FOXD4L3 FOXC2 FOXC1 FOXG1 FOXO6 FOXK2 FOXK1 FOXO4 FOXO3 FOXO1 FOXS1 FOXB2 FOXB1 FOXF2 FOXF1 FOXJ3 FOXJ2 FOXJ1 FOXN4 FOXN3 FOXN2 FOXN1 FOXR2 FOXR1 FOXA3 FOXA2 FOXA1 FOXE3 FOXE1 FOXI3 FOXI2 FOXI1 FOXM1 FOXQ1 ,Unresolved
10.288156,8.402887,Cluster 0,"Cationic amino acid transporter, C-terminal",SLC7A14 SLC7A1 SLC7A2 SLC7A3 SLC7A4 ,Unresolved
8.874191,9.31247,Cluster 0,Cytidine and deoxycytidylate deaminase domain,CDADC1 APOBEC2 APOBEC3D APOBEC1 AICDA APOBEC4 APOBEC3F APOBEC3G APOBEC3H ADAT2 ADAT3 DCTD APOBEC3A CDA APOBEC3B APOBEC3C ,Unresolved
10.625777,8.386913,Cluster 0,Glucagon/GIP/secretin/VIP,ADCYAP1 SCT GHRH GCG GIP VIP ,Unresolved
10.074995,9.343903,Cluster 0,GS domain,ACVR1 ACVRL1 ACVR1C TGFBR1 ACVR1B BMPR1A BMPR1B ,Unresolved
9.866397,9.210497,Cluster 0,"GPCR, rhodopsin-like, 7TM",TRHR TAAR9 OR11G2 OR2L8 TAAR8 TAAR5 OR1J4 OR2L5 TAAR6 OR2L3 OR1J2 OR1J1 OR4P4 OR2L2 TAAR1 TAAR2 OR5R1 OR6T1 OR4K13 GPR160 OR4K17 MRGPRD GPR162 OR4K15 GPR161 OR4K14 AGTR2 AGTR1 OR13J1 OR7A2P C3AR1 MRGPRG MRGPRE OR2K2 OR1I1 MRGPRF OR10AC1 OR6S1 GPR153 GPR152 OR5M11 OR5M10 OR2I1P GPR151 GPR150 OR10D3 VN1R17P GPR157 OR8B12 OR14K1 OR10C1 OR4N5 OR2J3 OR4N4 OR2J2 OR2J1 OR5P3 OR4N2 OR5P2 GPR32P1 GPR182 GPR183 NPY6R OR13H1 OR14J1 OR7A10 OR8U9 OR8U8 OR1G1 OR4M2 OR4M1 RXFP1 HTR6 RXFP2 GRPR OR6Q1 RXFP3 RXFP4 HTR4 OR8U1 GPR174 HTR7 GPR176 GPR171 GALR3 GPR173 GALR2 GALR1 OR56B1 CMKLR1 OR56B4 OR7A17 GPR17 GPR18 GPR15 OR52A1 OR9A1P GPR12 TACR3 TACR1 TACR2 OR1N2 OR1N1 OR5V1 OR6X1 VN1R1 OR52A5 VN1R2 VN1R3 VN1R4 GPR19 GPR26 OR10H2 GPR27 OR10H1 OR10H4 GPR25 OR10H3 GPR22 OR10H5 GPR20 FPR2 GPR21 FPR1 FPR3 OR1M1 OR4S2 OR2AG1 OR4S1 OPN1LW OR2AG2 GPR119 OR1F2P NPSR1 GPR39 P2RY13 P2RY14 GPR37 P2RY11 P2RY12 GPR35 OR10G3 OR10G2 GPR1 GPR33 OR1L8 GPR34 OR10G4 GPR3 GPR31 OR1L6 GPR32 OR1L4 GPR4 OR1L3 P2RY10 GPR6 OR1L1 OR5T3 GPR142 OR5T2 GPR141 OR5T1 OR6V1 OR13C6P OR10G7 GPR149 OR10G6 OR10G9 OR10G8 GPR146 RGR LGR5 GPR148 LGR4 OR11H1 OR11H2 PTAFR GPR45 OR11H4 OR2M7 GPR42 OR2M5 OR2M4 OR2M3 OR1K1 OR2M2 OR4Q3 OR4Q2 OR1F12 GPR132 OR2AE1 GPR139 OR11H7 RHO OR11H6 OR14A16 GPR135 OR4A4P GPR55 OR5AS1 GPR52 GPR50 OR2T8 OR2T7 OR2T6 OR13C8 OR51T1 OR2T5 OR2T4 OR13C7 MTNR1B OR2T3 MTNR1A OR2T2 OR13C9 OR2T1 OR2L13 OR4X2 OR4X1 LTB4R2 OR9A4 OR9A2 OR13C2 OR13C4 OR13C3 OR13C5 CHRM3 CHRM4 CHRM1 OR8G3P CHRM2 GPR68 CHRM5 OR5AR1 GPR65 GPR62 GPR63 GPR61 CYSLTR2 OR2S2 OR1Q1 CYSLTR1 OR51S1 OR4A47 ADORA3 ADORA1 OR14C36 OR8G2P F2R OR5B21 GPR78 GPR75 ADRA2C ADRA2B ADRA2A OR1P1 GPR101 OR13A1 OR7E24 GPR88 OR3A4P GPR87 GPR84 GPR85 GPR82 GPR83 OR5W2 TAAR3P OR51Q1 OR6Y1 OR5B12 OR5AP2 OR5B17 OR6C70 HTR1F OR14I1 OR6C76 AVPR2 HTR1D OR6C75 OR13G1 HTR1E OR6C74 HTR1B HTR1A ADORA2B ADORA2A OR7A5 OR56A1 OR10A3 OR10A2 OR10A5 OR56A5 OR10A4 OR56A4 OR52Z1 OR10A7 OR56A3 OR10A6 OR6C65 OR13F1 HTR2C HTR2A HTR2B ADRA1D ADRA1B ADRA1A P2RY8 P2RY6 OR2W5 TBXA2R OR2W3 P2RY4 OR8B8 P2RY2 OR2W1 P2RY1 OR12D2 OR8B4 OR12D1 DRD1 OR8B3 OR6C68 DRD2 OR12D3 OR8B2 DRD3 DRD4 DRD5 PRLHR LHCGR OR5AU1 GNRHR2 HCRTR1 HCRTR2 OPN1MW2 OR51V1 OR2V2 OR2V1 OPN1MW3 OR8A1 OR11A1 CX3CR1 EDNRA EDNRB OR52W1 OR1S2 OR1S1 OR52L2P OR13D1 OR8H3 OR8H2 OR8H1 OR56B2P GPR37L1 OR52M1 HTR5A LPAR6 OR10V1 OR4C13 OR4C12 OR6C6 OR4C11 OR2AT4 OR6C4 OR4C16 OR6C3 OR5A2 OR8G5 OR5AK2 OR4C15 OR5A1 OR6C2 OR6C1 OR8G1 OR9I1 RRH OR51J1 OR52L1 OXER1 NTSR1 OR6B3 OR7D4 OR6B2 NTSR2 PTGDR OR7D2 OR2A25 OR6B1 XCR1 NMBR AVPR1A AVPR1B OR51I2 OR52K2 OR51I1 OR52K1 MC1R CCKBR OR10T2 OR2A12 OR9G9 OR4D11 OR4D10 OR2Z1 OR6A2 OR7C2 OR9G4 OR2A14 OR7C1 PTGFR OR9G1 NPFFR1 NPFFR2 OXTR OR52J3 LPAR2 OR10R2 LPAR3 LPAR4 LPAR5 OR51H1 LPAR1 OR10S1 OR2Y1 FFAR4 FFAR3 FFAR2 OR8D4 OR8D2 OR8D1 CCR10 CCR2 OR2B8P CCR1 OR4D2 OR4D1 OR5F1 FFAR1 GPBAR1 MC3R OR10Z1 OR52R1 FSHR OR4A15 OR4C6 OR4C5 OR3A3 OR4A16 OR4C3 OR3A2 OR14A2 OR3A1 OR8K5 OPRD1 OR8K3 TAS2R42 PTGDR2 OR8K1 ADRB1 ADRB2 ADRB3 BRS3 MC2R CCKAR OR4C46 GNRHR CCR9 OR4C45 CCR8 OR5AN1 CCR7 CCR6 CCR5 CCR4 OXGR1 OR10D4P CCR3 OR4B1 OR8J3 OR6F1 OR8J2 OR8J1 OR51M1 MAS1 OR10X1 MC5R F2RL1 OR4A8 F2RL2 OR4A5 F2RL3 OR5C1 OR7G3 OR7G2 OR8I2 OR7G1 OR9K2 PTGER1 PTGER2 OR2A42 PTGER3 PTGER4 CXCR6 OR52N2 OR51L1 CXCR5 OR52N1 OR52N5 OR52N4 OR10W1 OR5D18 CXCR2 CXCR1 CXCR4 CXCR3 MC4R OR5D13 OR5AL1 OR5B3 OR5D16 OR5B2 OR5D14 OR52E1 OR52A4P OR2D3 OR1B1 OR2D2 OR52E5 OR52E4 OR5J2 NPY1R OR52E2 OR52P1P OR5AC2 OR5AC1 APLNR OR52E8 OR52E6 OR2C3 OR1A2 OR6K6 OR1A1 OR2C1 SUCNR1 OR51B2 OR6K3 OR5I1 OR6K2 OR52D1 OR9Q2 OR9Q1 PROKR1 PROKR2 OR2AK2 S1PR2 CCRL2 S1PR1 KISS1R OR51B6 S1PR4 OR51B5 S1PR3 OR51B4 S1PR5 OR2B6 GHSR OR5H8 OR4F6 OPN3 OR2B3 OR4F5 OR5H6 OR10K2 OR2B2 OR4F4 OPN5 OR4F3 OPN4 OR5H2 OR51A2 OR5H1 OR6J1 OR10K1 OR2AJ1 OPN1MW NMUR2 OR51A4 NMUR1 OR2A7 OR2A5 OR2A4 OR51A7 OR2A2 OR14L1P OR10J1 OR2A1 OR4E2 OR10J4 OR5G3 OR10J3 OR4E1 C5AR1 OR52B2 OR10J5 C5AR2 MCHR1 MCHR2 OR11L1 HCAR3 HCAR1 HCAR2 OR52B6 OR4D9 OR52B4 OR4D6 OR4D5 MAS1L OR51G2 OR10J6P NPY5R OR51G1 OR52I2 MRGPRX4 MRGPRX3 MRGPRX2 MRGPRX1 OR1F1 OR2H2 OR10Q1 OR2H1 OPRM1 SSTR1 OR4L1 SSTR2 SSTR3 OR52I1 OR6P1 SSTR4 SSTR5 OR2B11 OR2AP1 OPN1SW TAS2R8 TAS2R7 OR51F2 LTB4R OR5M9 OR2G6 OR51F1 TAS2R9 OR5M8 OR52H1 NPY4R OR1E3 OR4K5 OR1E2 OR2G3 OR1E1 OR11H12 OR2G2 OR4K3 OR4K2 OR5M3 OR4K1 OR5M1 OR10AG1 OPRL1 OR10P1 OR2T35 OR8S1 OR2T33 OR2T34 OR4F29 HRH2 HRH1 HRH4 NPBWR1 HRH3 BDKRB1 NPBWR2 GPER1 OR4F21 BDKRB2 QRFPR OR51E2 OR1D5 OR2T29 OR51E1 OR1D4 OR2T27 OR1D2 PTGIR OR2F2 UTS2R OR2F1 OPRK1 OR5L2 OR10AD1 OR6N2 OR5L1 OR6N1 TSHR OR4F17 OR4F16 OR4F15 ACKR4 ACKR3 ACKR2 OR51D1 OR1C1 OR5K4 NPY2R MLNR OR5K3 OR5K2 OR5K1 OR2T10 OR6M1 OR2W6P OR2T11 OR2T12 OR5H15 OR5H14 CNR2 CNR1 OR5AK3P ,Unresolved
9.906936,8.102067,Cluster 0,"Linker histone H1/H5, domain H15",HP1BP3 SHPRH HIST1H1T HILS1 H1FOO H1F0 KAT6B KAT6A HIST1H1E H1FX HIST1H1A HIST1H1B HIST1H1C HIST1H1D ,Unresolved
8.77199,8.439403,Cluster 0,Tensin-type phosphatase domain,TNS1 GAK TPTE2 DNAJC6 PTEN TPTE TNS3 TNS2 ,Unresolved
8.860637,8.589868,Cluster 0,"Tensin phosphatase, C2 domain",TNS1 GAK TPTE2 DNAJC6 PTEN TPTE TPTE2P1 TNS3 TNS2 ,Unresolved
10.558258,8.374902,Cluster 0,GOLD domain,TMED10 TMED9 SEC14L3 SEC14L4 FYCO1 SEC14L1 SEC14L2 SEC14L5 SEC14L6 TMED4 TMED3 TMED2 TMED1 TMED8 ACBD3 TMED7 TMED6 TMED5 ,Unresolved
10.00177,9.661131,Cluster 0,TRAM/LAG1/CLN8 homology domain,CERS4 CERS5 TRAM2 CERS6 TRAM1 FAM57B FAM57A CLN8 TMEM136 TLCD1 TMEM56 TRAM1L1 TLCD2 CERS1 CERS2 CERS3 ,Unresolved
