x,y,cluster,term,genes
-4.8172617,0.69350064,Cluster 0,Negative Regulation Of Interleukin-6 Production (GO:0032715),IL10 NMB IL37 NCKAP1L NMBR FOXJ1 LILRB4 CD200R1 NLRP12 ELF4 SELENOS SYT11 TLR9 BPI GHRL PTPN6 GAS6 TLR4 CD200 SLAMF1 CD84 ORM1 C5AR2 TNFAIP3 PTPN22 TNF GBA1 CX3CL1 NLRC3 C1QTNF3 ZC3H12A IRAK3 SIRPA GHSR 
-0.11954049,0.62009835,Cluster 0,Negative Regulation Of Interleukin-12 Production (GO:0032695),SLAMF1 IL10 MEFV LILRB1 THBS1 IRAK3 TLR8 PIBF1 CCR7 CMKLR1 JAK3 LILRP2 TIGIT 
-4.7151117,0.6752181,Cluster 0,Negative Regulation Of Interleukin-1 Production (GO:0032692),IL10 FFAR1 NLRP2B SERPINB1 CARD8 IGF1 LILRB4 NLRP12 CEACAM1 ELF4 CPTP PYDC1 CARD18 PYDC2 CARD16 GHRL GAS6 MEFV CX3CR1 GSTP1 TNFAIP3 CX3CL1 NLRP7 ZC3H12A CARD17P NLRP3 FFAR4 GHSR CD33 GIT1 
-4.6567802,0.6913002,Cluster 0,Negative Regulation Of Interleukin-1 Beta Production (GO:0032691),FFAR1 NLRP2B SERPINB1 CARD8 IGF1 LILRB4 ELF4 CPTP PYDC1 CARD18 PYDC2 CARD16 GHRL MEFV CX3CR1 GSTP1 TNFAIP3 CX3CL1 NLRP7 ZC3H12A CARD17P NLRP3 FFAR4 GHSR CD33 GIT1 
-4.444478,1.0117995,Cluster 0,Negative Regulation Of Interferon-Beta Production (GO:0032688),PYCARD YY1 PPM1B PTPRS SIRPA LILRB1 REL MORC3 NLRC3 RELB 
-4.012576,1.3020957,Cluster 0,Negative Regulation Of Innate Immune Response (GO:0045824),PTPN2 FAM3A MUL1 ACOD1 OAS1 ATG12 CNOT7 OAS3 TRAFD1 TNFAIP3 CGAS NLRC5 DTX4 NLRC3 AURKB PPP6C IRAK3 IFI16 AKT1 SUSD4 SLAMF8 BANF1 LYAR CR1 YTHDF2 YTHDF3 STAT2 METTL3 PARP1 ISG15 YWHAZ ZDHHC18 MYO1C SERPING1 TYRO3 CEP63 TTLL12 CACTIN USP15 GRN PRKDC USP18 INS DCST1 SAMHD1 RPS19 DHX58 PCBP2 TREX1 VSIG4 TRIM21 ATG5 
-4.435257,0.6453656,Cluster 0,Negative Regulation Of Inflammatory Response (GO:0050728),PTPN2 ISL1 MAPK14 FNDC4 LRFN5 SELENOS OTULIN TEK PTPN6 CD200 RB1 GPS2 AHR METRNL CXCL17 CDH5 ALOX5 NLRP3 SLAMF8 SLC39A8 CCN3 GHSR ELANE YES1 PRKCD PLK2 NR1D1 IGF1 MFHAS1 PROC IL22RA1 MKRN2 HLA-DRB1 GBA1 GATA3 RORA C1QTNF3 MMP26 RPS19 SIRPA FFAR4 PLCG1 APOE TRIM65 LYN IL10 IL13 IL10RA SIGLEC10 CD200R1 TNFRSF1A TNFRSF1B IL4 CYLD ELF4 APOA1 PYDC2 REG3A MEFV TNFAIP6 TNFAIP3 FPR2 NLRC3 TREM2 FXR1 MDK EXTL3 SHARPIN GPER1 TNFAIP8L2 TRIM45 RHBDF2 ADIPOQ IL33 PTGIS PPARA SYK STAT3 NR1H3 FEM1A ARNT GPR31 NR1H4 IRGM KLF4 HCK FGR NLRP12 LPCAT3 TYRO3 PPARG GHRL SAA1 SMPDL3B PPARD APCS MVK IL22 SRC GRN FURIN PTGER4 GSTP1 AOAH INS MACIR ENPP3 VPS35 FYN MAPK7 GIT1 
-4.303717,0.6015549,Cluster 0,Negative Regulation Of Immune System Process (GO:0002683),SPINK5 LYN NLRP2B AMBP TSC22D3 NFKBIL1 NR1D1 LILRB2 LILRB4 HLA-G MFHAS1 FOXP3 DAB2IP BPIFB1 COL3A1 FCGR2B TLR9 TYRO3 GPR108 ADTRP SMCR8 CACTIN PDCD1 TLR6 SMPDL3B IL17D LGR4 OTUD4 CD200 RAB7B LRRC14 GPS2 TNFAIP3 WDR41 LILRA2 TREM2 FCRLB IRAK3 GPER1 HMOX1 TSPAN6 FADD SOX9 HOXA7 
-4.8333273,1.9477445,Cluster 0,Regulation Of Stress-Activated MAPK Cascade (GO:0032872),TGFB2 CARD9 SEMA4C EIF2AK2 QARS1 MID1 MAPK8IP3 RAP2A MAPK8IP1 TGFBR3 MAPK8IP2 COPS5 PPIA FAS ULK4 PAGE4 NOD2 EGFR FOXO1 INAVA PDCD10 MYC KLHDC10 IGBP1 MAP2K2 IGFBP6 MAP2K1 TIRAP SCIMP DAB2IP GREM1 STK25 MDFIC TAOK2 PER1 NBR1 TAOK3 F2RL1 TAOK1 PHLPP1 IL26 GSTP1 FOXM1 IGF1R RASGRP1 MAPK3 ARL6IP5 EPHB1 MAPK1 LGALS9 MAP4K4 
-3.6629255,0.5838302,Cluster 0,Negative Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034115),IL1RN MAP2K5 IL10 WNK1 APOA1 MYADM MAPK7 KLF4 MBL2 
-4.4736967,0.69089365,Cluster 0,Negative Regulation Of Defense Response (GO:0031348),PTPN2 MUL1 ISL1 ATG12 FNDC4 LRFN5 SELENOS TRAFD1 OTULIN TEK RB1 GPS2 AHR METRNL CXCL17 AURKB CDH5 IFI16 ALOX5 AKT1 NLRP3 BANF1 SLC39A8 CCN3 GHSR ELANE PRKCD NR1D1 MFHAS1 PROC IL22RA1 CEP63 MAPKBP1 PRKDC GBA1 GATA3 RORA C1QTNF3 MMP26 PCBP2 SIRPA TREX1 FFAR4 APOE TRIM65 ATG5 IL10 IL13 IL10RA TNFRSF1A IL4 CYLD ELF4 APOA1 PYDC2 REG3A MEFV TNFAIP6 TNFAIP3 FPR2 CGAS DTX4 NLRC3 ILRUN PPP6C FXR1 EXTL3 SHARPIN IRAK3 C1QBP GPER1 TNFAIP8L2 TRIM45 LYAR ADIPOQ PTGIS PPARA RNF26 STAT3 NR1H3 PARP1 FEM1A ARNT GPR31 NR1H4 YWHAZ IRGM ZDHHC18 ITCH KLF4 PPM1B MYO1C NLRP12 LPCAT3 TYRO3 PPARG GHRL SAA1 CACTIN SMPDL3B PPARD MVK IL22 TRAF3IP1 PTGER4 AOAH MACIR DHX58 ENPP3 VPS35 TRIM21 MAPK7 
-4.4673424,0.7948911,Cluster 0,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),PTPN2 NLRP2B MUL1 CARD8 OTOP1 OAS1 PTPRC CYLD CNOT7 IL6 OAS3 APOA1 H2BC11 PYDC1 PYDC2 CCDC3 GAS6 NAIP ZNF675 OTUD4 GPS2 NLRC5 TREM2 UXT IRAK3 SLIT2 SLIT1 SH2B3 RFFL YTHDF2 YTHDF3 ARG1 STAT2 NR1H3 METTL3 NR1H2 ISG15 TRAIP PARP14 XIAP F2RL1 PPARG BIRC7 TTLL12 CARD16 CACTIN PADI2 SIGIRR IL1RN PALM3 GSTP1 PELI3 USP18 DCST1 ROBO1 SAMHD1 PPP2CB IL36RN RNF113A 
-4.5765224,0.6818938,Cluster 0,Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),CHID1 PPARA MEFV APLP2 PSG4 F2 LILRB4 MACIR NLRC3 TREM2 ADCY7 PYCARD EXTL3 NLRP7 ZC3H12A SIRPA PDCD4 ABCD2 APOD CUEDC2 
-4.817182,0.6720233,Cluster 0,Negative Regulation Of Cytokine Production (GO:0001818),GBP7 HOMER2 HOMER3 APLP2 KLHL22 PSG4 ACOD1 CIDEA TYROBP LGALS9B FOXP3 RBX1 ATG12 LGALS9C AXL IL23A SELENOS TNFSF4 CLEC4A PDCD4 PTPN6 ASB1 CD200 SLAMF1 LEF1 OTUD5 CD84 GPATCH3 TNF DLL1 ADCY7 IFNL1 PYCARD ZFP36 NLRP7 TBX21 BANF1 GBP1 GHSR N4BP1 ELANE MAP2K5 SLC11A1 BTN2A2 NCKAP1L PRNP DDX56 INHBA SSC5D NMBR INHBB NPLOC4 ZFPM1 RGCC XAF1 EZR HLA-DRB1 CD274 IL23R PPP1R11 MAPKBP1 CUL3 C5AR2 GBA1 AGER C1QTNF3 ZC3H12A RNF216 KAT5 SIRPA FFAR4 IL36RN IL12B PIBF1 IL12A CMKLR1 LGALS9 APOD ATG5 ANXA1 IL10 NMB MMP8 SRGN ANXA4 XCL1 SFTPD LILRB1 FN1 APOA2 PTPN11 PDCD1LG2 NAV3 LILRB4 CD200R1 TNFRSF21 SARS1 PTPRC CYLD FCGR2B IL6 CEACAM1 ELF4 APOA1 IFNG BCL3 TLR9 TLR8 RARA TLR6 GAS6 CUEDC2 TLR4 MEFV OTUD7B TNFAIP3 PTPN22 HMGB1 CX3CL1 NLRC3 TREM2 ILRUN EXTL3 IRAK3 C1QBP CCR7 HAVCR2 CD34 CD33 CR1 CHID1 PPARA IL37 LAPTM5 NR1H4 SLC2A10 FOXJ1 F2 ATP2B1 IRGM ITCH KLF4 RNF125 TWSG1 NLRP12 SYT11 F2RL1 DDIT3 BPI GHRL CACTIN TRIB2 LILRP2 INHA LGR4 SIGIRR ORM1 IFNA2 TRAF3IP1 PTGER4 THBS1 HDAC9 MACIR VSIR RPS6KA5 TMSB4X RPS6KA4 ARRB1 DHX58 GPNMB RAC1 VSIG4 TRIM27 UFD1 JAK3 TIGIT ABCD2 NPTN 
-4.6134872,1.0848104,Cluster 0,Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664),LACRT DEFB118 NFKBIL1 CD180 LY86 DEFB114 CARD8 LY96 SCIMP PRKCA LILRA2 CX3CL1 TRIM5 CARD16 CACTIN CD36 LTF SASH1 CD55 SIGIRR TRIB1 
-5.103011,0.9541573,Cluster 0,Negative Regulation Of Chemokine Production (GO:0032682),MAP2K5 IL10 MEFV GSTP1 MUL1 OAS1 LILRB4 KLF4 C1QTNF3 IL6 OAS3 SIRPA F2RL1 LGALS9 SIGIRR ELANE 
-5.302741,0.8634434,Cluster 0,Regulation Of Macrophage Activation (GO:0043030),IL33 CD74 MMP8 NR1H3 WNT5A SPHK1 SHPK IRGM GPR137B MFHAS1 PJA2 IL4 FCGR2B IL6 LRFN5 TNIP2 PLA2G10 IL31RA SPACA3 BPI TLR6 TLR4 CD200 CEBPA CD84 KARS1 EHHADH THBS1 HSPD1 ZC3H12A MYO18A 
-3.7656076,1.5001068,Cluster 0,Negative Regulation Of RIG-I Signaling Pathway (GO:0039536),NPLOC4 RNF125 SEC14L1 DHX58 GPATCH3 UFD1 
-3.9408915,1.3674561,Cluster 0,Negative Regulation Of Defense Response To Virus (GO:0050687),RNF26 TRAF3IP1 MUL1 IRGM ITCH TARBP2 NT5C2 ILRUN PPM1B PCBP2 C1QBP TSPAN6 ATG5 MICB 
-4.984112,1.0417577,Cluster 0,Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139),TRIM3 TNFAIP3 FLOT2 F2RL1 WDFY1 PTPN22 TIRAP FLOT1 
-4.44114,1.2459481,Cluster 0,Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155),TASL TREML4 RSAD2 PTPN22 SLC15A4 LILRA4 
-4.4455724,1.237053,Cluster 0,Regulation Of Toll-Like Receptor 9 Signaling Pathway (GO:0034163),RTN4 PTPRS RSAD2 TLR9 PTPN22 HMGB1 SLC15A4 GRAMD4 LILRA4 RAB7B 
-5.808236,1.0985074,Cluster 0,Cellular Response To Lipoteichoic Acid (GO:0071223),TLR2 RELA TIRAP EHHADH MAPK14 
-1.0059679,2.191784,Cluster 0,Ribosome Disassembly (GO:0032790),GFM2 PELO ASCC2 HBS1L MCTS1 TRIP4 MTIF2 MTIF3 ASCC3 DENR MRRF EIF2D 
-1.2112674,2.323836,Cluster 0,Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process (GO:1990116),RNF10 TRIP4 LTN1 ASCC3 NEMF ZNF598 
-5.357524,1.658167,Cluster 0,Cellular Response To Exogenous dsRNA (GO:0071360),COLEC12 RALB DHX9 MUL1 CGAS STING1 PQBP1 IFIT1 IFIH1 MAVS IFNB1 FLOT1 ZCCHC3 RIGI 
-5.3598948,1.6554334,Cluster 0,Cellular Response To dsRNA (GO:0071359),NPM1 COLEC12 RALB DHX9 MUL1 CGAS STING1 PQBP1 IFIT1 IFIH1 MAVS PDE12 IFNB1 RIOK3 FLOT1 ZCCHC3 RIGI 
-5.74045,1.0656718,Cluster 0,Cellular Response To Bacterial Lipopeptide (GO:0071221),TLR2 TLR1 TIRAP TLR10 CD36 TLR6 
-0.3493747,2.3919423,Cluster 0,Cellular Hyperosmotic Response (GO:0071474),EPO NFAT5 ARHGEF2 YBX3 RCSD1 AQP1 
-5.7757063,1.0936675,Cluster 0,Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),TRIL TIRAP NR1H4 LY96 SCIMP OAS1 MYD88 MYO1C TNIP2 TNIP3 IRAK1 S100A14 RIPK2 LGALS9 PIK3AP1 TLR4 
-5.5346065,0.8504937,Cluster 0,Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),CES1 ITGB2 ITGB1 SREBF2 SYK CD81 MIA3 TREM2 TICAM1 MYD88 LCP1 CD9 AKT1 CDH13 PPARG ADTRP FCER1G CD36 TLR6 CD68 TLR4 LDLR 
-0.8939439,2.1182992,Cluster 0,"Base-Excision Repair, AP Site Formation (GO:0006285)",MBD4 SMUG1 MPG NEIL3 NTHL1 OGG1 TDG NEIL2 UNG NEIL1 MUTYH 
-0.873424,2.1275518,Cluster 0,Apoptotic DNA Fragmentation (GO:0006309),DFFB ENDOG DNASE2B DICER1 EXOG FOXL2 DNASE2 DNASE1L3 
-5.3199306,1.6580304,Cluster 0,Antiviral Innate Immune Response (GO:0140374),NMB MX1 USP44 EIF2AK2 CARD8 ATAD3A NMBR ZDHHC11 OAS1 STING1 DUS2 UBE2W CXCL10 MAVS PDE12 TRAF6 USP20 RIGI UBE2N PHB2 ZDHHC1 TRIM31 PHB1 MARCHF2 CLPB TNF USP18 IFIT2 IFIT1 IFIT3 SENP7 IFIH1 RNF135 TRIM7 TBK1 TRIM6 DHX58 DHX15 NLRP6 TRIM25 DHX16 IGF2BP1 NLRP1 MORC3 NCK1 MBL2 
-5.2835436,1.472363,Cluster 0,Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250),TNFSF15 TIRAP TNFRSF10B TNFRSF10A TRAF2 ZFP91 MALT1 TRAF6 IRAK1 MAP3K7 TLR6 CARD14 COPS8 CHI3L1 TLR3 
-0.8734619,2.1465733,Cluster 0,UV Protection (GO:0009650),GPX1 FEN1 MC1R SCARA3 MFAP4 SDF4 XPA 
-5.717599,1.0752606,Cluster 0,TRIF-dependent Toll-Like Receptor Signaling Pathway (GO:0035666),CD40 IRF3 TRAF3 TLR6 TICAM2 TICAM1 TLR4 
-4.9839907,1.4011155,Cluster 0,Toll-Like Receptor 3 Signaling Pathway (GO:0034138),SCARA3 UNC93B1 TNIP2 RFTN1 SCIMP OAS1 
-5.765331,1.101468,Cluster 0,Toll-Like Receptor 4 Signaling Pathway (GO:0034142),PRKCE TRIL TIRAP NR1H4 LY96 SCIMP OAS1 TICAM2 MYD88 MYO1C RAB11FIP2 TNIP3 IRAK1 S100A14 LGALS9 PIK3AP1 TLR4 
-4.9441195,1.395696,Cluster 0,Toll-Like Receptor 9 Signaling Pathway (GO:0034162),UNC93B1 TNIP2 IRAK1 IRAK4 PIK3AP1 
-0.78665894,2.1584327,Cluster 0,Apoptotic Nuclear Changes (GO:0030262),DFFB ENDOG BLCAP DNASE2B TOP2A DICER1 EXOG FOXL2 ACVR1C DEDD2 CECR2 ERN2 GPER1 DNASE2 DNASE1L3 CDK5RAP3 
-5.005995,0.9624591,Cluster 0,Negative Regulation Of Interleukin-8 Production (GO:0032717),MAP2K5 IL10 ANXA4 MAPKBP1 OTUD7B PTPN22 SSC5D KLF4 TMSB4X ARRB1 BCL3 TLR9 BPI CACTIN TLR6 CD33 ELANE 
-4.8949003,1.322448,Cluster 0,Cellular Response To Muramyl Dipeptide (GO:0071225),TRIM41 VIM PTPN22 NOD1 RIPK2 NOD2 LDOC1 CHMP5 
-4.8756785,1.3249992,Cluster 0,Response To Muramyl Dipeptide (GO:0032495),TRIM41 IRF5 VIM PTPN22 NOD1 RIPK2 NOD2 NLRP1 LDOC1 ERBIN CHMP5 INAVA 
-5.0097795,1.2301184,Cluster 0,Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121),LRRC14 NLRP2B GPS2 GFI1 NFKBIL1 TLR2 IRF1 IRAK3 TLR9 TYRO3 GPR108 IRF7 CACTIN CD36 TLR5 SMPDL3B BIRC3 LGR4 OTUD4 TLR3 
-4.4043865,0.917192,Cluster 0,Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),ADIPOQ PTPN2 NLRP2B SYK SPHK1 LAPTM5 CARD8 TRAIP HIPK1 MIB2 CYLD MAPKAPK2 APOA1 XIAP OTULIN H2BC11 F2RL1 HSPA1A PYDC1 PYDC2 BIRC7 CARD16 ULK1 CCDC3 UBE2K GAS6 NAIP ZNF675 HSPA1B PRKN GPS2 SPPL2B GSTP1 PELI3 SPATA2 TNFAIP3 SPPL2A PPP2CB PYCARD IKBKB CASP8 SHARPIN TBK1 CASP4 CPNE1 CASP1 IKBKE RFFL 
-5.31676,1.5660443,Cluster 0,Regulation Of Type I Interferon Production (GO:0032479),RAB2B GBP7 GARIN5A KLHL22 PTPN11 TYROBP TICAM2 TICAM1 RBX1 ATG12 POLA1 IRF1 CYLD IRF5 IRF3 IRF8 TRIM15 IRF7 TRIM56 OTUD5 DDX3X GPATCH3 PTPN22 CGAS DTX4 PQBP1 TANK ILRUN DHX33 IRAK1 BANF1 RNF26 DDX56 TIRAP TRAF3 STING1 IRGM ITCH NPLOC4 RNF125 MYD88 MAVS XIAP XAF1 ZCCHC3 GAPDH TRAF3IP3 TRAF3IP1 CUL3 TBK1 RNF216 G3BP1 DHX58 TRIM27 UFD1 CD14 TRIM21 IKBKE ATG5 
-5.295492,1.6750747,Cluster 0,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),PTPN1 PTPN2 YTHDF2 TRIM41 YTHDF3 STAT2 WNT5A METTL3 MUL1 PTPN11 ISG15 OAS1 STING1 USP29 CNOT7 MAVS OAS3 CDC37 RNF185 TTLL12 UBE2K RBM47 PTPN6 TRIM56 USP27X NLRC5 USP18 DCST1 SAMHD1 TRIM6 IGF2BP1 FADD IKBKE 
