x,y,cluster,term,genes,cluster_label
2.7982974,-3.8222234,Cluster 0,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/dm18:0) (HMDB09643)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.233863,-3.564998,Cluster 0,"PE(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)) (HMDB09326)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.0850515,-3.5561998,Cluster 0,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z)) (HMDB09645)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.991419,-2.4153347,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z)) (HMDB09647)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.1596785,-3.6430871,Cluster 0,"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) (HMDB08847)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.8660371,-4.081301,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/16:0) (HMDB09649)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.5071442,-2.655726,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)) (HMDB09650)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.5424695,-2.9158418,Cluster 0,"PE(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)) (HMDB09324)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.2371135,-4.150211,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)) (HMDB09652)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.1806006,-3.1839623,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)) (HMDB09653)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.2300634,-2.458021,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)) (HMDB09654)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.492294,-2.8212492,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/20:0) (HMDB09658)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.2560818,-2.523402,Cluster 0,PE(16:0/14:0) (HMDB08920),PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.168318,-4.0427656,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z)) (HMDB09660)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.9386013,-3.6341286,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)) (HMDB09662)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.4232085,-1.935205,Cluster 0,PE(16:0/14:1(9Z)) (HMDB08921),PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.117577,-2.0865169,Cluster 0,"PE(20:3(5Z,8Z,11Z)/14:1(9Z)) (HMDB09317)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.8128939,-2.2001696,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/22:0) (HMDB09666)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.5509324,-3.7638845,Cluster 0,"PE(20:3(5Z,8Z,11Z)/14:0) (HMDB09316)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.215652,-3.8907266,Cluster 0,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)) (HMDB09668)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.091584,-2.405805,Cluster 0,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)) (HMDB09631)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.0142365,-1.8578534,Cluster 0,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)) (HMDB09630)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.5097423,-2.6604052,Cluster 0,"PE(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)) (HMDB09332)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.7318554,-3.6931329,Cluster 0,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z)) (HMDB09628)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.028406,-3.3283372,Cluster 0,"PE(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z)) (HMDB09594)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.0837524,-2.0813766,Cluster 0,"PE(22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z)) (HMDB09595)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.1825695,-3.4813397,Cluster 0,"PE(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) (HMDB09342)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
3.6396754,-2.3234673,Cluster 0,PE(14:1(9Z)/14:0) (HMDB08854),PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.476032,-2.8503044,Cluster 0,"PE(20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z)) (HMDB09341)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.723706,-2.574413,Cluster 0,PE(14:0/P-18:1(9Z)) (HMDB08853),PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
2.43887,-3.1627505,Cluster 0,"PE(22:4(7Z,10Z,13Z,16Z)/22:0) (HMDB09599)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
4.257101,-3.5377977,Cluster 0,"PE(22:4(7Z,10Z,13Z,16Z)/22:1(13Z)) (HMDB09600)",PLA2G2E PLA2G12B ATP8B4 PLA2G2F ATP8B3 ATP8B2 PLA2G2D PLA2G2A ATP8B1 PLA2G4A SELI PLA2G4B ATP11C ATP11B PISD ATP11A PLSCR2 PLSCR1 PLSCR4 PLSCR3 PLA2G10 PLSCR5 PEMT PLA2G1B ATP8A2 ATP8A1 ABHD4 ATP10D PLA2G3 PLA2G5 PEBP1 ATP10B ATP10A PLA2G6 PLD2 PLD1 PLD4 PLD3 PLTP NAPE-PLD CEPT1 ATP9A ,pe
