x,y,cluster,term,genes
3.714542,10.400257,Cluster 0,FOSB PATHWAY,GRIA2 JUND PPP1R1B CDK5 FOSB 
3.7163548,10.523164,Cluster 0,TUBBY PATHWAY,GNGT1 TUB CHRM1 GNB1 GNAQ HTR2C PLCB1 
4.2549405,10.524384,Cluster 0,RAB PATHWAY,RAB1A RAB3A ACTA1 MEL RAB7 RAB27A RAB2 RAB9A RAB5A RAB4A RAB11A RAB6A 
4.1146,10.4182,Cluster 0,ERBB4 PATHWAY,PRKCB1 ADAM17 ERBB4 PSEN1 NRG2 PRKCA NRG3 
4.411922,10.875352,Cluster 0,SHH PATHWAY,GSK3B GLI DYRK1B DYRK1A GLI2 PTCH GLI3 PRKACG SHH SMO PRKAR1B PRKAR1A PRKAR2B PRKAR2A SUFU PRKACB 
4.1441727,11.643384,Cluster 0,HDAC PATHWAY,MEF2B MEF2A INSR MEF2D MEF2C SYT1 MYOD1 NFATC2 IGF1 NFATC1 MAPK14 PIK3R1 PIK3CA AVP CAMK1 CALM2 CAMK1G CALM3 CALM1 CABIN1 HDAC5 INS IGF1R PPP3CA PPP3CB PPP3CC AKT1 MAPK7 YWHAH MAP2K6 
3.420679,10.673931,Cluster 0,BOTULIN PATHWAY,SNAP25 CHRNA1 CHRM1 VAMP2 STX1A 
5.06984,11.55571,Cluster 0,CDK5 PATHWAY,NGFR EGR1 MAP2K2 KLK2 MAP2K1 DPM2 NGFB CDK5 MAPK3 MAPK1 HRAS CDK5R1 RAF1 
4.724459,11.992851,Cluster 0,PAR1 PATHWAY,PRKCB1 PPP1R12B ROCK1 ADCY1 F2R ARHGEF1 F2 PRKCA GNAI1 GNGT1 GNB1 PIK3R1 PIK3CA GNA12 GNA13 GNAQ ARHA PTK2B MAP3K7 F2RL3 PLCB1 
3.804904,11.091722,Cluster 0,CFTR PATHWAY,VIL2 PRKACG ADCY1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A GNAS ADRB2 PRKACB SLC9A3R1 CFTR 
3.502638,10.35849,Cluster 0,GABA PATHWAY,GABRA3 GABRA2 NSF GABARAP SRC GABRA1 GABRA6 GABRA5 GABRA4 UBQLN1 DNM1 GPHN 
4.1038294,10.766408,Cluster 0,CREM PATHWAY,XPO1 ADCY1 FSHB FSHR GNAS CREM FHL5 
3.692337,11.35052,Cluster 0,CCR5 PATHWAY,PRKCB1 JUN SYT1 FOS PRKCA MAPK14 CXCL12 MAPK8 CXCR4 GNAQ CCL4 PTK2B PLCG1 CCL2 CALM2 CALM3 CCR5 CALM1 
3.5216765,10.580769,Cluster 0,NOS1 PATHWAY,PRKCB1 SYT1 PRKCA GRIN2D GRIN2C GRIN1 PPP3CA PPP3CB PRKACG GRIN2B PPP3CC GRIN2A DLG4 PRKAR1B PRKAR1A PRKAR2B PRKAR2A NOS1 PRKACB CALM2 CALM3 CALM1 
3.631224,10.471803,Cluster 0,CK1 PATHWAY,PPP1CA PPP2CA GRM1 PPP3CA PRKACG PPP1R1B PRKAR1B CDK5 CSNK1D PRKAR1A PRKAR2B PRKAR2A DRD1 DRD2 PRKACB CDK5R1 PLCB1 
3.7466152,11.509227,Cluster 0,MITR PATHWAY,MEF2B MEF2A MEF2D MEF2C MYOD1 CAMK1 HDAC9 CAMK1G YWHAH 
4.9731517,11.7415,Cluster 0,CCR3 PATHWAY,PRKCB1 PPP1R12B LIMK1 CCL11 ROCK2 MAP2K1 PIK3C2G PRKCA PTK2 GNGT1 GNB1 MYL2 GNAQ ARHA MAPK3 CFL1 GNAS MAPK1 HRAS NOX1 PLCB1 RAF1 CCR3 
4.434605,11.151051,Cluster 0,GS PATHWAY,GNGT1 GNB1 ADCY1 PRKAR1A GNAS PRKACA 
3.3658586,10.84071,Cluster 0,PGC1A PATHWAY,MEF2B HDAC5 CAMK2D MEF2A ESRRA MEF2D MEF2C PPARA SYT1 CAMK2A CAMK2B SLC2A4 PPP3CA PPP3CB PPP3CC PPARGC1 CAMK4 CAMK1 CAMK2G CALM2 CAMK1G CALM3 YWHAH CALM1 
4.8832874,11.648709,Cluster 0,PYK2 PATHWAY,MAP2K4 MAP2K2 MAP3K1 PRKCB1 MAP2K3 JUN MAP2K1 SYT1 PRKCA MAPK14 GNAQ GRB2 CALM2 CALM3 RAF1 BCAR1 CALM1 SOS1 SRC SHC1 CRKL PAK1 MAPK8 MAPK3 PTK2B PLCG1 RAC1 MAPK1 HRAS 
3.9193416,11.394611,Cluster 0,CALCINEURIN PATHWAY,PRKCB1 CDKN1A SYT1 NFATC4 NFATC3 NFATC2 NFATC1 PRKCA PPP3CA PPP3CB PPP3CC SP1 MARCKS SP3 GNAQ PLCG1 CALM2 CALM3 CALM1 
3.728492,11.098942,Cluster 0,VIP PATHWAY,EGR2 MAP3K1 EGR3 SYT1 CHUK NFATC2 NFATC1 NFKB1 NFKBIA PRKAR1B PRKAR1A GNAQ CALM2 CALM3 VIP CALM1 RELA VIPR2 PPP3CA PPP3CB PRKACG PPP3CC PRKAR2B PRKAR2A MYC PLCG1 PRKACB 
3.5215943,10.8249,Cluster 0,NDKDYNAMIN PATHWAY,SYT1 AP2A1 DNM1 EPN1 NME1 NME2 PPP3CA PICALM PPP3CB PPP3CC SYNJ2 SYNJ1 BIN1 EPS15 CALM2 CALM3 AMPH CALM1 AP2M1 
3.961727,10.912029,Cluster 0,DREAM PATHWAY,JUN CSEN OPRK1 FOS CREM PRKACG CREB1 POLR2A PRKAR1B PRKAR1A PRKAR2B PRKAR2A MAPK3 PRKACB 
4.2447867,11.462437,Cluster 0,GCR PATHWAY,RELA ANXA1 NOS3 SYT1 ADRB2 NR3C1 NFKB1 GNGT1 GNB1 PIK3R1 PIK3CA NPPA AKT1 GNAS CALM2 CALM3 CALM1 HSPCA CRN 
4.413548,10.226032,Cluster 0,NEUROTRANSMITTERS PATHWAY,PNMT TPH1 TH GAD1 HDC DBH 
4.005896,10.997789,Cluster 0,AGPCR PATHWAY,PRKCB1 PRKCA GPRK2L GNGT1 PRKACG GNB1 PRKAR1B ARRB1 PRKAR1A PRKAR2B PRKAR2A GNAS PRKACB 
4.8676834,11.777409,Cluster 0,RAC1 PATHWAY,RALBP1 PDGFRA MAP3K1 PPP1R12B NCF2 LIMK1 TRIO PLD1 VAV1 MYLK PAK1 PIK3R1 RPS6KB1 PIK3CA MYL2 CDK5 CHN1 CFL1 RAC1 ARFIP2 WASF1 CDK5R1 
3.8600905,10.812014,Cluster 0,PLCE PATHWAY,PRKACG RAP2B PTGER1 ADCY1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A PLCE1 GNAS ADRB2 PRKACB 
4.241281,11.041907,Cluster 0,MPR PATHWAY,CAP1 SRC ADCY1 MYT1 GNAI1 CDC25C CDC2 GNGT1 PRKACG ACTA1 CCNB1 RPS6KA1 GNB1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A MAPK3 GNAS MAPK1 HRAS PRKACB PIN1 
4.059896,11.383071,Cluster 0,CREB PATHWAY,PRKCB1 PRKCA MAPK14 CREB1 PIK3R1 PIK3CA PRKAR1B PRKAR1A GNAS GRB2 SOS1 CAMK2D ADCY1 CAMK2A CAMK2B RPS6KA5 PRKACG RPS6KA1 PRKAR2B PRKAR2A AKT1 MAPK3 RAC1 MAPK1 HRAS PRKACB CAMK2G 
4.5166097,11.482735,Cluster 0,BIOPEPTIDES PATHWAY,MAP2K2 PRKCB1 STAT1 MAP2K1 SYT1 STAT3 F2 PRKCA AGT MAPK14 GNB1 MAPT CDK5 AGTR2 GRB2 CALM2 CALM3 RAF1 CALM1 SOS1 CAMK2D SHC1 CAMK2A CAMK2B BDK GNAI1 MYLK GNGT1 MAPK8 GNA11 MAPK3 PTK2B PLCG1 MAPK1 HRAS FYN CAMK2G STAT5A JAK2 
4.08774,11.557958,Cluster 0,NFAT PATHWAY,EDN1 CSNK1A1 NFATC4 NFATC3 LIF NFATC2 NFATC1 ELSPBP1 AGT MAPK14 MYH2 ACTA1 PIK3CA CAMK4 CAMK1 CALR CALM2 CALM3 RAF1 CALM1 GSK3B PPP3CA PPP3CB PPP3CC AKT1 NKX2-5 CREBBP MEF2C MAP2K1 SYT1 IGF1 F2 FKBP1A HAND1 PIK3R1 RPS6KB1 PRKAR1B PRKAR1A HAND2 CAMK1G DTR CTF1 GATA4 FGF2 PRKACG MAPK8 NPPA PRKAR2B PRKAR2A MAPK3 MAPK1 HRAS PRKACB 
4.520795,11.502844,Cluster 0,MEF2D PATHWAY,CABIN1 MEF2D PRKCB1 HDAC1 HDAC2 SYT1 NFATC2 NFATC1 PRKCA PPP3CA PPP3CB PPP3CC CAPNS2 EP300 CAPNS1 CAPN2 TRA@ CALM2 TRB@ CALM3 CALM1 
17.433474,10.697781,Cluster 1,TCRA PATHWAY,CD3G CD3E CD3D ZAP70 PTPRC LCK CD4 HLA-DRA CD3Z FYN TRA@ TRB@ HLA-DRB1 
14.899585,9.4627495,Cluster 1,ACTINY PATHWAY,ARPC1A ACTR3 ACTR2 NTRK1 NCKAP1 ARPC1B WASL PSMA7 ACTA1 ARPC3 ARPC4 ARPC2 PIR RAC1 WASF1 WASF2 WASF3 NCK1 ABI-2 
16.549082,9.404889,Cluster 1,TALL1 PATHWAY,RELA TNFRSF13C TNFRSF13B CHUK TNFSF13 TRAF3 TRAF2 NFKB1 TNFSF13B MAPK14 MAPK8 TRAF5 TRAF6 TNFRSF17 MAP3K14 
17.518364,10.587804,Cluster 1,TOB1 PATHWAY,TGFB1 MADH4 MADH3 TGFB3 TGFB2 CD3G TGFBR1 CD3E TOB2 TGFBR2 CD3D TOB1 IL2 TGFBR3 IL4 IL2RA IFNG CD3Z CD28 TRA@ TRB@ 
16.347437,9.637148,Cluster 1,IFNA PATHWAY,STAT1 IFNA1 STAT2 ISGF3G IFNB1 TYK2 IFNAR1 JAK1 IFNAR2 
16.446114,9.767965,Cluster 1,DC PATHWAY,IL10 CSF2 IFNA1 IL13 IL3 TLR2 IL5 CD2 IL4 CD5 CD7 ANPEP IFNG TLR9 ITGAX IFNB1 IL12B IL12A TLR7 TNFRSF5 TLR4 CD33 
17.725801,10.424791,Cluster 1,IL17 PATHWAY,CSF3 IL17 CD3G CD3E CD3D IL3 CD2 IL6 CD4 KITLG IL8 CD8A CD3Z TRA@ CD58 TRB@ CD34 
15.265413,9.622612,Cluster 1,CDC42RAC PATHWAY,ARPC1A ACTR3 PDGFRA ACTR2 ARPC1B WASL CDC42 PAK1 ARPC3 PIK3R1 PIK3CA ARPC4 ARPC2 ARHA RAC1 
16.302917,10.648337,Cluster 1,IL7 PATHWAY,STAT5B CREBBP NMI IL2RG IL7 LCK PIK3R1 PIK3CA EP300 PTK2B BCL2 FYN JAK3 JAK1 STAT5A IL7R 
16.143122,9.436875,Cluster 1,DEATH PATHWAY,DFFB DFFA APAF1 CHUK CFLAR TNFRSF10B TNFRSF10A TRAF2 NFKB1 NFKBIA BCL2 GAS2 CYCS MAP3K14 TNFRSF25 BIRC2 BIRC3 BIRC4 RELA TRADD LMNA CASP8 CASP9 CASP6 CASP7 CASP10 CASP3 TNFSF12 FADD TNFSF10 RIPK1 SPTAN1 BID 
17.552729,10.485634,Cluster 1,TCRMOLECULE,CD3Z CD3G TRA@ TRB@ CD3E CD3D 
16.26766,10.88302,Cluster 1,TCR PATHWAY,MAP2K4 MAP3K1 PRKCB1 JUN MAP2K1 SYT1 NFATC4 FOS NFATC3 NFATC2 NFATC1 PRKCA NFKB1 VAV1 NFKBIA RASA1 ZAP70 LCK PIK3R1 PIK3CA CD3Z PTPN7 GRB2 TRA@ CALM2 CALM3 RAF1 LAT CALM1 SOS1 RELA SHC1 CD3G ELK1 CD3E CD3D PPP3CA PPP3CB PPP3CC MAPK8 MAPK3 PLCG1 RAC1 HRAS FYN TRB@ 
16.287783,10.073404,Cluster 1,MONOCYTE PATHWAY,ITGB2 ITGB1 SELP ITGA4 SELL PECAM1 SELE ITGAM ITGAL ICAM1 CD44 
16.158274,9.876993,Cluster 1,TOLL PATHWAY,MAP2K4 SITPEC MAP3K1 MAP2K3 JUN PPARA CHUK FOS TIRAP NFKB1 MAPK14 TLR2 MAP3K7IP1 MYD88 NFKBIA MAP3K7IP2 TOLLIP TRAF6 TLR9 TLR7 TLR10 TLR6 MAP3K14 TLR4 TLR3 RELA LY96 ELK1 PRKR IKBKB PGLYRP MAPK8 IRAK1 CD14 MAP3K7 IKBKG MAP2K6 
16.523117,10.316189,Cluster 1,NKCELLS PATHWAY,ITGB1 KLRC3 SYK MAP2K1 KLRC4 HLA-A IL18 VAV1 PAK1 PIK3R1 PIK3CA MAPK3 PTK2B KLRD1 RAC1 KLRC1 KLRC2 B2M PTPN6 LAT 
15.880367,10.30971,Cluster 1,STAT3 PATHWAY,FRAP1 STAT3 MAPK3 MAPK1 JAK3 TYK2 JAK1 JAK2 
15.965186,9.669724,Cluster 1,MITOCHONDRIA PATHWAY,DFFB ENDOG BIK DFFA DIABLO APAF1 PDCD8 CASP8 CASP9 CASP6 CASP7 BCL2L1 BCL2 BAX CASP3 CYCS BAK1 BID BIRC2 BIRC3 BIRC4 
17.246494,10.04972,Cluster 1,EOSINOPHILS PATHWAY,IL5 CSF2 CCL11 CCL5 HLA-DRA IL3 CCR3 HLA-DRB1 
16.890858,9.51271,Cluster 1,IL18 PATHWAY,IFNG IL12B IL12A CASP1 IL18 IL2 
17.115938,10.663321,Cluster 1,IL12 PATHWAY,JUN STAT4 CD3G IL18 TYK2 ETV5 CD3E CD3D MAPK14 MAPK8 CXCR3 IFNG CD3Z IL12B IL12A TRA@ IL12RB2 TRB@ IL12RB1 CCR5 MAP2K6 IL18R1 JAK2 
15.9365635,10.855197,Cluster 1,GATA3 PATHWAY,MAP2K3 IL13 NFATC2 NFATC1 GATA3 MAPK14 MAF IL5 IL4 PRKACG PRKAR1B PRKAR1A PRKAR2B PRKAR2A JUNB PRKACB 
15.831851,10.496929,Cluster 1,IL2 PATHWAY,STAT5B JUN SHC1 SYK CSNK2A1 MAP2K1 FOS IL2RG ELK1 IL2 LCK MAPK8 IL2RA IL2RB MAPK3 HRAS GRB2 JAK3 JAK1 STAT5A RAF1 SOS1 
16.384909,9.830088,Cluster 1,IFNG PATHWAY,STAT1 IFNGR1 IFNGR2 IFNG JAK1 JAK2 
16.472107,10.866782,Cluster 1,CSK PATHWAY,CREBBP ADCY1 CD3G CD3E CD3D GNGT1 PRKACG ZAP70 PTPRC LCK CD4 GNB1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A HLA-DRA CD3Z GNAS CSK TRA@ PRKACB TRB@ HLA-DRB1 
17.590944,10.530793,Cluster 1,CTL PATHWAY,ITGB2 GZMB PRF1 HLA-A CD3G ITGAL CD3E ICAM1 CD3D TNFSF6 CD3Z TNFRSF6 TRA@ B2M TRB@ 
15.651421,9.956789,Cluster 1,AHSP PATHWAY,CPO FECH ALAS2 ALAS1 HBB UROS HBA1 HBA2 GATA1 ERAF ALAD HMBS UROD 
15.09007,9.490385,Cluster 1,SALMONELLA PATHWAY,ARPC1A ACTR3 ACTA1 ACTR2 ARPC3 ARPC4 ARPC2 ARPC1B RAC1 WASL WASF1 CDC42 
16.357443,10.086325,Cluster 1,LYMPHOCYTE PATHWAY,ITGB2 ITGB1 ITGA4 SELL PECAM1 SELE ITGAL ICAM1 CD44 
16.55652,9.645207,Cluster 1,TH1TH2 PATHWAY,CD86 IL4R IFNGR1 IFNGR2 IL18 IL2 IL4 IL2RA TNFSF5 IFNG HLA-DRA CD28 IL12B IL12A IL12RB2 IL12RB1 TNFRSF5 IL18R1 HLA-DRB1 
16.516932,10.816788,Cluster 1,AMI PATHWAY,CREBBP ADCY1 CD3G CD3E CD3D GNGT1 PRKACG ZAP70 PTPRC LCK CD4 GNB1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A HLA-DRA CD3Z GNAS CSK TRA@ PRKACB TRB@ HLA-DRB1 
16.386414,9.713608,Cluster 1,NKT PATHWAY,TGFB1 CCR2 CCR1 IL4R TGFB3 TGFB2 IFNGR1 IFNGR2 IL2 IL5 IL4 CD4 TNFSF5 IFNG CD28 IL18R1 CSF2 CXCR4 CXCR3 CCL4 CCL3 IL12B IL12A CCR7 IL12RB2 IL12RB1 CCR5 CCR4 CCR3 
17.465502,10.785366,Cluster 1,CTLA4 PATHWAY,CD86 CD80 PTPN11 ICOSL CD3G CD3E CD3D IL2 LCK PIK3R1 PIK3CA HLA-DRA CD3Z CD28 CTLA4 GRB2 TRA@ TRB@ ITK ICOS HLA-DRB1 
17.492636,10.648617,Cluster 1,TCYTOTOXIC PATHWAY,ITGB2 CD3G THY1 ITGAL CD3E ICAM1 CD3D CD2 PTPRC CD8A CD3Z CD28 TRA@ TRB@ 
17.066107,10.265579,Cluster 1,D4GDI PATHWAY,JUN APAF1 GZMB PRF1 ARHGAP5 CASP8 CASP9 CASP10 ARHGDIB CASP3 CYCS ADPRT CASP1 
17.502182,10.748043,Cluster 1,NO2IL12 PATHWAY,STAT4 CD3G TYK2 CD3E CD3D NOS2A CD2 CD4 CXCR3 IFNG CD3Z IL12B IL12A IL12RB2 IL12RB1 CCR5 JAK2 
17.343687,10.696053,Cluster 1,THELPER PATHWAY,ITGB2 CD3G THY1 ITGAL CD3E ICAM1 CD3D CD2 PTPRC CD4 CD3Z CD28 TRA@ TRB@ 
17.013433,10.176466,Cluster 1,CASPASE PATHWAY,DFFB DFFA APAF1 GZMB LMNB1 PRF1 LMNB2 LMNA CASP8 CASP9 CASP6 CASP7 CASP10 ARHGDIB CASP4 CASP2 CASP3 CYCS ADPRT CASP1 BIRC2 BIRC3 BIRC4 
16.463982,9.766009,Cluster 1,BLYMPHOCYTE PATHWAY,ITGB2 CR1 PTPRC CR2 FCGR2B CD80 HLA-DRA ITGAL TNFRSF5 ICAM1 HLA-DRB1 
17.482424,10.72188,Cluster 1,TCAPOPTOSIS PATHWAY,CD4 TNFSF6 CD3Z CD28 TNFRSF6 CD3G TRA@ TRB@ CD3E CCR5 CD3D 
16.337969,10.31173,Cluster 1,TSP1 PATHWAY,JUN FOS CASP3 THBS1 FYN CD36 MAPK14 
16.26163,9.958485,Cluster 1,NEUTROPHIL PATHWAY,ITGB2 SELL PECAM1 SELE ITGAM ITGAL ICAM1 CD44 
15.997383,9.999523,Cluster 1,IL22BP PATHWAY,IL22 STAT5B STAT1 STAT3 IL10RA TYK2 SOCS3 IL22RA2 IL22RA1 JAK3 JAK1 STAT5A JAK2 
16.790045,10.461642,Cluster 1,BBCELL PATHWAY,CD4 TNFSF6 TNFSF5 HLA-DRA CD28 TNFRSF6 TNFRSF5 HLA-DRB1 
15.720596,10.148502,Cluster 1,IL3 PATHWAY,STAT5B SHC1 MAP2K1 FOS CSF2RB IL3 IL3RA MAPK3 HRAS GRB2 PTPN6 STAT5A RAF1 SOS1 JAK2 
11.938977,10.394991,Cluster 2,INSULIN PATHWAY,INSR JUN IRS1 SHC1 CSNK2A1 MAP2K1 SRF FOS PTPN11 SLC2A4 ELK1 INS RASA1 MAPK8 PIK3R1 PIK3CA MAPK3 HRAS GRB2 RAF1 SOS1 
11.267419,10.572854,Cluster 2,MCALPAIN PATHWAY,ITGA1 EGF PTK2 VIL2 ACTA1 MYL2 PRKAR1B PRKAR1A TLN1 ITGB1 PXN EGFR MYLK PRKACG CAPNS2 PRKAR2B CXCR3 CAPNS1 PRKAR2A MAPK3 MAPK1 CAPN1 HRAS CAPN2 PRKACB 
10.926564,10.262629,Cluster 2,HIF PATHWAY,EDN1 EPO JUN NOS3 VEGF ARNT HIF1A COPS5 CREB1 LDHA EP300 ASPH VHL P4HB HSPCA 
10.696961,9.729278,Cluster 2,AKAP13 PATHWAY,AKAP13 PRKACG GNA12 PRKAR2B PRKAR2A ARHA EDG2 PRKAG1 EDG4 PRKACB EDG7 
10.471522,10.464062,Cluster 2,ACE2 PATHWAY,ACE2 COL4A1 COL4A3 COL4A2 COL4A5 CMA1 COL4A4 AGTR2 COL4A6 AGTR1 REN AGT 
11.154148,10.055888,Cluster 2,VEGF PATHWAY,EIF2B5 EIF2B4 PRKCB1 EIF2B3 NOS3 VEGF ARNT PRKCA EIF2S3 EIF2S2 EIF1 EIF2S1 PTK2 PIK3R1 PIK3CA EIF1A FLT1 SHC1 PXN FLT4 ELAVL1 HIF1A VHL KDR PLCG1 HRAS EIF2B2 EIF2B1 
11.878736,9.744267,Cluster 2,S1P PATHWAY,MBTPS1 SREBF1 MBTPS2 SREBF2 EPLIN HMGCS1 SCAP LDLR 
11.574306,10.747638,Cluster 2,ECM PATHWAY,GSN ITGA1 ITGB1 SRC ROCK1 SHC1 PXN MAP2K1 MYLK ARHGAP5 PTK2 DIAPH1 PIK3R1 PIK3CA MYL2 ARHA MAPK3 MAPK1 HRAS FYN TLN1 PFN1 RAF1 
10.39401,10.058259,Cluster 2,EEA1 PATHWAY,TF EGF HGS TFRC RAB5A EGFR EEA1 
10.291413,10.000317,Cluster 2,ERBB3 PATHWAY,EGF ERBB3 UBE2D1 NRG1 EGFR 
12.105556,10.408772,Cluster 2,IGF1R PATHWAY,IRS1 SHC1 MAP2K1 BAD IGF1R PIK3R1 PIK3CA AKT1 MAPK3 MAPK1 HRAS GRB2 YWHAH RAF1 SOS1 
12.29207,10.122199,Cluster 2,NGF PATHWAY,NGFR JUN SHC1 KLK2 CSNK2A1 MAP2K1 FOS ELK1 DPM2 NGFB MAPK8 PIK3R1 PIK3CA MAPK3 PLCG1 HRAS GRB2 RAF1 SOS1 
11.924493,9.967028,Cluster 2,PS1 PATHWAY,FZD1 NOTCH1 GSK3B CTNNB1 AXIN1 PSEN1 DLL1 RBPSUH ADAM17 APC DVL1 WNT1 BTRC TCF1 
11.133008,10.845027,Cluster 2,LONGEVITY PATHWAY,SHC1 IGF1 SOD3 IGF1R SOD1 GH1 SOD2 GHR CAT PIK3R1 PIK3CA AKT1 FOXO3A HRAS 
12.4831295,9.700913,Cluster 2,PITX2 PATHWAY,LEF1 CREBBP FZD1 GSK3B HDAC1 TRRAP LDB1 CTNNB1 AXIN1 APC DVL1 EP300 PPARBP WNT1 PITX2 HTATIP 
11.755874,10.7022705,Cluster 2,SPRY PATHWAY,SRC EGF SHC1 MAP2K1 CBL EGFR RASA1 PTPRB MAPK3 SPRY4 SPRY3 SPRY2 MAPK1 HRAS SPRY1 GRB2 RAF1 SOS1 
12.217497,10.101653,Cluster 2,PTDINS PATHWAY,LYN GSK3B GSK3A ARF1 BAD PDPK1 PRKCE PFKX AP2A1 VAV2 EEA1 PRKCZ PFKM PFKL RPS6KB1 AKT1 BTK PLCG1 RAC1 GRASP RAB5A PFKP AP2M1 
11.25948,10.438387,Cluster 2,UCALPAIN PATHWAY,ITGA1 ITGB1 SRC PXN ACTN3 ACTN2 ITGB3 ACTN1 PTK2 VIL2 ACTA1 CAPNS2 CAPNS1 ARHA RAC1 CAPN1 SPTAN1 TLN1 
12.308695,9.5302105,Cluster 2,RACCYCD PATHWAY,RB1 RELA CDKN1B CDKN1A NFKB1 NFKBIA TFDP1 PAK1 CDK6 PIK3R1 PIK3CA CCND1 CCNE1 CDK4 E2F1 ARHA AKT1 MAPK3 CDK2 RAC1 MAPK1 HRAS RAF1 
12.320898,10.201344,Cluster 2,ERK PATHWAY,NGFR PDGFRA MAP2K2 MAP2K1 STAT3 PPP2CA DPM2 GNB1 GNAS GRB2 RAF1 SOS1 ITGB1 SRC SHC1 KLK2 PTPRR ELK1 EGFR IGF1R RPS6KA5 NGFB GNGT1 RPS6KA1 MKNK1 MKNK2 MYC MAPK3 MAPK1 HRAS 
11.488796,10.564683,Cluster 2,INTEGRIN PATHWAY,ITGA1 MAP2K2 PPP1R12B JUN MAP2K1 ACTN3 ACTN2 CAV1 ACTN1 PTK2 BCR ACTA1 ARHA GRF2 ZYX GRB2 TLN1 RAF1 BCAR1 VCL SOS1 ITGB1 SRC ROCK1 SHC1 PXN CRKL RAP1A MAPK8 CAPNS2 CAPNS1 MAPK3 TNS MAPK1 CAPN1 HRAS CSK FYN 
12.398164,9.937346,Cluster 2,RAS PATHWAY,RHOA RALBP1 RELA MAP2K1 RALA CHUK BAD H2AFX ELK1 NFKB1 CDC42 MLLT7 CASP9 PIK3R1 PIK3CA ARHA BCL2L1 AKT1 MAPK3 RAC1 HRAS RALGDS RAF1 
11.235008,10.8333025,Cluster 2,EDG1 PATHWAY,PDGFRA PRKCB1 SPHK1 PRKCA PTK2 GNB1 PIK3R1 PIK3CA ARHA PLCB1 SRC ADCY1 ITGB3 EDG1 PDGFA GNAI1 ASAH1 GNGT1 SMPD2 SMPD1 AKT1 MAPK3 SKIP RAC1 MAPK1 ITGAV 
10.781686,10.39103,Cluster 2,CARDIACEGF PATHWAY,EDN1 RELA EGF PRKCB1 JUN ADAM12 FOS PRKCA NFKB1 AGT EGFR EDNRA EDNRB MYC ARHA AGTR2 PLCG1 HRAS 
