x,y,Name,Genes
6.228245,-0.6406649,SKP2E2F PATHWAY,RB1 CCNA1 TFDP1 CDC34 SKP1A CCNE1 E2F1 CDK2 CUL1 SKP2
3.1630983,6.89286,NO2IL12 PATHWAY,STAT4 CD3G TYK2 CD3E CD3D NOS2A CD2 CD4 CXCR3 IFNG CD3Z IL12B IL12A IL12RB2 IL12RB1 CCR5 JAK2
4.480225,2.4232228,GLEEVEC PATHWAY,STAT5B MAP2K4 MAP3K1 JUN STAT1 MAP2K1 FOS CRKL BCR MAPK8 PIK3R1 PIK3CA MYC AKT1 MAPK3 BCL2 HRAS GRB2 STAT5A RAF1 SOS1 JAK2
4.2135186,1.4477363,CIRCADIAN PATHWAY,PER1 CRY2 CRY1 CSNK1E CLOCK ARNTL
4.044078,6.4476714,BBCELL PATHWAY,CD4 TNFSF6 TNFSF5 HLA-DRA CD28 TNFRSF6 TNFRSF5 HLA-DRB1
1.3298545,3.175133,KERATINOCYTE PATHWAY,MAP2K4 PRKCH PRKCG EGF MAP3K1 PRKCB1 MAP2K3 JUN DAXX PRKCD MAP2K1 CHUK PRKCE FOS TRAF2 PRKCA NFKB1 TNFRSF1A MAPK13 PPP2CA TNFRSF1B MAPK14 NFKBIA SP1 TNFSF6 BCL2 PRKCQ MAP3K14 RAF1 CEBPA RELA TNF ETS1 EGFR ETS2 IKBKB MAPK8 MAPK3 MAPK1 HRAS TNFRSF6 RIPK1 HOXA7 MAP3K5 MAP2K6 MAP2K7
2.5860958,3.9960988,CHEMICAL PATHWAY,PRKCB1 STAT1 PXN APAF1 BAD PRKCA EIF2S1 PTK2 CASP9 CASP6 CASP7 BCL2L1 AKT1 BCL2 BAX CASP3 ATM CYCS ADPRT TLN1 BID TP53
7.00452,2.174199,HIF PATHWAY,EDN1 EPO JUN NOS3 VEGF ARNT HIF1A COPS5 CREB1 LDHA EP300 ASPH VHL P4HB HSPCA
9.199567,1.0145129,METHIONINE PATHWAY,BCKDHB BCKDK CBS CTH MUT
2.986906,5.8097,CASPASE PATHWAY,DFFB DFFA APAF1 GZMB LMNB1 PRF1 LMNB2 LMNA CASP8 CASP9 CASP6 CASP7 CASP10 ARHGDIB CASP4 CASP2 CASP3 CYCS ADPRT CASP1 BIRC2 BIRC3 BIRC4
5.6031184,3.4954133,BAD PATHWAY,ADCY1 BAD IGF1 CSF2RB IGF1R IL3 PRKACG KITLG KIT PIK3R1 PIK3CA PRKAR1B PRKAR1A PRKAR2B IL3RA PRKAR2A BCL2L1 AKT1 BCL2 BAX PRKACB YWHAH
4.0657535,4.4097967,TSP1 PATHWAY,JUN FOS CASP3 THBS1 FYN CD36 MAPK14
3.7690141,3.2803888,ARENRF2 PATHWAY,PRKCB1 JUN KEAP1 FOS PRKCA MAPK14 MAFF CREB1 MAPK8 FXYD2 MAFG MAPK1 MAFK NFE2L2
2.6487496,1.7756686,TGFB PATHWAY,TGFB1 MADH4 CREBBP MADH3 TGFB3 MADH2 TGFB2 MAP2K1 MADH7 MADHIP TGFBR1 TGFBR2 MAP3K7IP1 APC CDH1 EP300 MAPK3 SKIL MAP3K7
6.759305,5.629579,CACAM PATHWAY,CAMK2D SYT1 CAMK2A CAMK2B CAMKK1 CAMKK2 CREB1 CAMK4 CAMK1 CAMK2G CALM2 CAMK1G CALM3 CALM1
5.7156696,5.343549,GPCR PATHWAY,PRKCB1 JUN MAP2K1 SYT1 NFATC4 FOS NFATC3 NFATC2 NFATC1 PRKCA CREB1 GNB1 PRKAR1B PRKAR1A GNAQ GNAS CALM2 CALM3 RAF1 CALM1 ADCY1 ELK1 GNAI1 PPP3CA GNGT1 PPP3CB PRKACG PPP3CC RPS6KA3 PRKAR2B PRKAR2A MAPK3 PLCG1 HRAS PRKACB
3.431478,5.3988166,BLYMPHOCYTE PATHWAY,ITGB2 CR1 PTPRC CR2 FCGR2B CD80 HLA-DRA ITGAL TNFRSF5 ICAM1 HLA-DRB1
6.241627,2.8122916,LONGEVITY PATHWAY,SHC1 IGF1 SOD3 IGF1R SOD1 GH1 SOD2 GHR CAT PIK3R1 PIK3CA AKT1 FOXO3A HRAS
7.8887796,5.268495,REELIN PATHWAY,RELN DAB1 CDK5 FYN VLDLR CDK5R1 LRP8
5.4602957,1.48333,PS1 PATHWAY,FZD1 NOTCH1 GSK3B CTNNB1 AXIN1 PSEN1 DLL1 RBPSUH ADAM17 APC DVL1 WNT1 BTRC TCF1
8.3671055,2.8519135,RAB PATHWAY,RAB1A RAB3A ACTA1 MEL RAB7 RAB27A RAB2 RAB9A RAB5A RAB4A RAB11A RAB6A
2.5868742,3.7376268,CERAMIDE PATHWAY,MAP2K4 RELA MAP3K1 MAP2K1 BAD PDCD8 TRADD TRAF2 NFKB1 TNFRSF1A CASP8 MAPK8 SMPD1 MAPK3 BCL2 BAX FADD CYCS MAPK1 RIPK1 NSMAF RAF1
7.400818,4.457089,SHH PATHWAY,GSK3B GLI DYRK1B DYRK1A GLI2 PTCH GLI3 PRKACG SHH SMO PRKAR1B PRKAR1A PRKAR2B PRKAR2A SUFU PRKACB
5.5591455,-0.08244045,SRCRPTP PATHWAY,CDC2 SRC PRKCB1 CCNB1 PTPRA CDC25A CSK PRKCA GRB2 CDC25B CDC25C
7.0743256,0.10638937,PROTEASOME PATHWAY,PSMD14 RPN1 RPN2 UBE3A UBE2A PSMB7 PSMA6 PSMA7 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMA3 PSMB1 PSMC3 PSMB2 PSMA1 UBE1
6.714054,-0.6846194,RB PATHWAY,RB1 CDC25A MYT1 CDC25B CDC25C CDC2 WEE1 CHEK1 CDK4 CDK2 ATM YWHAH TP53
6.371821,3.462359,CDK5 PATHWAY,NGFR EGR1 MAP2K2 KLK2 MAP2K1 DPM2 NGFB CDK5 MAPK3 MAPK1 HRAS CDK5R1 RAF1
1.7471571,2.6916716,MAPK PATHWAY,TGFB1 MAP3K3 MAP3K4 TGFB3 MAP3K1 TGFB2 JUN MAP3K2 BRAF TGFBR1 MAPK13 MAPK14 MAPK11 NFKBIA MAPK12 SP1 MAPK10 MAPKAPK5 MAPKAPK2 MAPKAPK3 RAF1 PDZGEF1 ATF2 RELA SHC1 TRADD PAK2 PAK1 MKNK1 MKNK2 MYC MAP3K9 RIPK1 MAP3K7 MAP3K8 MAP3K5 MAP3K6 MEF2B MAP2K4 MAP4K2 ARAF1 MEF2A MAP2K5 MAP4K3 MEF2D MAP2K2 MAP2K3 MAP4K1 MEF2C DAXX STAT1 MAP2K1 CHUK FOS TRAF2 NFKB1 CREB1 RPS6KB2 RPS6KB1 MAP3K10 MAP3K11 GRB2 MAP3K14 MAP3K12 MAP3K13 CEBPA MAX ELK1 RPS6KA5 IKBKB RPS6KA4 MAPK9 MAPK8 RPS6KA1 RPS6KA3 RPS6KA2 MAPK3 RAC1 MAPK1 HRAS MAPK7 MAPK6 MAP4K4 MAP2K6 MAP2K7 MAP4K5 MAPK4
9.90908,1.1180332,EEA1 PATHWAY,TF EGF HGS TFRC RAB5A EGFR EEA1
1.2165945,4.8723497,PKC PATHWAY,NFKBIA RELA PRKCB1 GNAQ PRKCA NFKB1 PLCB1
7.7502155,5.9600015,GABA PATHWAY,GABRA3 GABRA2 NSF GABARAP SRC GABRA1 GABRA6 GABRA5 GABRA4 UBQLN1 DNM1 GPHN
7.598854,5.037144,CREM PATHWAY,XPO1 ADCY1 FSHB FSHR GNAS CREM FHL5
6.1243534,5.5892425,CCR5 PATHWAY,PRKCB1 JUN SYT1 FOS PRKCA MAPK14 CXCL12 MAPK8 CXCR4 GNAQ CCL4 PTK2B PLCG1 CCL2 CALM2 CALM3 CCR5 CALM1
7.35176,-0.84527826,DNAFRAGMENT PATHWAY,TOP2B DFFB ENDOG DFFA CASP7 GZMB TOP2A CASP3 HMGB1 HMGB2
1.5771209,2.8092594,NTHI PATHWAY,MADH4 CREBBP RELA MADH3 MAP2K3 DUSP1 CHUK TNF NR3C1 NFKB1 TGFBR1 TGFBR2 MAPK14 MAPK11 TLR2 IL1B IKBKB MYD88 NFKBIA IL8 EP300 MAP3K7 MAP3K14 MAP2K6
7.2263746,5.096316,CFTR PATHWAY,VIL2 PRKACG ADCY1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A GNAS ADRB2 PRKACB SLC9A3R1 CFTR
3.3074405,1.0124487,PAR1 PATHWAY,PRKCB1 PPP1R12B ROCK1 ADCY1 F2R ARHGEF1 F2 PRKCA GNAI1 GNGT1 GNB1 PIK3R1 PIK3CA GNA12 GNA13 GNAQ ARHA PTK2B MAP3K7 F2RL3 PLCB1
4.018933,2.6346462,PDGF PATHWAY,MAP2K4 PDGFRA MAP3K1 PRKCB1 JUN STAT1 CSNK2A1 MAP2K1 STAT3 FOS PRKCA RASA1 PIK3R1 PIK3CA GRB2 RAF1 SOS1 SHC1 SRF PDGFA ELK1 MAPK8 MAPK3 PLCG1 HRAS JAK1 STAT5A
4.103094,4.5966797,IL3 PATHWAY,STAT5B SHC1 MAP2K1 FOS CSF2RB IL3 IL3RA MAPK3 HRAS GRB2 PTPN6 STAT5A RAF1 SOS1 JAK2
7.4818673,0.32642058,ETC PATHWAY,GPD2 ATP5A1 UQCRC1 NDUFA1 MTCO1 CYCS SDHD SDHB SDHC SDHA
6.534603,2.6505682,SLRP PATHWAY,LUM BGN DSPG3 FMOD KERA DCN
3.272304,2.6669915,EGF PATHWAY,MAP2K4 EGF MAP3K1 PRKCB1 JUN STAT1 CSNK2A1 MAP2K1 STAT3 FOS PRKCA RASA1 PIK3R1 PIK3CA GRB2 RAF1 SOS1 SHC1 SRF ELK1 EGFR MAPK8 MAPK3 PLCG1 HRAS JAK1 STAT5A
3.8462772,6.498631,THELPER PATHWAY,ITGB2 CD3G THY1 ITGAL CD3E ICAM1 CD3D CD2 PTPRC CD4 CD3Z CD28 TRA@ TRB@
3.0475736,4.734952,IL22BP PATHWAY,IL22 STAT5B STAT1 STAT3 IL10RA TYK2 SOCS3 IL22RA2 IL22RA1 JAK3 JAK1 STAT5A JAK2
7.040125,1.3976809,MTA3 PATHWAY,GREB1 HSPB2 PDZK1 ESR1 GAPD HSPB1 TUBA8 MTA1 TUBA6 TUBA4 TUBA3 TUBA2 TUBA1 MTA3 ALDOA CTSD
6.506519,3.7811425,BIOPEPTIDES PATHWAY,MAP2K2 PRKCB1 STAT1 MAP2K1 SYT1 STAT3 F2 PRKCA AGT MAPK14 GNB1 MAPT CDK5 AGTR2 GRB2 CALM2 CALM3 RAF1 CALM1 SOS1 CAMK2D SHC1 CAMK2A CAMK2B BDK GNAI1 MYLK GNGT1 MAPK8 GNA11 MAPK3 PTK2B PLCG1 MAPK1 HRAS FYN CAMK2G STAT5A JAK2
7.08257,4.540928,MPR PATHWAY,CAP1 SRC ADCY1 MYT1 GNAI1 CDC25C CDC2 GNGT1 PRKACG ACTA1 CCNB1 RPS6KA1 GNB1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A MAPK3 GNAS MAPK1 HRAS PRKACB PIN1
1.2283921,3.2473786,IL1R PATHWAY,TGFB1 SITPEC TGFB3 MAP3K1 MAP2K3 TGFB2 JUN IL1R1 CHUK NFKB1 MAPK14 IL1A MAP3K7IP1 IL1B MYD88 NFKBIA IL6 TOLLIP TRAF6 MAP3K14 IL1RN RELA IFNA1 IL1RAP TNF IKBKB MAPK8 IRAK2 IRAK3 IRAK1 IFNB1 MAP3K7 MAP2K6
5.418187,3.328059,RAC1 PATHWAY,RALBP1 PDGFRA MAP3K1 PPP1R12B NCF2 LIMK1 TRIO PLD1 VAV1 MYLK PAK1 PIK3R1 RPS6KB1 PIK3CA MYL2 CDK5 CHN1 CFL1 RAC1 ARFIP2 WASF1 CDK5R1
6.3607507,4.7929096,GCR PATHWAY,RELA ANXA1 NOS3 SYT1 ADRB2 NR3C1 NFKB1 GNGT1 GNB1 PIK3R1 PIK3CA NPPA AKT1 GNAS CALM2 CALM3 CALM1 HSPCA CRN
7.7067556,3.4750867,SPPA PATHWAY,ITGA1 ITGB1 SRC PRKCB1 F2R SYK MAP2K1 PLA2G4A F2 PRKCA GNAI1 PTGS1 PTK2 GNGT1 GNB1 TBXAS1 MAPK3 MAPK1 HRAS F2RL3 PLCB1 RAF1
2.8107684,4.095267,RHO PATHWAY,GSN ACTR3 ARHGEF11 ACTR2 PPP1R12B LIMK1 BAIAP2 DIAPH1 ARPC3 MYL2 ARPC4 ARPC2 ARHA ARHGEF5 TLN1 PFN1 VCL ARPC1A SRC ROCK1 ARHGEF1 ARPC1B ARHGAP1 ARHGAP6 ARHGAP4 MYLK ARHGAP5 OPHN1 PIP5K1A CFL1 PIP5K1B
5.8407893,1.0802928,PYK2 PATHWAY,MAP2K4 MAP2K2 MAP3K1 PRKCB1 MAP2K3 JUN MAP2K1 SYT1 PRKCA MAPK14 GNAQ GRB2 CALM2 CALM3 RAF1 BCAR1 CALM1 SOS1 SRC SHC1 CRKL PAK1 MAPK8 MAPK3 PTK2B PLCG1 RAC1 MAPK1 HRAS
9.786801,1.235095,UREACYCLE PATHWAY,GLUD1 ASS ARG1 CPS1 GOT1 ASL GLS
7.3313613,-0.79922944,PLK3 PATHWAY,CHEK1 CHEK2 ATM YWHAH ATR TP53 CNK CDC25C
1.790782,5.923019,STEM PATHWAY,IL11 EPO CSF3 CSF2 CSF1 IL3 IL2 IL5 IL4 IL7 IL6 CD4 IL9 IL8 CD8A
1.6391456,6.0875273,ASBCELL PATHWAY,IL4 IL10 CD4 TNFSF6 TNFSF5 CD80 HLA-DRA CD28 TNFRSF6 TNFRSF5 IL2 HLA-DRB1
3.92384,6.959535,CTLA4 PATHWAY,CD86 CD80 PTPN11 ICOSL CD3G CD3E CD3D IL2 LCK PIK3R1 PIK3CA HLA-DRA CD3Z CD28 CTLA4 GRB2 TRA@ TRB@ ITK ICOS HLA-DRB1
1.0463214,5.381693,IL10 PATHWAY,IL10 STAT1 STAT3 IL10RB IL10RA TNF IL1A IL6 HMOX1 JAK1 BLVRB STAT5A BLVRA
7.649027,5.983369,FOSB PATHWAY,GRIA2 JUND PPP1R1B CDK5 FOSB
2.22621,5.1037207,CDC42RAC PATHWAY,ARPC1A ACTR3 PDGFRA ACTR2 ARPC1B WASL CDC42 PAK1 ARPC3 PIK3R1 PIK3CA ARPC4 ARPC2 ARHA RAC1
3.9414651,0.59800744,EIF4 PATHWAY,EIF4A2 EIF4A1 PRKCB1 IRS1 PDPK1 EIF4EBP1 PTEN PRKCA MAPK14 GHR PIK3R1 RPS6KB1 PIK3CA MKNK1 FRAP1 AKT1 MAPK3 EIF4G1 PABPC1 MAPK1 EIF4E EIF4G3 EIF4G2 PDK2
2.3762844,5.9859166,DC PATHWAY,IL10 CSF2 IFNA1 IL13 IL3 TLR2 IL5 CD2 IL4 CD5 CD7 ANPEP IFNG TLR9 ITGAX IFNB1 IL12B IL12A TLR7 TNFRSF5 TLR4 CD33
6.2350063,0.7081028,ACTINY PATHWAY,ARPC1A ACTR3 ACTR2 NTRK1 NCKAP1 ARPC1B WASL PSMA7 ACTA1 ARPC3 ARPC4 ARPC2 PIR RAC1 WASF1 WASF2 WASF3 NCK1 ABI-2
3.1980395,1.6589218,MYOSIN PATHWAY,PRKCB1 PPP1R12B ROCK1 ARHGEF1 PRKCA MYLK ARHGAP5 GNGT1 GNB1 PRKCL1 MYL2 GNA12 GNA13 GNAQ PLCB1
8.768638,2.1146183,BETAOXIDATION PATHWAY,ACADM ACADL HADHA ACAT1 ECHS1 ACADS
7.7088084,2.9165423,MITR PATHWAY,MEF2B MEF2A MEF2D MEF2C MYOD1 CAMK1 HDAC9 CAMK1G YWHAH
7.6920624,2.1483061,LEPTIN PATHWAY,PRKAA2 CPT1A LEP PRKAG2 LEPR PRKAG1 PRKAB1 PRKAB2 PRKAA1 ACACA
3.778315,6.945134,TCRA PATHWAY,CD3G CD3E CD3D ZAP70 PTPRC LCK CD4 HLA-DRA CD3Z FYN TRA@ TRB@ HLA-DRB1
3.1468937,6.645311,TOB1 PATHWAY,TGFB1 MADH4 MADH3 TGFB3 TGFB2 CD3G TGFBR1 CD3E TOB2 TGFBR2 CD3D TOB1 IL2 TGFBR3 IL4 IL2RA IFNG CD3Z CD28 TRA@ TRB@
6.6812606,1.8833717,PLCD PATHWAY,TGM2 PRKCB1 PLCD1 PRKCA ADRA1B
3.89626,5.218803,IL7 PATHWAY,STAT5B CREBBP NMI IL2RG IL7 LCK PIK3R1 PIK3CA EP300 PTK2B BCL2 FYN JAK3 JAK1 STAT5A IL7R
2.8076415,3.0331151,CDMAC PATHWAY,RELA PRKCB1 JUN MAP2K1 FOS TNF PRKCA CUZD1 NFKB1 NFKBIA MYC MAPK3 MAPK1 HRAS PLCB1 RAF1
5.8980594,5.20167,FMLP PATHWAY,MAP2K2 MAP3K1 MAP2K3 MAP2K1 SYT1 NFATC4 NFATC3 NFATC2 NFATC1 NFKB1 MAPK14 NFKBIA GNB1 CAMK1 NCF1 CALM2 CAMK1G CALM3 PLCB1 RAF1 CALM1 RELA NCF2 FPR1 PIK3C2G ELK1 PPP3CA GNA15 GNGT1 PPP3CB PPP3CC PAK1 MAPK3 RAC1 MAPK1 HRAS MAP2K6
4.571556,0.5072877,TEL PATHWAY,RB1 XRCC5 TNKS G22P1 TERF1 PRKCA EGFR IGF1R PPP2CA POLR2A TERT TEP1 MYC AKT1 BCL2 TP53 HSPCA KRAS2
3.7049944,6.3959002,IL17 PATHWAY,CSF3 IL17 CD3G CD3E CD3D IL3 CD2 IL6 CD4 KITLG IL8 CD8A CD3Z TRA@ CD58 TRB@ CD34
1.6518178,4.856105,CBL PATHWAY,CSF1R SH3GLB2 SRC EGF PDGFRA PRKCB1 SH3GLB1 SH3KBP1 PRKCA CBL EGFR MET GRB2
4.3513994,3.1035888,HBX PATHWAY,HBXIP SRC CREB1 SHC1 PTK2B HRAS GRB2 SOS1
7.119535,4.8414044,CHREBP PATHWAY,PRKAA2 ADCY1 BUCS1 PRKAG2 BG1 PRKAG1 PRKAB1 PRKAB2 PRKAA1 PPP2CA GNGT1 PRKACG GNB1 PRKAR1B PRKAR1A PRKAR2B WBSCR14 PRKAR2A GNAS PRKACB
4.6165423,3.4589417,AKT PATHWAY,RELA CHUK BAD PDPK1 NFKB1 GH1 PPP2CA MLLT7 NFKBIA GHR CASP9 PIK3R1 PIK3CA TNFSF6 AKT1 FOXO3A FOXO1A YWHAH HSPCA
1.2958127,5.8917546,INFLAM PATHWAY,TGFB1 IL11 TGFB3 TGFB2 IL10 IL15 IL13 IL3 IL2 IL1A IL5 IL4 IL7 IL6 CD4 IL8 IFNG HLA-DRA LTA HLA-DRB1 CSF3 CSF2 CSF1 IFNA1 PDGFA TNF IFNB1 IL12B IL12A
7.3017344,-0.8540006,PTC1 PATHWAY,XPO1 CDC2 SHH CDK7 CCNB1 CCNH CDC25A MNAT1 PTCH CDC25B CDC25C
7.3258247,5.971259,TUBBY PATHWAY,GNGT1 TUB CHRM1 GNB1 GNAQ HTR2C PLCB1
7.1496315,5.906821,BOTULIN PATHWAY,SNAP25 CHRNA1 CHRM1 VAMP2 STX1A
2.8207529,5.5064564,TALL1 PATHWAY,RELA TNFRSF13C TNFRSF13B CHUK TNFSF13 TRAF3 TRAF2 NFKB1 TNFSF13B MAPK14 MAPK8 TRAF5 TRAF6 TNFRSF17 MAP3K14
9.663818,0.98986715,COMP PATHWAY,C1QB DF C1QA C1R BF MASP1 C1S C8A C4A C2 C3 C4B C5 C6 C7 C9 MASP2 C1QG MBL2
1.970099,3.5958447,FAS PATHWAY,MAP2K4 DFFB MAP3K1 JUN DFFA DAXX CFLAR PTPN13 TNFSF6 ADPRT RB1 FAF1 LMNB1 PRKDC LMNB2 LMNA CASP8 PAK2 PAK1 MAPK8 CASP6 CASP7 CASP10 ARHGDIB CASP3 FADD RIPK2 TNFRSF6 MAP3K7 SPTAN1
4.028147,1.830257,ION PATHWAY,PRKCB1 P2RY2 PTK2B PLCG1 PRKCA
2.2113674,5.3796787,IFNA PATHWAY,STAT1 IFNA1 STAT2 ISGF3G IFNB1 TYK2 IFNAR1 JAK1 IFNAR2
8.079772,3.6851003,AGPCR PATHWAY,PRKCB1 PRKCA GPRK2L GNGT1 PRKACG GNB1 PRKAR1B ARRB1 PRKAR1A PRKAR2B PRKAR2A GNAS PRKACB
8.404458,3.501441,PARKIN PATHWAY,PARK2 GPR37 SNCAIP UBL1 UBE2F PNUTL1 UBE2E2 UBE2G2 UBE2L6 UBE2G1 SNCA UBE2L3
6.846876,2.3923306,VITCB PATHWAY,COL4A1 COL4A3 COL4A2 SLC23A2 COL4A5 COL4A4 SLC2A1 SLC23A1 P4HB SLC2A3 COL4A6
6.294675,1.8345217,CELL2CELL PATHWAY,SRC PXN ACTN3 CTNNB1 ACTN2 ACTN1 PTK2 CTNNA2 PECAM1 CTNNA1 CSK BCAR1 VCL
9.865685,1.2951969,ARGININEC PATHWAY,OAT GLUD1 ALDH4A1 ARG1 GLS PRODH
1.1240369,3.3210237,CD40 PATHWAY,RELA MAP3K1 DUSP1 CHUK IKBKAP TNFAIP3 TRAF3 NFKB1 IKBKB NFKBIA TNFSF5 TRAF6 IKBKG MAP3K14 TNFRSF5
3.842542,2.015467,IGF1 PATHWAY,JUN IRS1 SHC1 CSNK2A1 MAP2K1 SRF FOS PTPN11 IGF1 ELK1 IGF1R RASA1 MAPK8 PIK3R1 PIK3CA MAPK3 HRAS GRB2 RAF1 SOS1
4.5387144,3.556124,IL2RB PATHWAY,STAT5B SYK BAD CFLAR NMI FOS PPIA PIK3R1 RPS6KB1 IL2RA PIK3CA TNFSF6 IL2RB BCL2L1 BCL2 GRB2 PTPN6 RAF1 SOS1 IRS1 SHC1 IL2RG CBL ZNFN1A3 SOCS3 CRKL SOCS1 E2F1 MYC AKT1 MAPK3 MAPK1 HRAS TNFRSF6 JAK3 JAK1 STAT5A
2.8961525,6.434535,NKT PATHWAY,TGFB1 CCR2 CCR1 IL4R TGFB3 TGFB2 IFNGR1 IFNGR2 IL2 IL5 IL4 CD4 TNFSF5 IFNG CD28 IL18R1 CSF2 CXCR4 CXCR3 CCL4 CCL3 IL12B IL12A CCR7 IL12RB2 IL12RB1 CCR5 CCR4 CCR3
7.386024,-0.41411287,G2 PATHWAY,CDKN2D CDKN1A GADD45A CDC25A BRCA1 PRKDC MYT1 CDC25B CDC25C PLK CDC2 WEE1 CDC34 CCNB1 RPS6KA1 CHEK1 EP300 CHEK2 YWHAQ ATM YWHAH ATR TP53 MDM2
4.946883,5.5060554,BCR PATHWAY,LYN MAP3K1 PRKCB1 JUN SYK MAP2K1 SYT1 NFATC4 FOS NFATC3 NFATC2 NFATC1 PRKCA VAV1 MAPK14 BTK GRB2 CALM2 CALM3 RAF1 CALM1 SOS1 SHC1 ELK1 PPP3CA CD79B PPP3CB CD79A PPP3CC MAPK8 MAPK3 BLNK PLCG1 RAC1 HRAS
3.224015,6.9342337,TCRMOLECULE,CD3Z CD3G TRA@ TRB@ CD3E CD3D
8.354915,2.0575976,FEEDER PATHWAY,TPI1 MPI TREH PYGL PYGM KHK HK1 LCT PGM1
6.2661214,-0.6869165,P53 PATHWAY,PCNA RB1 CDKN1A APAF1 GADD45A CCND1 CCNE1 CDK4 E2F1 TIMP3 CDK2 BCL2 BAX ATM TP53 MDM2
4.288395,6.198706,AMI PATHWAY,CREBBP ADCY1 CD3G CD3E CD3D GNGT1 PRKACG ZAP70 PTPRC LCK CD4 GNB1 PRKAR1B PRKAR1A PRKAR2B PRKAR2A HLA-DRA CD3Z GNAS CSK TRA@ PRKACB TRB@ HLA-DRB1
