x,y,Name,Genes
10.561917,10.303854,"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant) (human)",APH1A PSENEN PSEN1 NCSTN
14.211022,7.206008,DNA polymerase alpha-primase complex (mouse),POLA1 POLA2 PRIM2 PRIM1
11.662337,6.818229,DNMT3B complex (human),HDAC1 SIN3A KIF4B DNMT3B SMC4 SMC2 SMARCA5
11.885983,5.0273194,Rab5 GDP/GTP exchange factor complex (mouse),RABEP1 LOC100046940
12.432754,7.080798,CCT complex (chaperonin containing TCP1 complex) (mouse),CCT4 CCT3 CCT6A CCT2 TCP1 CCT8 CCT7 CCT5
8.795397,9.212446,HDAC4-ERK1 complex (human),HDAC4 MAPK3
9.062646,8.777565,HDAC4-ERK2 complex (human),HDAC4 MAPK1
9.300212,7.115643,SMRT complex (human),TBL1XR1 HDAC3 NCOR2 GPS2 TBL1X
13.090957,4.2973747,AP3 adapter complex (human),AP3M2 AP3S1 AP3D1 AP3B2 AP3S2 AP3B1 AP3M1
6.491884,7.5342846,Interferon-stimulated gene factor 3 transcription complex ISGF3 (human),STAT1 STAT2 IRF9
12.615639,8.27258,Mi2/NuRD complex (human),MTA2 HDAC1 HDAC2 RBBP4 MBD3 RBBP7 CHD4
10.108623,5.155625,AP4 adaptor complex (human),AP4M1 AP4E1 AP4B1 AP4S1
9.059184,7.3265095,TSC1-TSC2 complex (human),TSC2 TSC1
14.169627,2.5990012,nNos-Capon-Dexras1 complex (mouse),RASD1 NOS1AP NOS1
11.195538,4.0310616,"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1) (human)",CUL7 FBXW8 RBX1 SKP1
12.098419,8.591477,NUMAC complex (nucleosomal methylation activator complex) (human),SMARCD1 ACTB SMARCC1 SMARCC2 SMARCB1 SMARCE1 CARM1 ARID1A SCYL1 SMARCA4
12.49124,6.9792705,Nup 107-160 subcomplex (human),NUP107 SEH1L SEC13 NUP98 NUP43 NUP85 NUP133 NUP160 NUP37
13.004562,7.940652,"FA complex (Fanconi anemia complex), cytoplasmic (human)",FANCA FANCC FANCF FANCG
9.378132,11.239069,CD28-transactivation complex (human),NCL CD28
12.016462,6.8098907,Ku antigen-NARG1 complex (human),XRCC5 XRCC6 NAA15
9.964108,6.9731197,Anaphase-promoting complex (human),CDC23 CDC16 CDC27 ANAPC4 ANAPC5 ANAPC7 ANAPC10 ANAPC2 LOC100133898
9.776632,3.2221835,Anaphase-promoting complex (mouse),CDC23 LOC100046211 CDC16 CCDC27 ANAPC4 ANAPC7 ANAPC1 ANAPC10 ANAPC2
10.227292,7.6128016,p300-MDM2-p53 protein complex (human),EP300 TP53 MDM2
11.939649,5.741165,hNURF complex (human),BPTF SMARCA1 RBBP4 RBBP7
9.854265,7.72488,Nucleolar remodeling complex (NoRC complex) (mouse),GM13034 BAZ2A
9.812258,4.110936,Meiotic cohesin complex (mouse),REC8 GM8892 SYCP3 SMC1B
12.739726,10.944663,RNA polymerase II holoenzyme complex (human),TBP GTF2B GTF2H1 GTF2H3 GTF2F1 GTF2F2 GTF2E1 GTF2H4 GTF2E2 POLR2A POLR2B POLR2C ERCC2 POLR2D POLR2E ERCC3 POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K GTF2H2B POLR2L
13.221381,10.92847,RNA polymerase II core complex (human),POLR2A POLR2B POLR2C POLR2D POLR2E POLR2F POLR2G POLR2H POLR2I POLR2J POLR2K POLR2L
5.5158935,4.9875283,Srf-myogenin-E12 complex (mouse),MYOG SRF TCF3
10.19066,5.02103,"Fertilin complex (Adam1b, Adam2) (mouse)",ADAM2 ADAM1B
13.554332,11.211069,Prefoldin complex (human),VBP1 PFDN1 PFDN2 PFDN4 PFDN5 PFDN6
9.261667,6.33723,SNAPc (small nuclear RNA-activating protein) complex (human),SNAPC2 SNAPC3 SNAPC4 SNAPC5 SNAPC1
11.116545,7.6803164,"Polycomb repressive complex 1 (PRC1, hPRC-H) (human)",PHC1 RNF2 CBX8 PHC3 PHC2 CBX4 RING1 CBX2 BMI1 SMARCA5 YY1 SCMH1 HSPA1B
9.005867,7.781135,GPR56-CD81-Galphaq/11-Gbeta complex (human),GNB1 GNA11 GNB3 CD81 GNB2 GPR56 GNAQ GNB4
10.088805,5.1547546,GPI-GnT activity complex (human),PIGC PIGA PIGQ PIGH
9.568434,11.483562,Lymphotoxin beta receptor complex (human),LTBR LTB LTA
13.08151,11.005646,Rnase/Mrp complex (human),POP7 RPP40 POP5 POP4 RPP30 RPP21 POP1 RPP25 RPP14 RPP38
13.9945965,6.2856197,NDC80 kinetochore complex (human),SPC24 NUF2 SPC25 NDC80
10.303536,5.023026,PIDDsome complex (human),LRDD CRADD CASP2
12.775366,4.921089,Telosome complex (human),ACD LOC646359 TINF2 TERF2 TERF2IP POT1
13.158535,3.7192674,E-box sequence-binding complex (human),LMO2 BEX2 LDB1 NHLH2
8.020953,8.684297,Sos1-Abi1-Eps8 complex (mouse),ABI1 EPS8 SOS1
10.599559,10.319788,"CD147-gamma-secretase complex (APH-1a, PS-1, PEN-2, NCT variant) (human)",APH1A PSENEN BSG PSEN1 NCSTN
13.533151,2.741073,APP-FE65-LRP complex (human),APP LRP1 APBB1
8.562478,6.8139853,Gamma-BAR-AP1 complex (human),AP1G1 AP1G2 AP1S1 AP1S3 LOC653653 AP1B1 AP1AR AP1M1 AP1M2
13.88638,2.541253,Src-dynamin-synapsin complex (mouse),SRC DNM1 DNM2 SYN1
12.189106,8.493768,PBAF complex (Polybromo- and BAF containing complex) (human),SMARCD1 ACTB SMARCC1 SMARCC2 SMARCB1 PBRM1 ACTL6A ACTL6B SMARCE1 ACTG1 SMARCA4 ARID2
12.306426,5.800568,TFIIE complex (human),GTF2E1 GTF2E2
6.4094033,6.258651,TFIIF complex (transcription factor IIF) (human),GTF2F1 GTF2F2
9.996636,7.6624064,Src1-Ep300-Crebbp complex (mouse),CREBBP EP300 LOC100044566
10.639898,9.200087,Retrotranslocation complex (human),GEMIN4 SYVN1 DERL1
14.965286,7.0347857,Condensin I complex (human),NCAPG NCAPH NCAPD2 SMC4 SMC2
14.614705,7.033855,Condensin I-PARP-1-XRCC1 complex (human),PARP1 NCAPG XRCC1 NCAPH NCAPD2 SMC4 SMC2
14.569357,6.8739657,Condensin II (human),NCAPH2 NCAPG2 NCAPD3 SMC4 SMC2
11.846968,7.073418,SWAP complex (mouse),SWAP70 NCL PARP1 GM9118
9.192642,6.1884866,Conserved oligomeric Golgi (COG) complex (human),PDF COG7 COG6 COG5 COG4 COG3 COG2 COG1
13.493142,6.7517395,Cohesin-SA1 complex (human),STAG1 RAD21 SMC1A SMC3
13.58528,6.6822114,Cohesin-SA2 complex (human),RAD21 STAG2 SMC1A SMC3
9.179683,7.6182947,"Protein-sorting complex (Stam2, Hgs, Eps15) (mouse)",HGS EPS15 STAM2
13.20581,6.2613745,MRN complex (MRE11-RAD50-NBN complex) (human),NBN MRE11A RAD50
9.604083,8.131709,OGT-TRAK1-TRAK2 complex (human),OGT TRAK2 TRAK1
10.788193,9.763884,PNUTS-PP1 complex (human),PPP1R10 PPP1CA
12.577746,11.060947,26S proteasome (human),PSMD13 LOC643668 PSMB7 PSMA6 PSMA7 PSMC6 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMC5 PSMA3 PSMB1 PSMC2 PSMC3 PSMD4 PSMB2 PSMA1 LOC652826
7.025083,7.8816547,Wave-2 complex (human),CYFIP1 ABI1 NCKAP1 C3ORF10 WASF2
7.010866,8.034062,Wave-2 complex (Rac-activated) (mouse),CYFIP1 ABI1 NCKAP1 RAC1 WASF2
7.0078754,7.9258094,Wave-2 complex (mouse),CYFIP1 ABI1 NCKAP1 WASF2
12.204183,8.398001,BAF complex (human),SMARCD1 SMARCC1 SMARCC2 SMARCB1 ACTL6A ACTL6B SMARCE1 ACTG1 ARID1A ARID1B SMARCA2 SMARCA4 ACTB
14.791539,6.915228,Mitotic checkpoint complex (MCC) (human),BUB1B BUB3 MAD2L1 CDC20
12.688761,10.959302,20S proteasome (human),PSMB7 PSMA6 PSMA7 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMA3 PSMB1 PSMB2 PSMA1
12.540473,10.979142,PA28-20S proteasome (human),PSMB7 PSMA6 PSMA7 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMA3 PSMB1 PSMB2 PSMA1 PSME2 PSME1
12.624646,11.131136,PA700-20S-PA28 complex (human),LOC643668 PSMA6 PSMA7 PSMC6 PSMA4 PSMA5 PSMA2 PSMC5 PSMA3 PSMC2 PSMC3 PSMA1 PSME2 PSME1 PSMD11 PSMD10 PSMD13 PSMD12 PSMD14 PSMB7 PSMD9 PSMD7 PSMB5 PSMD8 PSMB6 PSMD5 PSMB3 PSMB4 PSMD6 PSMB1 PSMD3 PSMD4 PSMB2 PSMD1 PSMD2 LOC652826
12.609491,11.075279,PA28gamma-20S proteasome (human),PSMB7 PSMA6 PSMA7 PSMA4 PSMB5 PSMA5 PSMB6 PSMB3 PSMA2 PSMB4 PSMA3 PSMB1 PSMB2 PSMA1 PSME3
13.36172,5.9440875,HUIC complex (human),BRCA1 BARD1
13.598243,11.17644,"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 TCEB2 TCEB1 ASB2
13.562205,11.158022,"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 TCEB2 TCEB1 ASB1
13.519452,11.154752,"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 TCEB2 TCEB1 ASB6
13.631539,11.235248,"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 ASB7 RNF7 TCEB2 TCEB1
13.538087,11.148262,"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7) (human)",CUL5 RNF7 ASB12 TCEB2 TCEB1
12.637032,4.8093715,DNA ligase IV-XRCC1 complex (human),XRCC1 LIG4
13.706137,11.309672,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1) (human)",WSB1 CUL5 TCEB2 TCEB1 RBX1
7.429473,2.6975565,PDZK1-NaPiIIa-MAP17 complex (mouse),SLC34A1 PDZK1 PDZK1IP1
11.274362,4.2341323,CAND1-CUL1-RBX1 complex (human),CAND1 CUL1 RBX1
10.566448,8.680642,ARF-Mule complex (human),CDKN2A LOC440577 HUWE1
11.171532,4.1569633,CAND1-CUL2-RBX1 complex (human),CAND1 CUL2 RBX1
11.519856,4.7704945,CAND1-CUL3-RBX1 complex (human),CAND1 CUL3 RBX1
11.318849,4.5969696,CAND1-CUL4A-RBX1 complex (human),CUL4A CAND1 RBX1
11.239813,4.32619,CAND1-CUL4B-RBX1 complex (human),CUL4B CAND1 RBX1
11.149608,4.077782,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1) (human)",CUL1 BTRC SKP1
12.34639,5.7704797,NAT complex (human),MED23 CDK8 MED14 MED21 MED10 CCNC MED6
11.481958,6.115552,Mediator complex (human),MED1 CDK19 MED4 MED9 MED13L MED28 MED6 MED7 MED8 MED29 MED24 MED23 CDK8 MED26 MED25 MED20 MED22 MED21 LOC100134189 CCNC MED17 MED16 MED19 MED18 MED13 MED12 MED15 MED14 MED31 MED30 OPA1 MED11 MED10
11.454075,6.2628818,ARC complex (human),MED1 ACAD8 MED4 CCNC MED17 MED6 MED7 MED8 MED24 MED13 MED12 MED23 CDK8 MED26 MED15 MED14 MED25 MED21
13.154687,6.707275,HuCHRAC complex (human),CHRAC1 POLE3 BAZ1A SMARCA5
12.4317875,7.2786965,WICH complex (human),BAZ1B SMARCA5
12.202483,8.406598,SWI-SNF chromatin remodeling-related-BRCA1 complex (human),SMARCC1 SMARCD2 SMARCC2 SMARCB1 ACTL6A SMARCE1 BRCA1 ARID1A ARID1B SMARCA2 SMARCA4
9.039623,7.3933115,Sin3-Hdac1-Sds3 complex (mouse),SIN3B SUDS3 GM4864
13.472961,6.117652,BRCA1-CTIP-ZBRK1 repressor complex (human),ZNF350 BRCA1 RBBP8
13.737583,6.0620685,BRCA1-BACH1 complex (human),BRIP1 BRCA1
14.636263,6.7766833,RalBP1-CDC2-CCNB1 complex (human),CCNB1 LOC100129773 CDK1
14.181219,7.74027,BRAFT complex (human),FANCL BLM MLH1 RMI1 TOP3A RPA2 RPA3 FANCA RPA1 FANCC FANCF FANCE FANCG
13.604675,6.3834395,BLM complex III (human),BLM MLH1 RMI1 TOP3A
8.930381,7.652654,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex (human),CCNB1 LOC100129773 AP2A2 AP2A1 EPN1 NUMB
11.337712,9.959172,Caspase-2-TRAF2-RIP1 complex (mouse),RALBP1 CASP2 TRAF2
9.76254,5.648954,BCDX2 complex (human),RAD51C RAD51L1 RAD51L3 XRCC2
10.105117,5.2177463,RAD51C-XRCC3 complex (human),RAD51C XRCC3
13.365029,10.989398,TBPIP/HOP2-MND1 complex (human),PSMC3IP MND1
10.006981,4.8453455,RAD51B-RAD51C complex (human),RAD51C RAD51L1
14.1637745,7.352789,Hop2-Mnd1 complex (mouse),PSMC3IP LOC100044491
9.8945265,5.549907,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex (human),RAD51C RAD51L1 RAD51L3 XRCC3 XRCC2
13.278487,6.0523534,R/M complex (RAD50-MRE11 complex) (human),MRE11A RAD50
10.931298,7.5004973,ATR-ATRIP complex (human),ATR ATRIP
13.95274,7.467919,RAD17-RFC complex (human),RFC4 RFC5 RFC2 RFC3 RAD17
13.606506,3.9972181,Dysbindin-pallidin-muted-beta-dystrobrevin complex (mouse),PLDN DTNB DTNBP1 MUTED
13.606852,7.0521398,RAD17-RFC-9-1-1 checkpoint supercomplex (human),RFC4 RFC5 RFC2 RFC3 HUS1 RAD17 RAD1 RAD9A
11.027041,8.576601,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex (human),PDIA3 HSPA8 HMGB2 HMGB1L10 GAPDHL6
12.393635,7.3656874,SNF2h-cohesin-NuRD complex (human),HDAC1 HDAC2 MBD2 MBD3 BAZ1A CHD3 SMC1A SMARCA5 SMC3 STAG1 RAD21 STAG2 MTA1 MTA2 RBBP4 RBBP7
11.3901415,6.2939014,CRSP complex (human),MED24 MED1 MED23 MED26 MED15 MED14 MED25 MED21 MED17 MED6 MED7
9.83616,2.763604,PCNA-MLH1-PMS1 complex (human),PCNA MLH1 PMS1
11.676796,6.6985965,PCNA-MSH2-MSH6 complex (human),PCNA MSH6 MSH2
11.412138,6.2436147,ARC-L complex (human),MED1 CCNC MED17 MED6 MED7 MED24 MED13 MED12 MED23 CDK8 MED15 MED14 MED25 MED21
11.277476,9.829653,DNA polymerase delta complex (mouse),POLD4 POLD1 POLD2 POLD3
11.776075,9.676171,PCNA-DNA ligase complex (mouse),LOC100046823 LIG1 POLD2 POLD3
11.706963,9.881497,PCNA-DNA polymerase delta complex (human),PCNA POLD4 POLD1 POLD2 POLD3
7.2955685,9.288473,VEGF transcriptional complex (human),CITED1 CITED2 STAT3 CITED4 APEX1 HIF1A
8.968288,8.066758,IRF3-CBP complex (human),CITED1 CITED2 CITED4 IRF3
11.7936,5.8335776,PC2 complex (human),MED24 MED14 MED31 MED20 THRAP3 MED21 MED10 LOC100134189 MED17 MED16 MED6 MED7
11.57291,6.153575,SMCC complex (human),MED1 CCNC MED17 MED16 MED6 MED7 MED24 MED13 MED12 CDK8 MED14 MED31 MED20 THRAP3 MED21 MED10 LOC100134189
11.907487,9.670941,INO80 chromatin remodeling complex (human),INO80D INO80C INO80E ACTR8 MCRS1 ACTL6A ACTR5 INO80 RUVBL1 RUVBL2 NFRKB TCF3 INO80B
12.244795,10.357406,SRCAP-associated chromatin remodeling complex (human),ZNHIT1 RUVBL1 VPS72 H2AFZ YEATS4 SRCAP ACTL6A ACTR6 RUVBL2 EAF2
13.305119,10.366244,"Ribosome, cytoplasmic (human)",RPS2P51 RPS8 RPS9 RPS10P22 RPS6 RPS7 RPS3A RPS11P5 RPS13P2 RPS4XP6 RPS19P3 RPL37A FAU RPL13AP5 RPS27P23 RPL28 RPS26P54 RPL27 RPL24P6 RPL5P1 RPL11 RPS29P16 LOC653881 RPL9P25 RPS18P5 RPS4Y2 RPS4Y1 RPL13P12 RPS25P8 RPS5 RPL14 RPL10P6 RPL19 RPS15A RPL18 RPL7P16 RPL41 RPL29P12 RPL12P19 RPL35A RPS28P9 RPL23A LOC100291837 RPL17P36 RPL4P5 RPL27A RPS12P9 RPL22P11 RPS20 UBA52 RPS23 RPL23P6 RPS24 RPL26P16 RPL31P49 RPL18AP6 RPL36AP37 RPL30 RPLP0 RPL35 RPLP2 RPL34 RPLP1 RPSAP61 RPL6P10 RPL8 RPS16 RPS15 SNORA7A RPS17 RPL15P22 UBB RPL10AP6 RPL37 RPL7AP70 RPL36 RPL39 RPL38 RPS3P3 RPL21P53 RPS14
13.392201,10.651481,"60S ribosomal subunit, cytoplasmic (human)",RPL7P16 RPL41 RPL29P12 RPL12P19 RPL35A RPL23A RPL17P36 RPL4P5 RPL27A RPL37A RPL13AP5 RPL28 RPL22P11 RPL27 UBA52 RPL24P6 RPL23P6 RPL5P1 RPL26P16 RPL31P49 RPL18AP6 RPL36AP37 RPL30 RPL11 RPLP0 RPL35 RPLP2 RPL34 RPLP1 LOC653881 RPL9P25 RPL6P10 RPL13P12 RPL8 SNORA7A RPL15P22 RPL10AP6 RPL37 RPL7AP70 RPL14 RPL36 RPL39 RPL10P6 RPL38 RPL21P53 RPL19 RPL18
14.789297,6.593103,Cell cycle kinase complex CDC2 (human),PCNA CCNB2 CCNB1 CDKN1A CCND1 CDK1
10.457015,9.410077,Cell cycle kinase complex CDK2 (human),PCNA CDKN1A CCND1 CDK2
10.497049,9.274588,Cell cycle kinase complex CDK4 (human),PCNA CDKN1A CCND1 CDK4
10.601978,9.545567,Cell cycle kinase complex CDK5 (human),PCNA CCND3 CDKN1A CDK5 CCND1
9.579462,2.8692,PCNA-p21 complex (human),PCNA CDKN1A
13.248222,11.0633545,"28S ribosomal subunit, mitochondrial (human)",MRPS27 MRPS28 MRPS25 MRPS26 MRPS23 MRPS24 MRPS21 MRPS18C MRPS22 MRPS18B MRPS2 MRPS18A MRPS7 MRPS6 MRPS5 MRPS9 DAP3 MRPS16 MRPS17 MRPS14 MRPS36 MRPS15 MRPS12 MRPS34 MRPS35 MRPS10 MRPS33 MRPS11 MRPS30 MRPS31
5.10222,5.089171,Brain-derived dystrobrevin-syntrophin complex (mouse),SNTB1 DTNA DTNB SNTG1 SNTG2 DMD SNTA1 LOC100047790
12.979399,10.965177,"55S ribosome, mitochondrial (human)",MRPS18C MRPL28 MRPS18B MRPS2 MRPS18A MRPL27 MRPL24 MRPS7 MRPL22 MRPS6 MRPL23 MRPS5 MRPL32 MRPL30 MRPS9 DAP3 MRPS16 MRPS17 MRPS14 MRPS15 MRPS12 MRPL39 MRPS10 MRPS11 MRPL37 MRPL38 MRPL35 MRPL36 MRPL33 MRPL34 MRPL42 MRPL43 MRPL40 MRPL41 LACTB MRPS27 MRPS28 MRPS25 MRPS26 MRPS23 MRPS24 MRPS21 MRPS22 MRPL48 MRPL49 MRPL46 MRPL47 MRPL44 MRPL45 MRPL53 MRPL54 MRPL10 MRPL51 MRPL52 MRPL50 MRPS36 MRPL19 MRPS34 MRPS35 MRPL17 MRPS33 MRPL18 MRPL15 MRPS30 MRPS31 MRPL16 MRPL1 MRPL13 MRPL14 MRPL55 MRPL11 MRPL12 MRPL20 MRPL4 MRPL21 MRPL3 MRPL2 MRPL9
13.02225,11.003816,"39S ribosomal subunit, mitochondrial (human)",MRPL28 MRPL48 MRPL27 MRPL49 MRPL24 MRPL46 MRPL47 MRPL44 MRPL22 MRPL23 MRPL45 MRPL53 MRPL54 MRPL10 MRPL32 MRPL51 MRPL30 MRPL52 MRPL50 MRPL19 MRPL17 MRPL39 MRPL18 MRPL15 MRPL37 MRPL38 MRPL16 MRPL35 MRPL1 MRPL13 MRPL36 MRPL14 MRPL33 MRPL55 MRPL11 MRPL34 MRPL12 MRPL20 MRPL42 MRPL4 MRPL21 MRPL43 MRPL3 MRPL40 MRPL41 MRPL2 MRPL9 LACTB
5.0032163,5.1048727,"Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta (mouse)",SGCG SGCD SGCB SGCZ
4.979078,5.219896,"Smooth muscle sarcoglycan complex SGC, beta-delta-zeta (mouse)",SGCD SGCB SGCZ
12.278069,6.7842445,Ku antigen complex (human),XRCC5 XRCC6
12.35235,8.005363,PSF-p54(nrb) complex (human),SFPQ NONO
4.9344187,5.018368,"Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma (mouse)",SGCG SGCE SGCB SGCA
5.0289855,5.1033483,"Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta (mouse)",SGCG SGCD SGCB SGCA
5.0311604,5.0243797,"Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta (mouse)",SGCG SGCD SGCE SGCB
12.338851,7.708105,p54(nrb)-PSF-matrin3 complex (human),SFPQ NONO MATR3
9.778379,8.4755535,DNA ligase IV-XRCC4-AHNK complex (human),AHNAK XRCC4 LIG4
4.937933,5.026752,"Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle (mouse)",SGCG SNTB1 SGCD SNTG1 SGCB SNTG2 SGCA DMD SNTA1 LOC100047790
13.245645,10.398614,"40S ribosomal subunit, cytoplasmic (human)",RPS2P51 RPS8 RPS9 RPS10P22 RPS6 RPS7 RPS28P9 RPS3A LOC100291837 RPS11P5 RPS13P2 RPS4XP6 RPS19P3 RPS12P9 FAU RPS26P54 RPS20 RPS23 RPS24 RPS29P16 RPS18P5 RPSAP61 RPS16 RPS15 RPS17 RPS25P8 UBB RPS5 RPS3P3 RPS15A RPS14
11.458295,4.850009,DNA ligase IV-XRCC4 complex (LX complex) (human),XRCC4 LIG4
4.961348,5.056902,Sarcoglycan-sarcospan-dystroglycan complex (mouse),SGCG SGCD SGCB SGCA DAG1 SSPN
4.883161,4.977821,Sarcoglycan-sarcospan-complex SG-SPN (mouse),SGCG SGCD SGCB SGCA SSPN
4.8757534,4.989095,Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex (mouse),SGCG SNTB1 SGCD DTNA DTNB SGCB SGCA SSPN SNTA1
11.013189,4.448865,DNA ligase IV-XRCC4-PNK complex (human),PNKP XRCC4 LIG4
12.91892,9.469401,Spliceosome (human),CPSF6 PPIL1 PPIL2 PPIL3 CWC15 CRNKL1 WBP11 SRRM1 SNRPA C19ORF43 CD2BP2 SNRNP27 SNRPF CDK12 PPIH SNRPE SNRPB PPIE SNRPC SF3B3 SF3B4 SRRT EFTUD2 MAGOH SNRPD3 LOC644456 SNRPD2 CWC22 DHX38 LOC100129492 SF3B1 TXNL4A SF3B2 AQR BUD31 LSM2 TFIP11 LSM6 SFRS3 SFRS4 LSM4 SFRS1 LSM3 SFRS2 MOV10 SF3B14 PRPF8 SNW1 SMU1 LSM7 PRPF4 PRPF3 RNPS1 SF1 C19ORF29 SKIV2L2 TCERG1 DDX5 HTATSF1 SNRNP70 DHX15 DHX16 SR140 RBM17 RBM15 NCBP2 NCBP1 CDC5L PRPF40A PRPF18 PRPF19 LOC653889 DNAJC8 NHP2L1 MFAP1 SYF2 LOC644422 BUD13 SLU7 RBM25 LUC7L3 RBM22 DDX3X USP39 DHX8 DHX9 DDX46 RBM8A PABPC1P4 DDX41 PPWD1 SFRS11 SFRS7 LOC100132779 SFRS5 PLRG1 LOC643167 SFRS9 LOC652147 CTNNBL1 BCAS2 SF3A2 SPEN SF3A3 DDX17 WTAP THOC2 THOC1 THOC4 CIRBP THOC3 LOC653155 THOC6 CDC40 THOC5 THOC7 XAB2 NUDT21 SNRNP40 C16ORF80 PRPF31 ACIN1 SNRPA1 SF3A1 GCFC1 EIF4A3 ISY1 DGCR14 BAT1 DDX23 U2AF2 U2AF1 PPM1G SART1 KIAA1429 LOC100130932 PUF60 TRA2B ZNF207 SNRPB2 IGF2BP3 SMNDC1
13.631664,6.518464,DNA ligase IV-condensin complex (human),LIG4 SMC4 SMC2
12.350938,6.9575295,DNA-PK-Ku antigen complex (human),LOC731751 XRCC5 XRCC6
13.152249,6.439597,DNA ligase IV-Xrcc4-DNA-protein kinase complex (mouse),XRCC4 LIG4 PRKDC
11.840474,5.183103,DNA ligase IV-XRCC4-XLF complex (human),XRCC4 LIG4 NHEJ1
12.585466,5.5966163,Artemis-DNA-PK complex (human),DCLRE1C LOC731751
9.322746,3.0877266,DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex (human),POLB PNKP XRCC1 LIG3
12.502676,8.005912,DNA ligase III-XRCC1 complex (human),XRCC1 LIG3
10.635015,7.744488,Rag1-Rag2 protein-DNA complex (mouse),RAG1 RAG2
12.076354,6.8444095,Rag1-Rag2-Ku70-Ku80 protein-DNA complex (mouse),XRCC5 XRCC6 LOC100044461 RAG1 RAG2
12.203779,5.9691644,ERCC1-ERCC4-MSH2 complex (human),ERCC1 ERCC4 MSH2
11.7533455,6.74172,MSH2-MSH6-PMS1-MLH1 complex (human),MLH1 MSH6 MSH2 PMS1
11.784367,6.80543,MSH2-MSH6 complex (human),MSH6 MSH2
11.67589,6.7450423,MSH2-MSH3 complex (human),MSH3 MSH2
