x,y,Name,Genes
0.95701855,1.3135284,CREBBP human,PPARA CCK HINFP IL4 IRF1 CREB1 RAD51 PSMC5 INSM1 RARA S100A4 EZH2 TP53 CSF2 CDKN1A ALOX15 BRCA1 EGFR RS1 PTGS2 HOXA10 HOXA9 EP300 PCK2 TRIM22
0.74465466,3.3574078,CREBBP mouse,MED1 GH CREBBP NFYB SETDB1 HGF MT1 FOS TRP53 ESR1 NFKB1 HINFP FOXP3 F7 MYH1 SST IL6 FOSB PER1 KRT16 STAR BIRC5 BCL2 CRYAB CLOCK TDGF1 CRX TNF NPAS2 RS1 SOCS3 GRIP1 SPIB LDHA CYP11A1 EP300 FTH1 HMOX1 IFNB1 NFYA ALX1
3.3923242,1.6699746,CREM human,TBP ACE DUSP4 G6PD DUSP1 GPX4 FOS IL2 ACR CCNA2 ZAP70 CREB1 CCNA1 TH STAR CD247 TAF4 IL5RA FHL5 PLAT FASLG SLC5A5 LDHC MC2R CCL4
6.5150723,6.796417,CRX mouse,SAMD7 KCNV2 RBP3 FAM161A SAG RHO NR2E3 PDE6B PDE6A RS1 SAMD11
3.9864488,4.621414,CTCF human,RARRES1 DMPK PAX6 IGF2 H19 WT1 RBL2 BCL6 ETNK2 NF1 ANG NANOG APP IPO13 CSF2 MEG3 BRCA1 ASAP2 PBXIP1 CELSR3 SLC6A4 PTPRG BBC3 RAD21 IRAK2 SIX5 CCND1 TERT ATXN7 MYC
7.397079,5.4052916,CTCF mouse,IRAK2 CSF2 MGAT5B ATXN7 PAX6 IGF2 CELSR3
3.3552423,3.2555254,CTNNB1 human,NCOA2 CHGA RB1 MMP7 JUN STARD7 GLCE FST GLI2 PLD1 CLDN2 PTGS2 AR MMP14 CCND1 MYC VIM TCF7 BIRC5 NRCAM PPARD CD44
0.83193725,7.5303984,CTNNB1 mouse,FGFBP1 PDGFRA MMP7 CDX4 CDX2 CDX1 AXIN2 MITF VEGFD ISL1 VEGFA PML RUNX2 MMP13 BMP4 MYCN FAS RAPSN LEF1 LECT2 IHH CCND1 CDH1 E2F1 CYP2B10 MYC CASP3 OTX2 WNT1 PITX2 WNT4 ATOH1 FOXJ1 NR0B1 TBX3 GREM2 BGLAP2 CCNE1 BCL2L1 BIRC5 MET NANOG TCF4 NEUROG1 MYF5 PPARD INHA FOXA2 LHB SLC2A1 TWIST1 WISP1 CYP19A1 PTGS2 SMC3 FGF8 GJA1 CCL7 BGLAP GLUL GAST EPHB2
5.4720035,0.4398921,CUX1 human,FTO CDKN1B CR2 RACGAP1 WNT5A CYBB ECT2 CFTR
5.2048364,0.63017404,CUX1 mouse,DCTN6 CDKN1B CDKN1A NCAM1 FAM89B RUNX2 HIST2H4 POLA1 CCNA2 MAR1 MYC ATP6V1E2 SIS
6.8361225,1.819915,DACH1 mouse,LIN28A CDKN1B SOX2 CCND1 NANOG KLF4 CXCL15
2.537036,4.8834505,DDIT3 human,ATF2 CEBPA RTN3 CXCL8 NOS3 ASNS TNFRSF10B SIRT1 SIRT2 TF IL6 MAP1LC3B CDK2 ANKRD1 TRIB3 MCL1 ATG5 ATF5
6.186028,3.7665691,DLX2 mouse,NRP2 PAGR1A DLX6 ARX FOXJ1 AMELX
0.062960334,3.5022378,DLX3 mouse,HSD3B6 BGLAP MMP9 DSPP PGF RUNX2
3.7041535,5.808013,DLX5 mouse,GBX2 WNT5A IBSP IGFBP3 MYC SP7 ALPL DSPP RUNX2
0.04533815,1.5934954,DMTF1 mouse,EGR1 CDKN2A CCND2 TSP1 JUNB AREG ETS1 ETS2
3.6505163,2.1362817,DNMT1 human,IL32 CDKN2A MGMT CDKN2B MBD2 GAD1 TNFRSF10B MSH2 ESR1 RUNX3 IL3 VEGFA SFRP5 BMP2 BIRC5 RGS10 TP53 RB1 HDAC1 KIR2DL3 SFRP1 RASSF1 CASP8 RELN EPCAM TERT CXCR4 BAG1 CDH1 TIMP3 PROM1
4.4146433,2.8727968,DNMT3A human,SFRP5 CDH6 CDKN2A CDKN1A SETDB1 JUP IGFBP3 SFRP1 POU5F1
6.7862945,1.904777,DNMT3A mouse,DPP6 RB1 IFNG MT1 NANOG POU5F1 VTN MDM2
5.3793592,0.86159927,E2F1 human,GINS3 CTNNBIP1 PNRC2 HIC1 DOK1 CDAN1 MYCN IL23A MT1G ULK1 ASF1B TP53 PCNA RNF2 RB1 SERPINE1 AURKA TNF TYMS AURKB CD2AP CHEK1 MYB CCND1 RACGAP1 E2F1 CHEK2 PEG10 MYC DROSHA KDR MYH10 E2F6 MUC4 MAP3K5 CREBBP FZD1 PLK1 LRBA XRCC1 FANCA ERICD DHFR AR TP73 MIR202 NOX4 FGFR1 BIRC5 SIVA1 KIF2C DNMT1 MCPH1 PIN1 MDM2 ISYNA1 CDCA7 FOXM1 RASGRP1 CCNB1 TNFSF11 PDK4 TP53BP2 MYBL2 ATG5 SKP2 DUSP1 HSPA5 APAF1 HMGA1 CDC6 ETV4 H19 VEGFA IL1B IRF3 FSHR BCL2 MCM5 ATM CDK1 TLR3 ABCB1 MEFV ZNF350 PTPRO TOP2A BRCA1 FHIT CTSV BMI1 PCSK6 BBC3 MAP1LC3A NPAT DRAM1 RASGEF1B NRIP1 TERT CASP7 ECT2 MCL1 WWOX ATAD2 SERPINB5 RRM2 RBM38 DAPK2 CDKN2A RRM1 RPA2 TP53INP1 KIR3DL1 RRP1B ERCC1 NELL2 RAD51 DBF4 ERCC5 CCNE1 PPARG DDIT3 FLT1 PPP1R13B CDKN1C MCM8 CDKN1A UHRF1 DIRAS3 FMN2 THBS1 MAPK8 CUX1 CCL3
5.5607314,0.62190044,E2F1 mouse,GINS3 PDGFRA TGFB2 APAF1 TRP53 HMGA1 MERTK HINFP TAPBP VEGFA POLA1 MYCN BCL2 ATM NFE2L2 TLR3 DLX1 PCNA DLX2 RB1 BMI1 NPAT CCND1 PURA TK1 MYH10 ATP6V1E2 MCL1 EGR1 CDKN2C CDKN2A TRP73 NFKB1 DHFR DDB2 CCNA2 BIN1 NOX4 SIVA1 MXD3 DNMT1 TPT1 FBN2 NRP1 MCM8 CDKN1A PDK4 NOS2 BID
5.441273,0.6482516,E2F3 human,PLK1 CDKN1A AURKA CDC6 VEGFA ERICD CCNA2 CCNB1 MAPK8 CUX1 TFE3 CDK1 MAP3K5
3.7316308,2.728192,E2F3 mouse,DDB2 MYCN CDKN2A TFE3 PMP2 IGF2 FGF2
5.4676933,0.6892525,E2F4 human,PLK4 PLK1 DIRAS3 MCM10 BRCA1 LTBP4 TTK HCFC1 AURKB AR RAD51 CCNB1 CUX1 CCND1 PEG10 MYC TOPBP1 CDK2 BIRC5 PPARG PCLAF MAP3K5 LIN54
5.7103343,1.0021443,E2F4 mouse,PLK4 RB1 RAD51 MYCN MAP1LC3B STMN1 E2F2 BRCA1 FGF2 MYBL2
5.071857,0.8641388,E2F6 human,APAF1 IL13 E2F1 BRCA1 PCLAF CYC1 BRD7
0.17264001,0.8096806,EBF1 mouse,OMP BLK CD79A ZFP423 IGLL1 PAX5 PPARG TAC4 ZFP521
0.9586912,5.3981013,EGR1 human,CHGA ACE GDF15 TFPI2 FN1 SYN2 TGFBR2 IL3 VEGFA IL2 SYN1 SLC9A3 IL6 STIM1 TH RBL2 MMP14 UBE2S FAP FAS IFNG CD28 EAPP TP53 FCER2 BCAR1 ACHE CXCL8 ATF3 PCSK2 ABCB1 TNF KLK3 EGFR HSD11B2 CCND2 MYB TBXA2R CCND1 ALOX5 WNT4 LDLR TOE1 GGPS1 DMRT1 LMTK2 PLAUR IGF2 F3 NFKB1 SOD1 AR TP73 POR IMPDH2 GDNF IL2RB HPSE LTB PPARG SPRY1 TCF4 CDK5R1 PTGES PTP4A1 FLT1 LHB CDKN1A NAB2 AKR1B1 PDGFC PDGFB PTEN SLC4A2 PLAU PSEN2 FASLG FGF2 HIF1A PTGS2 CACNA1H TMPO SOX18 HYAL1 CYP2B6 STMN1 EP300 TNFSF10
0.047090616,5.018227,EGR1 mouse,JUN PTGES2 TRP53 MMP9 SYN2 TGFBR2 IL2 MAPK14 IL1B IL4 STIM1 TH MMP14 ID3 FAS BAX ITGA7 GNRH1 ACHE EPO SERPINE1 CHRNA7 CXCL2 TNF NDRG1 HSD11B2 SOCS1 MAP1LC3B CCND2 CCND1 TK1 WNT4 NGFR CREBBP JUND NTRK1 CDKN2D IFNGR1 GADD45B GADD45A GGPS1 PDX1 NGB TRP73 F3 SMAD7 RCAN1 CAT PPP1R1B BIRC5 LTB MET CDK5R1 PTGES PNMT CDKN1C ITGB6 LHB PTEN THBS1 ENO1 FGF2 NR4A1 IGF1R ICAM1 CACNA1H MAPK8 PTPRZ1 BNIP3 CCL2 IL12A
-0.94373906,4.097254,EGR2 human,GJB1 IL6 SCD5 MPZ LIF IGF2 FASLG IDO1 PTGS2
-0.14752963,1.8370866,EGR2 mouse,CEBPB HOXB1 NAB1 NAB2 ZBTB16 NCMAP CBL FASL IL2RB MPZ ID2 ID4 HOXA2 HOXB2
3.4011009,2.4225714,EHMT2 mouse,WNT10A CDKN1A CCND1 FGF21 PPARG POU5F1
0.93685293,1.2961591,ELF1 human,MEIS1 ERBB2 TEK TLR9 FCER1A CYBB BRCA2 FLI1 CD68
1.6721193,0.9063239,ELF1 mouse,CSF1R RHOX5 LYL1 CD1D1 EPHA7 TOLLIP TAL1 DNTT FCER1A FCER1G FLI1 IL3
0.00179457,6.448606,ELF3 human,CLDN7 SPRR3 KRT4 TIMP3 SPRR2A MMP9 SPRR1A SPRR1B PTGS2
1.6751521,2.3983362,ELK1 human,DAP3 CITED2 EIF2AK1 SRF FOS PDGFB PSEN1 TNFRSF10B WISP2 FUT4 FOSL1 ZFP36 MECOM PTPRZ1 ERBB2 TLR9 MUC4 MCL1 EZH2 SKP2
6.164191,6.5345774,ELK1 mouse,TBP EGR1 MYLK3 IL6 HMOX1 FOS MYLK
6.579523,7.7527895,EOMES mouse,IL17A SOX2 MESP1 EBF1 PRF1 RORC
1.4334893,4.2206197,EP300 human,EIF2AK1 MMP9 VCAM1 HINFP VEGFA COL1A2 IL5 ZEB1 WT1 IL6 KRT16 IFNG S100A4 PCNA CXCL8 RELA EPO ABCB1 CRABP1 ALOX15 BRCA1 KLK3 RS1 SLC9A2 YY1 CCND1 ERBB2 MYC CYP1B1 CA9 CREBBP MGMT CDKN2B PARP1 IGFBP3 NR1H4 NR0B2 CYBB IGF1 GFAP NFKB1 TP73 RAD51 TBXAS1 CCNE1 BIRC5 DNMT1 EZH2 MDM2 LAMA3 CDKN1A PTGS2 THBD CCNB2 IL12B TRIM22
1.2135072,4.329532,EP300 mouse,EDN1 CAV3 MMP2 MT1 AXIN2 FN1 MYOD1 MMP9 HINFP TAPBP COL1A2 IL6 IRF2 RARB TFF2 NPR1 NPAS2 RS1 SOCS3 LDHA MYB HRH4 CCND1 SPP1 WNT4 NEUROD1 SMAD3 CPT1B MEF2C FOS NR1H4 NR0B2 KLF5 POU5F1 F7 COL2A1 CREB1 FASN ALDH3A1 TXNIP BIRC5 PPARG CRYAB DNMT1 CLOCK IRS1 CDKN1A FLT4 GATA4 TNFSF13B PTGS2 CHRNE CCNB2 BGLAP HMOX1 SCD1 COX2 TNFSF10 NOS2 STAT5A
2.5229878,5.224575,EPAS1 human,FLT1 MMP14 PTPRZ1 SERPINE1 COL10A1 CCR7 CA9 MSC USF2 VEGFA
2.8642397,2.020625,EPAS1 mouse,FLT1 EPO CITED2 SERPINE1 VCAM1 POU5F1 RUNX2 EFNA1 CDH5 COL10A1 KDR FXN ABCG2
4.182017,2.2974727,ERCC2 human,CDKN1A E2F1 CPD BCL2 XPA BAX LAMTOR5 TP53
2.4114404,1.9653033,ERG human,HIST1H4L VWF ZEB1 TDRD1 VIM ERG TFF3 ENG CXCL8 CRISP3 HPGD ILK TMPRSS2 FGF2 ICAM1 ICAM2 SOX4 WNT11 CDH5 EPB41L4B ADAMTS1 CXCR4 EPB41L3 HMOX1 PIM1 KCNN2 SPP1
2.443144,1.2171423,ERG mouse,LYL1 CDH5 VWF VIM ERG SNAI2 SNAI1 ICAM2
2.5809627,3.7001636,ESR1 human,JUN ZFHX3 GREB1 F12 VEGFA RUNX2 NR5A2 FOXP1 MMP13 ZEB1 PTMA CXCL12 SP1 KRT19 CDK4 BCL2 CYP1A1 RARA TFF1 CD24 ABCG2 TP53 RET BTG2 SERPINE1 NRF1 TGFA BRCA1 AHR OXT TYMS EGFR HSPB1 PELP1 CRHBP CCND1 TERT CDH1 E2F1 YWHAQ MYC KDR CYP1B1 AMH TAC3 MTA3 CTSD MICB NQO1 ESRRA UGT2B15 FOS ESR1 SERPINB9 AR CCNA2 DCT CRH AVP PGR MDM2 CEBPB FLT1 CDKN1B BLM CDKN1A CTNNB1 HTRA2 CHAT CYP2C19 CYP19A1 PLAC1 PMAIP1 UGT1A4 JUNB JAK2
2.4657753,4.142582,ESR1 mouse,SREBF1 ESRRA POU3F1 STAT3 F12 FOS NR0B2 IGF1 H19 VEGFA NELL2 BMP2 FASL TH PIK3R1 PPARG LTF CDKN1A NRF1 SLC2A4 SLC7A1 PTGS1 CYP19A1 CASP12 CCND1 MYC TNFSF11 TAC2 STAT5A
1.5594075,3.8425195,ESR2 human,INSR JUN CDKN1A SERPINE1 FOS CHAT TGFA OXT BRCA2 VEGFA PELP1 PTPRC TERT MKNK2 CRH AVP TFF1 CD68 CTSD
4.587844,4.1491175,ESR2 mouse,SLC2A4 PTGS1 IGF1R VEGFA AR NELL2 CASP8 BMP2 MAPK8 AKT1 MAPK3 BCL2 PPARG CASP3 MAPK1 STAT5A PTGDS
2.0140188,6.547809,ESRRA human,DAP3 NRIP1 SNAI2 NR2F1 AHR SNAI1 NR2F6 PNRC1 CYP19A1
6.372568,8.184772,ESRRA mouse,PPARA ACADM NRIP1 RB1CC1 TRP53 SPP1 APOA4 PPARGC1A
1.1774158,3.427459,ETS1 human,CTSB FGFBP1 DUSP6 ANGPT2 FOXD1 MMP1 MMP3 MMP9 GP6 EMSY TGFBR2 IL3 RHOC IL2 MMP10 MMP13 IL5 COL1A1 BMP4 WT1 CD6 BAX PF4 SQSTM1 TP53 TFAP2A CSF3R ABCB1 TRB TRA CSF2 HPGD PRL TNC NDRG1 CTGF ATXN2 MYB TBXA2R TERT CASP1 CA9 MUC4 EGR1 CR1 IGFBP1 CDKN2A CSNK2A1 VWF CHUK PARP1 TAF12 TNFSF14 CIP2A FLI1 PTHLH LCK TMEM158 TBXAS1 CD8A IL2RB CSNK2B ERG SPRY2 MDM2 FLT1 SLC26A3 CDKN1A F13A1 ITGB3 ECE1 WAS PLAU GRPR ANPEP CXCR4 HMOX1 NKX3-1 MGAT5
