x,y,Name,Genes
3.3490891,-0.31305432,PPP2CA,RIPK4 BAD TUBB SPHK1 KRT8 AXIN1 PPP2R5A MAPK14 CDK9 ELF1 RBL1 MAPT MAPKAPK2 VIM CDK2 BCL2 BAX ATM CDK1 CAMK4 CAMK1 IL6ST TP53 RAF1 BCAR1 PNCK RELA BMPR2 PRKAA1 HSPB1 STK3 STK4 PAK1 CHEK1 RACGAP1 AKT3 CHEK2 MYC AKT1 CASP3 MAP3K7 SNCA PRKG1 SMAD3 MAP2K4 IL33 CARD11 PRKCI CAD PLK1 MAP2K1 CHUK GAD2 SMAD1 H2AFX GAD1 PRKCB CSNK1E PACS1 TRAF2 EEF2 PRKCA VASP CREB1 PPP1R1B RPS6KB1 SMO CDK5R1 CRYAA MDM2 ITGB1 SRC PKD1 PXN CAMK2A CAMK2B HDAC7 IKBKB HIST1H3A MAPK8 PPP1R8 RPS6KA3 GOLGA2 RHO MAPK1 MBP CAMK2G PRKACA
2.043613,0.27728593,PPP3CA,IL33 JUN KSR2 SLC10A1 BAD GAD2 GAD1 NFATC2 CSNK1E SSH1 DNM2 VASP RCAN1 PPP1R1B MAPT CANX CRYAA GSK3B DMN1 ELK1 HSPB1 PPP1R8 PRKAR2A FLNA DNM1L
3.5448377,-1.1582102,PPP4C,RELA HDAC3 MAP4K1 H2AFX RPA2 NDEL1
2.1352854,3.9337418,PPP5C,MAPT CDC37 BAD MOK CSNK1E NR3C1 MAP3K5 RAF1
1.4132173,-0.88061243,PPP6C,H2AFX AURKA PRKDC MBP MAP3K7
1.1632624,0.9605879,PTEN,PDGFRB CREB1 SHC1 PTEN PTK2
-0.2809908,1.3290708,PTP4A3,ITGB1 STMN1 NCL KRT8 EZR BCAR1
5.0519814,-1.1294916,PTPN1,RBM39 PTPN1 STAT5B INSR NSF PDGFRB STAT3 BCR-ABL CAV1 ACTN1 PTPN11 GAB1 TYK2 EPOR PTK2 DOK1 NFKBIA TRPV6 MET CRK STAM2 PTPN6 RAF1 LAT BCAR1 EPHA3 SRC GSK3B IRS1 EMS1 CTNNB1 EGFR IGF1R GHR STAT6 PLCG1 STAT5A JAK2
7.2699714,-0.7570665,PTPN11,STAT5B MAP3K4 PDGFRB SRC STAT1 IRS1 PXN GAB2 GAB1 SELE EGFR ARHGAP5 SIRPA PTK2B KDR MPZL1 SPRY2 SPRY1 STAT5A PAG1 JAK2
6.212504,-1.1858237,PTPN12,SRC PSTPIP1 PTK2B WAS ABL1 BCAR1 PTK2
0.08636805,0.28943694,PTPN13,NFKBIA PDCD10 IRS1 TRIP6 MBP
7.180697,-0.89853096,PTPN2,STAT5B INSR PDGFRB SRC STAT1 SHC1 STAT3 CAV1 WASL EGFR KDR STAT6 MET JAK3 FKBP4 JAK1 STAT5A
7.4670424,0.4151893,PTPN22,TCRZ ZAP70 LCK
-0.20187871,0.58190197,PTPN23,SRC CDH1 CTNNB1 PTK2
1.5928017,-0.5216721,PTPN3,GHR MAPK12 TCRZ VCP
7.1754537,-0.58765715,PTPN6,RBM39 LYN SRC NFAT5 NTRK1 CTNND1 ACTN1 GAB2 EGFR HOXA10 CASP8 LCK KIT KDR NOS1 ROS1 CD22 CD33 JAK2
7.369189,1.719023,PTPN7,MAPK3 MAPK1 MAPK14
0.9570746,2.8016465,PTPN9,NSF ERBB2 EGFR
5.4605036,-0.005875276,PTPRA,LYN SRC PTPRA FYN BCAR1
0.519296,2.1887815,PTPRB,TEK KDR MET
7.529856,0.3928827,PTPRC,LYN TCRZ LCK FYN JAK3 TYK2 SKAP1 JAK1 JAK2
3.363061,1.8394313,PTPRE,YES1 INSR SRC KCNB1 MAPK3 MAPK1 FYN
0.5617522,2.314716,PTPRF,PTPRF INSR CTNNB1 MET
5.0070014,-1.1146944,PTPRH,DOK1 SRC LCK BCAR1
3.6988163,2.9258041,PTPRJ,LYN RET PDGFRB SRC CTNND1 CBL EGFR TJP1 OCLN PIK3R1 MAPK3 KDR PLCG1 MET MAPK1 FYN LAT
1.226395,3.569021,PTPRO,NTRK3 NEK8 EPHB2
3.559848,3.3443604,PTPRS,NTRK2 NTRK3 NTRK1 EGFR
-0.16618198,0.4189725,PTPRT,CTNND1 PXN STAT3 CDH1
1.3929417,3.847977,PTPRZ1,NTRK1 ADD2 ARHGAP35
2.1084597,1.5685605,SCP2,SMAD3 SMAD2 POLR2A SMAD1
-0.22771788,0.67260045,SSH1,LIMK1 DSTN CFL1 CORO1B
